UF,COD,MUN,ARRECADACAO_TOTAL_IMPOSTOS
RS,4308706,Gaurama,2469405.65097364
RS,4308805,General Câmara,1471620.19582567
RS,4308854,Gentil,314470.416989495
RS,4308904,Getúlio Vargas,9570289.74054504
RS,4309001,Giruá,4680279.72332624
RS,4309050,Glorinha,3833297.46359912
RS,4309100,Gramado,113856352.690902
RS,4309126,Gramado dos Loureiros,254772.934181438
RS,4309159,Gramado Xavier,264110.272979937
RS,4309209,Gravataí,114244935.984818
RS,4309258,Guabiju,312881.298422
RS,4309308,Guaíba,30168927.1642626
RS,4309407,Guaporé,14507543.9509006
RS,4309506,Guarani das Missões,2076545.25308183
RS,4309555,Harmonia,1373746.97158309
RS,4309571,Herveiras,208742.364092154
RS,4309605,Horizontina,13317394.1601912
RS,4309654,Hulha Negra,1341647.50342639
RS,4309704,Humaitá,900396.352134911
RS,4309753,Ibarama,393111.67305763
RS,4309803,Ibiaçá,2053091.77254044
RS,4309902,Ibiraiaras,1878793.73880097
RS,4309951,Ibirapuitã,967984.837976282
RS,4310009,Ibirubá,11010237.8387502
RS,4310108,Igrejinha,14109755.5769111
RS,4310207,Ijuí,41508485.5255257
RS,4310306,Ilópolis,1058437.1380547
RS,4310330,Imbé,36796243.5846954
RS,4310363,Imigrante,1208623.26969528
RS,4310405,Independência,2067477.92969196
RS,4310413,Inhacorá,234630.476045884
RS,4310439,Ipê,1541563.62345358
RS,4310462,Ipiranga do Sul,822203.894280717
RS,4310504,Iraí,1305631.04415527
RS,4310538,Itaara,2459425.1228347
RS,4310553,Itacurubi,809040.386675687
RS,4310579,Itapuca,224844.9715722
RS,4310603,Itaqui,8806984.56255113
RS,4310652,Itati,140654.579510258
RS,4310702,Itatiba do Sul,622148.540506506
RS,4310751,Ivorá,322177.460657083
RS,4310801,Ivoti,14202419.1230665
RS,4310850,Jaboticaba,626934.62277528
RS,4310876,Jacuizinho,251953.650823217
RS,4310900,Jacutinga,834884.0841514
RS,4311007,Jaguarão,8369982.58437541
RS,4311106,Jaguari,2910667.97255763
RS,4311122,Jaquirana,283007.1768278
RS,4311130,Jari,395928.973321375
RS,4311155,Jóia,1682022.55359808
RS,4311205,Júlio de Castilhos,8576607.84809133
RS,4311239,Lagoa Bonita do Sul,176934.684353782
RS,4311254,Lagoão,258194.890208467
RS,4311270,Lagoa dos Três Cantos,724614.731226257
RS,4311304,Lagoa Vermelha,12685325.0972493
RS,4311403,Lajeado,67412656.5954229
RS,4311429,Lajeado do Bugre,132602.942405215
RS,4311502,Lavras do Sul,2747509.67457598
RS,4311601,Liberato Salzano,586227.64587438
RS,4311627,Lindolfo Collor,1127771.10262478
RS,4311643,Linha Nova,281278.520210853
RS,4311700,Machadinho,1972163.15033962
RS,4311718,Maçambara,1356260.62574075
RS,4311734,Mampituba,170909.769803768
RS,4311759,Manoel Viana,1400858.37246032
RS,4311775,Maquiné,1189513.74734737
RS,4311791,Maratá,376861.779783159
RS,4311809,Marau,21265111.9620369
RS,4311908,Marcelino Ramos,1633785.2199092
RS,4311981,Mariana Pimentel,873904.193022753
RS,4312005,Mariano Moro,434692.94844544
RS,4312054,Marques de Souza,1014634.18482917
RS,4312104,Mata,761424.482994055
RS,4312138,Mato Castelhano,1085718.77733535
RS,4312153,Mato Leitão,1168190.94454112
RS,4312179,Mato Queimado,295116.194459698
RS,4312203,Maximiliano de Almeida,999359.088482905
RS,4312252,Minas do Leão,6715107.55132706
RS,4312302,Miraguaí,633269.628337986
RS,4312351,Montauri,330571.967958864
RS,4312377,Monte Alegre dos Campos,502107.366459568
RS,4312385,Monte Belo do Sul,800978.287037716
RS,4312401,Montenegro,31980909.5201459
RS,4312427,Mormaço,281797.564417933
RS,4312443,Morrinhos do Sul,341149.0895563
RS,4312450,Morro Redondo,1061450.35779534
RS,4312476,Morro Reuter,2754332.5555712
RS,4312500,Mostardas,2120240.996117
RS,4312609,Muçum,1673222.74281484
RS,4312617,Muitos Capões,687226.910837677
RS,4312625,Muliterno,242814.125698754
RS,4312658,Não-Me-Toque,8143549.45159167
RS,4312674,Nicolau Vergueiro,475789.418778047
RS,4312708,Nonoai,3486079.4553102
RS,4312757,Nova Alvorada,693479.710296074
RS,4312807,Nova Araçá,1263217.46401565
RS,4312906,Nova Bassano,4899434.10272414
RS,4312955,Nova Boa Vista,364390.843990163
RS,4313003,Nova Bréscia,716328.052977075
RS,4313011,Nova Candelária,545659.618932846
RS,4313037,Nova Esperança do Sul,1087867.57645106
RS,4313060,Nova Hartz,4860608.20718461
RS,4313086,Nova Pádua,712545.912287052
RS,4313102,Nova Palma,1913556.17118421
RS,4313201,Nova Petrópolis,15708382.9524941
RS,4313300,Nova Prata,12274953.7118567
RS,4313334,Nova Ramada,387868.1490183
RS,4313359,Nova Roma do Sul,656028.796730983
RS,4313375,Nova Santa Rita,16153111.2650599
RS,4313391,Novo Cabrais,453269.524410159
RS,4313409,Novo Hamburgo,145369492.017747
RS,4313425,Novo Machado,404543.580176153
RS,4313441,Novo Tiradentes,295127.016001109
RS,4313466,Novo Xingu,261578.227180129
RS,4313490,Novo Barreiro,506348.569587013
RS,4313508,Osório,31941580.4656698
RS,4313607,Paim Filho,721966.407707557
RS,4313656,Palmares do Sul,7253218.00484655
RS,4313706,Palmeira das Missões,12042466.8959765
RS,4313805,Palmitinho,1262570.94102501
RS,4313904,Panambi,22151866.750871
RS,4313953,Pantano Grande,3597872.09148534
RS,4314001,Paraí,2388531.55361354
RS,4314027,Paraíso do Sul,979227.311704497
RS,4314035,Pareci Novo,1087801.47444155
RS,4314050,Parobé,11088086.4023787
RS,4314068,Passa Sete,420745.735579794
RS,4314076,Passo do Sobrado,1047640.90161325
RS,4314100,Passo Fundo,144527462.767266
RS,4314134,Paulo Bento,489469.60113417
RS,4314159,Paverama,1309007.02658172
RS,4314175,Pedras Altas,1729018.77444708
RS,4314209,Pedro Osório,2098027.56164743
RS,4314308,Pejuçara,1023007.14478373
RS,4314407,Pelotas,188084170.412727
RS,4314423,Picada Café,3479591.09500014
RS,4314456,Pinhal,737134.803313601
RS,4314464,Pinhal da Serra,373758.886561764
RS,4314472,Pinhal Grande,847194.136276292
RS,4314498,Pinheirinho do Vale,503654.354526822
RS,4314506,Pinheiro Machado,3285764.97947047
RS,4314548,Pinto Bandeira,
RS,4314555,Pirapó,335215.616176424
RS,4314605,Piratini,3177970.2925322
RS,4314704,Planalto,2924745.57730424
RS,4314753,Poço das Antas,568186.755014702
RS,4314779,Pontão,634473.547899054
RS,4314787,Ponte Preta,424514.339940451
RS,4314803,Portão,15394615.8365416
RS,4314902,Porto Alegre,2005244977.21335
RS,4315008,Porto Lucena,743970.160708383
RS,4315057,Porto Mauá,291361.858121887
RS,4315073,Porto Vera Cruz,236809.001063964
RS,4315107,Porto Xavier,1796858.54571166
RS,4315131,Pouso Novo,446683.790742178
RS,4315149,Presidente Lucena,611907.382466423
RS,4315156,Progresso,774826.334621266
RS,4315172,Protásio Alves,366625.104220419
RS,4315206,Putinga,512401.339776167
RS,4315305,Quaraí,3678762.99044244
RS,4315313,Quatro Irmãos,434912.31288583
RS,4315321,Quevedos,2346213.13123664
RS,4315354,Quinze de Novembro,1332949.24075686
RS,4315404,Redentora,1111783.65480864
RS,4315453,Relvado,333334.709190605
RS,4315503,Restinga Seca,4652719.81144185
RS,4315552,Rio dos Índios,245126.909632024
RS,4315602,Rio Grande,138377569.688438
RS,4315701,Rio Pardo,7643494.76229087
RS,4315750,Riozinho,854627.714634693
RS,4315800,Roca Sales,2046945.46525543
RS,4315909,Rodeio Bonito,1324371.26644384
RS,4315958,Rolador,449437.570438362
RS,4316006,Rolante,8076821.35522285
RS,4316105,Ronda Alta,2534280.2173178
RS,4316204,Rondinha,818496.413678606
RS,4316303,Roque Gonzales,1174047.34734756
RS,4316402,Rosário do Sul,7163125.3697236
RS,4316428,Sagrada Família,311365.65692399
RS,4316436,Saldanha Marinho,821007.298492698
RS,4316451,Salto do Jacuí,2996797.33866314
RS,4316477,Salvador das Missões,447111.277528753
RS,4316501,Salvador do Sul,2455686.48029628
RS,4316600,Sananduva,5477432.68266301
RS,4316709,Santa Bárbara do Sul,4144912.71347775
RS,4316733,Santa Cecília do Sul,346465.858164382
RS,4316758,Santa Clara do Sul,2408053.2142806
RS,4316808,Santa Cruz do Sul,84290678.2813529
RS,4316907,Santa Maria,155192445.58431
RS,4316956,Santa Maria do Herval,1503224.68702015
RS,4316972,Santa Margarida do Sul,1134484.60228311
RS,4317004,Santana da Boa Vista,2129633.56067754
RS,4317103,Santana do Livramento,19746544.4936045
RS,4317202,Santa Rosa,43832362.3285605
RS,4317251,Santa Tereza,286130.65320221
RS,4317301,Santa Vitória do Palmar,14364296.1710599
RS,4317400,Santiago,18921477.5579602
RS,4317509,Santo Ângelo,32069364.2936067
RS,4317558,Santo Antônio do Palma,481377.816623362
RS,4317608,Santo Antônio da Patrulha,18202531.4886186
RS,4317707,Santo Antônio das Missões,2170596.02852959
RS,4317756,Santo Antônio do Planalto,759952.131080816
RS,4317806,Santo Augusto,3731236.367794
RS,4317905,Santo Cristo,5547957.03730305
RS,4317954,Santo Expedito do Sul,242032.533459493
RS,4318002,São Borja,17725755.2478378
RS,4318051,São Domingos do Sul,565260.025546264
RS,4318101,São Francisco de Assis,4326130.64598101
RS,4318200,São Francisco de Paula,7286739.53979499
RS,4318309,São Gabriel,17292083.3913192
RS,4318408,São Jerônimo,4595343.07571713
RS,4318424,São João da Urtiga,1295921.79308334
RS,4318432,São João do Polêsine,2236310.04902306
RS,4318440,São Jorge,517673.256257795
RS,4318457,São José das Missões,297292.011528078
RS,4318465,São José do Herval,243656.728865324
RS,4318481,São José do Hortêncio,787187.181317786
RS,4318499,São José do Inhacorá,386729.599773261
RS,4318507,São José do Norte,6430718.02088397
RS,4318606,São José do Ouro,1541386.78613233
RS,4318614,São José do Sul,374002.113099312
RS,4318622,São José dos Ausentes,957933.530460173
RS,4318705,São Leopoldo,144538468.391131
RS,4318804,São Lourenço do Sul,13370750.8830434
RS,4318903,São Luiz Gonzaga,11094166.6264594
RS,4319000,São Marcos,7901695.3043186
RS,4319109,São Martinho,1114132.97212895
RS,4319125,São Martinho da Serra,1332160.66665739
RS,4319158,São Miguel das Missões,2805085.76258252
RS,4319208,São Nicolau,1033236.16833709
RS,4319307,São Paulo das Missões,908017.055971944
RS,4319356,São Pedro da Serra,870021.803487812
RS,4319364,São Pedro das Missões,181429.511588264
RS,4319372,São Pedro do Butiá,708011.002610245
RS,4319406,São Pedro do Sul,4223174.50099867
RS,4319505,São Sebastião do Caí,9383772.40176775
RS,4319604,São Sepé,7509316.12139716
RS,4319703,São Valentim,970717.554131909
RS,4319711,São Valentim do Sul,452359.390038406
RS,4319737,São Valério do Sul,132140.303559479
RS,4319752,São Vendelino,618857.735406945
RS,4319802,São Vicente do Sul,2826097.65720439
RS,4319901,Sapiranga,31477180.1191696
RS,4320008,Sapucaia do Sul,38538085.4070363
RS,4320107,Sarandi,10023603.1768213
RS,4320206,Seberi,5946319.48637136
RS,4320230,Sede Nova,350709.519645152
RS,4320263,Segredo,566996.272628276
RS,4320305,Selbach,1940745.30936492
RS,4320321,Senador Salgado Filho,338536.403612993
RS,4320354,Sentinela do Sul,807139.436759141
RS,4320404,Serafina Corrêa,7204568.48838984
RS,4320453,Sério,416449.696470944
RS,4320503,Sertão,1777044.66239697
RS,4320552,Sertão Santana,768802.921068623
RS,4320578,Sete de Setembro,221745.979576319
RS,4320602,Severiano de Almeida,760149.852438385
RS,4320651,Silveira Martins,821123.535182051
RS,4320677,Sinimbu,1053995.13635412
RS,4320701,Sobradinho,4157862.52897642
RS,4320800,Soledade,11105526.6703371
RS,4320859,Tabaí,479337.561158095
RS,4320909,Tapejara,13872023.277831
RS,4321006,Tapera,5000828.17102556
RS,4321105,Tapes,6287843.01493699
RS,4321204,Taquara,18442474.0285519
RS,4321303,Taquari,8654318.66700323
RS,4321329,Taquaruçu do Sul,482558.11342626
RS,4321352,Tavares,534729.287694367
RS,4321402,Tenente Portela,3600635.68749918
RS,4321436,Terra de Areia,3067254.52794474
RS,4321451,Teutônia,12194522.1180952
RS,4321469,Tio Hugo,1231174.04221182
RS,4321477,Tiradentes do Sul,456784.494406395
RS,4321493,Toropi,237160.213934017
RS,4321501,Torres,50812126.3005054
RS,4321600,Tramandaí,46044973.2942103
RS,4321626,Travesseiro,344572.249116528
RS,4321634,Três Arroios,965330.831866167
RS,4321667,Três Cachoeiras,2643317.88394008
RS,4321709,Três Coroas,5766369.09998972
RS,4321808,Três de Maio,11740052.2847235
RS,4321832,Três Forquilhas,236547.23259306
RS,4321857,Três Palmeiras,837293.779860261
RS,4321907,Três Passos,10171873.1365857
RS,4321956,Trindade do Sul,1697126.18407383
RS,4322004,Triunfo,51105733.0694425
RS,4322103,Tucunduva,1359666.84693884
RS,4322152,Tunas,480312.597425286
RS,4322186,Tupanci do Sul,240776.649984883
RS,4322202,Tupanciretã,9049168.82325285
RS,4322251,Tupandi,1950623.8380652
RS,4322301,Tuparendi,2119124.80797175
RS,4322327,Turuçu,968344.482416988
RS,4322343,Ubiretama,124622.368465
RS,4322350,União da Serra,196615.990964458
RS,4322376,Unistalda,247020.115222726
RS,4322400,Uruguaiana,39803017.153653
RS,4322509,Vacaria,25616279.1826225
RS,4322525,Vale Verde,445856.850602844
RS,4322533,Vale do Sol,902800.6832313
RS,4322541,Vale Real,1944025.44678385
RS,4322558,Vanini,320077.243936928
RS,4322608,Venâncio Aires,30434042.8661421
RS,4322707,Vera Cruz,7281483.15299459
RS,4322806,Veranópolis,13758348.4319821
RS,4322855,Vespasiano Correa,321583.879450712
RS,4322905,Viadutos,1272471.69747907
RS,4323002,Viamão,47203184.069621
RS,4323101,Vicente Dutra,570036.253886967
RS,4323200,Victor Graeff,1491468.6875581
RS,4323309,Vila Flores,965053.523456649
RS,4323358,Vila Lângaro,418833.413642163
RS,4323408,Vila Maria,1105822.56512862
RS,4323457,Vila Nova do Sul,861120.813856721
RS,4323507,Vista Alegre,326471.154243845
RS,4323606,Vista Alegre do Prata,326819.864311903
RS,4323705,Vista Gaúcha,596089.017388305
RS,4323754,Vitória das Missões,409067.189633571
RS,4323770,Westfalia,803483.0687076
RS,4323804,Xangri-lá,76557440.2402224
RS,4399919,Santa Cristina do Pinhal,
RS,4399929,Santa Izabel,
SC,4200051,Abdon Batista,3367718.66662534
SC,4200101,Abelardo Luz,4228537.19533953
SC,4200200,Agrolândia,2813389.0851488
SC,4200309,Agronômica,1522990.74356667
SC,4200408,Água Doce,2262820.95863541
SC,4200507,Águas de Chapecó,698049.118978515
SC,4200556,Águas Frias,474920.884941632
SC,4200606,Águas Mornas,1537950.29539044
SC,4200705,Alfredo Wagner,1315834.4755325
SC,4200754,Alto Bela Vista,280198.058538335
SC,4200804,Anchieta,954911.974884472
SC,4200903,Angelina,923713.419710214
SC,4201000,Anita Garibaldi,1287830.82916335
SC,4201109,Anitápolis,341909.042131867
SC,4201208,Antônio Carlos,3847904.24684941
SC,4201257,Apiúna,2272759.14428814
SC,4201273,Arabutã,1117943.24540751
SC,4201307,Araquari,21447624.2226946
SC,4201406,Araranguá,23435293.7050347
SC,4201505,Armazém,1038573.99877617
SC,4201604,Arroio Trinta,661297.88217429
SC,4201653,Arvoredo,468315.621212185
SC,4201703,Ascurra,2015418.6224671
SC,4201802,Atalanta,353491.414834234
SC,4201901,Aurora,1202411.46900562
SC,4201950,Balneário Arroio do Silva,6232011.70131871
SC,4202008,Balneário Camboriú,316143684.892158
SC,4202057,Balneário Barra do Sul,6574164.19906973
SC,4202073,Balneário Gaivota,7767252.07417305
SC,4202081,Bandeirante,146698.302685644
SC,4202099,Barra Bonita,157596.282131128
SC,4202107,Barra Velha,27785036.5953656
SC,4202131,Bela Vista do Toldo,825196.380426694
SC,4202156,Belmonte,266769.797563302
SC,4202206,Benedito Novo,2105775.22114138
SC,4202305,Biguaçu,36272712.1818756
SC,4202404,Blumenau,330328061.120755
SC,4202438,Bocaina do Sul,532203.827135873
SC,4202453,Bombinhas,60508440.0606915
SC,4202503,Bom Jardim da Serra,1633056.99684526
SC,4202537,Bom Jesus,317152.34028306
SC,4202578,Bom Jesus do Oeste,384707.7357997
SC,4202602,Bom Retiro,2188081.83414964
SC,4202701,Botuverá,1074139.05103838
SC,4202800,Braço do Norte,11392031.466794
SC,4202859,Braço do Trombudo,1024357.09873822
SC,4202875,Brunópolis,415078.745648897
SC,4202909,Brusque,79025529.9507309
SC,4203006,Caçador,25674212.8841075
SC,4203105,Caibi,1397859.63614761
SC,4203154,Calmon,240455.111730282
SC,4203204,Camboriú,35535758.3290948
SC,4203253,Capão Alto,3540764.48903411
SC,4203303,Campo Alegre,4713834.99139555
SC,4203402,Campo Belo do Sul,1413204.92720009
SC,4203501,Campo Erê,2104840.45536858
SC,4203600,Campos Novos,13602827.5676328
SC,4203709,Canelinha,2270586.91730459
SC,4203808,Canoinhas,18388568.5766198
SC,4203907,Capinzal,8691285.84228118
SC,4203956,Capivari de Baixo,9297464.58793151
SC,4204004,Catanduvas,3487629.2299671
SC,4204103,Caxambu do Sul,972609.431391225
SC,4204152,Celso Ramos,341485.046275397
SC,4204178,Cerro Negro,962122.39356995
SC,4204194,Chapadão do Lageado,277611.433191753
SC,4204202,Chapecó,144306284.58183
SC,4204251,Cocal do Sul,5987058.54837324
SC,4204301,Concórdia,38088259.6834645
SC,4204350,Cordilheira Alta,2587618.10761077
SC,4204400,Coronel Freitas,2425319.5528864
SC,4204459,Coronel Martins,220218.429254064
SC,4204509,Corupá,4014703.20882582
SC,4204558,Correia Pinto,6902201.05085148
SC,4204608,Criciúma,126623369.183708
SC,4204707,Cunha Porã,3506239.19713985
SC,4204756,Cunhataí,364938.728545363
SC,4204806,Curitibanos,13649849.6063204
SC,4204905,Descanso,1816305.00948764
SC,4205001,Dionísio Cerqueira,3495609.32522934
SC,4205100,Dona Emma,684506.467643469
SC,4205159,Doutor Pedrinho,771421.180191233
SC,4205175,Entre Rios,151194.299262041
SC,4205191,Ermo,211049.783412952
SC,4205209,Erval Velho,779494.532180795
SC,4205308,Faxinal dos Guedes,2353201.7749962
SC,4205357,Flor do Sertão,427062.335974281
SC,4205407,Florianópolis,822466749.69596
SC,4205431,Formosa do Sul,364342.600088329
SC,4205456,Forquilhinha,8037394.33587968
SC,4205506,Fraiburgo,11440839.9470782
SC,4205555,Frei Rogério,344417.383114423
SC,4205605,Galvão,385437.528243582
SC,4205704,Garopaba,31394085.0585696
SC,4205803,Garuva,7344284.94796233
SC,4205902,Gaspar,39053339.5171143
SC,4206009,Governador Celso Ramos,26662425.0395673
SC,4206108,Grão Pará,872685.318194029
SC,4206207,Gravatal,2586663.79468086
SC,4206306,Guabiruba,6462184.41690118
SC,4206405,Guaraciaba,2987725.07121359
SC,4206504,Guaramirim,12199284.7348857
SC,4206603,Guarujá do Sul,923735.914156009
SC,4206652,Guatambú,1900533.34361752
SC,4206702,Herval d'Oeste,5320954.08625537
SC,4206751,Ibiam,448687.417084811
SC,4206801,Ibicaré,683545.340390641
SC,4206900,Ibirama,6241552.56373568
SC,4207007,Içara,22160004.498725
SC,4207106,Ilhota,5602864.10238751
SC,4207205,Imaruí,624916.701056773
SC,4207304,Imbituba,44832449.3255475
SC,4207403,Imbuia,907947.746819989
SC,4207502,Indaial,44089342.4981812
SC,4207577,Iomerê,642895.261205576
SC,4207601,Ipira,678082.421138766
SC,4207650,Iporã do Oeste,2514756.70006402
SC,4207684,Ipuaçu,695109.136968369
SC,4207700,Ipumirim,1611495.01916862
SC,4207759,Iraceminha,739748.084185252
SC,4207809,Irani,1825542.44135406
SC,4207858,Irati,271337.790726582
SC,4207908,Irineópolis,2357830.18415845
SC,4208005,Itá,2320166.8914323
SC,4208104,Itaiópolis,4289133.14987234
SC,4208203,Itajaí,267732241.707112
SC,4208302,Itapema,107414088.341767
SC,4208401,Itapiranga,5260944.64900964
SC,4208450,Itapoá,52608354.7453002
SC,4208500,Ituporanga,10325308.7360634
SC,4208609,Jaborá,671853.664991333
SC,4208708,Jacinto Machado,1749205.8932379
SC,4208807,Jaguaruna,11796731.3131053
SC,4208906,Jaraguá do Sul,114121329.794992
SC,4208955,Jardinópolis,343363.241892389
SC,4209003,Joaçaba,28850101.9121483
SC,4209102,Joinville,495568651671
SC,4209151,José Boiteux,516386.015956557
SC,4209177,Jupiá,284663.088068742
SC,4209201,Lacerdópolis,336966.510804536
SC,4209300,Lages,72212161.1895652
SC,4209409,Laguna,18675646.3506153
SC,4209458,Lajeado Grande,164360.463529843
SC,4209508,Laurentino,1605856.04215677
SC,4209607,Lauro Muller,3088804.46345112
SC,4209706,Lebon Régis,1588676.81952366
SC,4209805,Leoberto Leal,366958.759866098
SC,4209854,Lindóia do Sul,716605.62465948
SC,4209904,Lontras,2503591.18065888
SC,4210001,Luiz Alves,1241228.96887535
SC,4210035,Luzerna,1836621.96626062
SC,4210050,Macieira,295607.35909374
SC,4210100,Mafra,22893209.5849283
SC,4210209,Major Gercino,622612.553841861
SC,4210308,Major Vieira,1091088.59030156
SC,4210407,Maracajá,2125023.07116728
SC,4210506,Maravilha,12630169.2700584
SC,4210555,Marema,361881.945689677
SC,4210605,Massaranduba,4865146.4847029
SC,4210704,Matos Costa,311665.14180036
SC,4210803,Meleiro,1704757.36070118
SC,4210852,Mirim Doce,499670.847688347
SC,4210902,Modelo,1314998.32768036
SC,4211009,Mondaí,2346382.44989452
SC,4211058,Monte Carlo,1951231.69071354
SC,4211108,Monte Castelo,2871652.7769738
SC,4211207,Morro da Fumaça,4522525.28257235
SC,4211256,Morro Grande,425076.01384052
SC,4211306,Navegantes,59288689.9043229
SC,4211405,Nova Erechim,1224485.13634413
SC,4211454,Nova Itaberaba,707116.493655316
SC,4211504,Nova Trento,4544560.32743636
SC,4211603,Nova Veneza,3698641.83377775
SC,4211652,Novo Horizonte,314203.895930104
SC,4211702,Orleans,8565075.78444436
SC,4211751,Otacílio Costa,8734319.74804957
SC,4211801,Ouro,1230337.54902771
SC,4211850,Ouro Verde,385334.308176078
SC,4211876,Paial,319182.933291446
SC,4211892,Painel,573824.449853401
SC,4211900,Palhoça,112869985.869816
SC,4212007,Palma Sola,1060845.87982674
SC,4212056,Palmeira,457087.630911905
SC,4212106,Palmitos,3647359.90300682
SC,4212205,Papanduva,3354235.24143258
SC,4212239,Paraíso,564146.03248145
SC,4212254,Passo de Torres,4224246.00797389
SC,4212270,Passos Maia,536458.098172092
SC,4212304,Paulo Lopes,1663335.36199112
SC,4212403,Pedras Grandes,501900.639117774
SC,4212502,Penha,33699905.164114
SC,4212601,Peritiba,652866.550859557
SC,4212650,Pescaria Brava,
SC,4212700,Petrolândia,731360.541648038
SC,4212809,Piçarras,44139164.1260474
SC,4212908,Pinhalzinho,11594281.1778604
SC,4213005,Pinheiro Preto,546100.635210531
SC,4213104,Piratuba,3571671.98064527
SC,4213153,Planalto Alegre,320200.455648233
SC,4213203,Pomerode,16125503.704202
SC,4213302,Ponte Alta,1635555.34713461
SC,4213351,Ponte Alta do Norte,974399.560517817
SC,4213401,Ponte Serrada,2025778.02764403
SC,4213500,Porto Belo,25778654.3497571
SC,4213609,Porto União,11944702.1093914
SC,4213708,Pouso Redondo,3541123.08038327
SC,4213807,Praia Grande,1238277.1857435
SC,4213906,Presidente Castelo Branco,194441.162024187
SC,4214003,Presidente Getúlio,5612365.95938761
SC,4214102,Presidente Nereu,234022.510566302
SC,4214151,Princesa,337166.140035756
SC,4214201,Quilombo,2265910.17534317
SC,4214300,Rancho Queimado,2216120.43768762
SC,4214409,Rio das Antas,1143497.34612621
SC,4214508,Rio do Campo,1322894.03885349
SC,4214607,Rio do Oeste,1622762.00462839
SC,4214706,Rio dos Cedros,3093660.25832901
SC,4214805,Rio do Sul,52084851.9913574
SC,4214904,Rio Fortuna,822288.815172982
SC,4215000,Rio Negrinho,12185002.5671055
SC,4215059,Rio Rufino,158268.151120653
SC,4215075,Riqueza,742243.104243531
SC,4215109,Rodeio,3063256.96848851
SC,4215208,Romelândia,653188.547277365
SC,4215307,Salete,1552033.29552167
SC,4215356,Saltinho,826181.574924384
SC,4215406,Salto Veloso,654368.690219485
SC,4215455,Sangão,1360272.07369657
SC,4215505,Santa Cecília,7306963.67748908
SC,4215554,Santa Helena,287139.791856141
SC,4215604,Santa Rosa de Lima,326859.006493916
SC,4215653,Santa Rosa do Sul,1790071.70574898
SC,4215679,Santa Terezinha,698515.799234029
SC,4215687,Santa Terezinha do Progresso,347672.071960612
SC,4215695,Santiago do Sul,221168.386214384
SC,4215703,Santo Amaro da Imperatriz,9152511.11775931
SC,4215752,São Bernardino,209101.700811304
SC,4215802,São Bento do Sul,39878809.1012868
SC,4215901,São Bonifácio,614343.925171543
SC,4216008,São Carlos,2880863.54989602
SC,4216057,São Cristovão do Sul,1875452.15964456
SC,4216107,São Domingos,1530541.3142418
SC,4216206,São Francisco do Sul,61514657.2608687
SC,4216255,São João do Oeste,1341600.0835345
SC,4216305,São João Batista,8441581.42405151
SC,4216354,São João do Itaperiú,749065.356119125
SC,4216404,São João do Sul,657758.817580165
SC,4216503,São Joaquim,6053482.08246001
SC,4216602,São José,185129670.899611
SC,4216701,São José do Cedro,4051300.24635798
SC,4216800,São José do Cerrito,1367048.01005875
SC,4216909,São Lourenço do Oeste,12454519.4975794
SC,4217006,São Ludgero,3616283.96461553
SC,4217105,São Martinho,475095.253652175
SC,4217154,São Miguel da Boa Vista,229636.216724871
SC,4217204,São Miguel do Oeste,21457564.3675079
SC,4217253,São Pedro de Alcântara,1464597.41548809
SC,4217303,Saudades,2623223.61841943
SC,4217402,Schroeder,4986210.94575712
SC,4217501,Seara,4158405.30877291
SC,4217550,Serra Alta,1017106.23176368
SC,4217600,Siderópolis,3971390.59622439
SC,4217709,Sombrio,7615333.18296143
SC,4217758,Sul Brasil,613383.009904677
SC,4217808,Taió,5683206.54237584
SC,4217907,Tangará,2892699.77578703
SC,4217956,Tigrinhos,342807.794225151
SC,4218004,Tijucas,19301683.6453643
SC,4218103,Timbé do Sul,1509861.43066485
SC,4218202,Timbó,24899469.6035344
SC,4218251,Timbó Grande,634226.51245246
SC,4218301,Três Barras,11444551.4690901
SC,4218350,Treviso,201235.953169973
SC,4218400,Treze de Maio,1626577.95366011
SC,4218509,Treze Tílias,3160974.76941106
SC,4218608,Trombudo Central,1535975.46152812
SC,4218707,Tubarão,71988193.7475563
SC,4218756,Tunápolis,680442.153124204
SC,4218806,Turvo,3785341.43869999
SC,4218855,União do Oeste,420026.138976824
SC,4218905,Urubici,3411622.1114539
SC,4218954,Urupema,329400.560889826
SC,4219002,Urussanga,5926756.84745034
SC,4219101,Vargeão,595620.367714828
SC,4219150,Vargem,316728.997480115
SC,4219176,Vargem Bonita,1276059.78211718
SC,4219200,Vidal Ramos,1958788.6551588
SC,4219309,Videira,29083671.959195
SC,4219358,Vitor Meireles,604790.664994962
SC,4219408,Witmarsum,365153.774626574
SC,4219507,Xanxerê,19853518.2102017
SC,4219606,Xavantina,704053.299933865
SC,4219705,Xaxim,7178468.45885739
SC,4219853,Zortéa,394033.186288724
SC,4220000,Balneário Rincão,
SC,4299919,São Miguel,
SE,2800100,Amparo de São Francisco,33740.3044604878
SE,2800209,Aquidabã,664590.328455486
SE,2800308,Aracaju,564741292.261045
SE,2800407,Arauá,374132.905018297
SE,2800506,Areia Branca,2596245.36865979
SE,2800605,Barra dos Coqueiros,92606374.0647283
SE,2800670,Boquim,1050137.70303743
SE,2800704,Brejo Grande,248519.273102683
SE,2801009,Campo do Brito,863030.503065478
SE,2801108,Canhoba,81005.8842454529
SE,2801207,Canindé de São Francisco,2063319.91395867
SE,2801306,Capela,1559997.9602574
