UF,COD,MUN,POUPANCA
PE,2603900,Carnaíba,
PE,2603926,Carnaubeira da Penha,
PE,2604007,Carpina,129678.570687945
PE,2604106,Caruaru,565508.184425452
PE,2604155,Casinhas,
PE,2604205,Catende,43953.8406846574
PE,2604304,Cedro,
PE,2604403,Chã de Alegria,
PE,2604502,Chã Grande,14712.6681035795
PE,2604601,Condado,
PE,2604700,Correntes,
PE,2604809,Cortês,
PE,2604908,Cumaru,
PE,2605004,Cupira,21775.9745935614
PE,2605103,Custódia,39648.0509945236
PE,2605152,Dormentes,
PE,2605202,Escada,74842.8557377701
PE,2605301,Exu,26417.2238474596
PE,2605400,Feira Nova,
PE,2605459,Fernando de Noronha,5768.0119794492
PE,2605509,Ferreiros,
PE,2605608,Flores,
PE,2605707,Floresta,34326.8453113947
PE,2605806,Frei Miguelinho,
PE,2605905,Gameleira,8972.6470386345
PE,2606002,Garanhuns,293733.078202704
PE,2606101,Glória do Goitá,
PE,2606200,Goiana,117427.066331649
PE,2606309,Granito,
PE,2606408,Gravatá,110972.760217079
PE,2606507,Iati,
PE,2606606,Ibimirim,21643.5990159605
PE,2606705,Ibirajuba,
PE,2606804,Igarassu,83454.0645252253
PE,2606903,Iguaraci,
PE,2607000,Inajá,
PE,2607109,Ingazeira,
PE,2607208,Ipojuca,82872.3554445923
PE,2607307,Ipubi,3239.171071543
PE,2607406,Itacuruba,
PE,2607505,Itaíba,35583.592481465
PE,2607604,Itamaracá,18307.1869281323
PE,2607653,Itambé,28910.4747192948
PE,2607703,Itapetim,
PE,2607752,Itapissuma,11184.0220420597
PE,2607802,Itaquitinga,
PE,2607901,Jaboatão dos Guararapes,575566.858295164
PE,2607950,Jaqueira,
PE,2608008,Jataúba,
PE,2608057,Jatobá,
PE,2608107,João Alfredo,34449.0376810647
PE,2608206,Joaquim Nabuco,
PE,2608255,Jucati,
PE,2608305,Jupi,
PE,2608404,Jurema,
PE,2608453,Lagoa do Carro,
PE,2608503,Lagoa do Itaenga,36224.0193023892
PE,2608602,Lagoa do Ouro,
PE,2608701,Lagoa dos Gatos,
PE,2608750,Lagoa Grande,8091.0719305945
PE,2608800,Lajedo,84792.9257867808
PE,2608909,Limoeiro,155773.710878217
PE,2609006,Macaparana,
PE,2609105,Machados,
PE,2609154,Manari,
PE,2609204,Maraial,
PE,2609303,Mirandiba,
PE,2609402,Moreno,35825.444326128
PE,2609501,Nazaré da Mata,66571.8542149154
PE,2609600,Olinda,399642.079669411
PE,2609709,Orobó,23352.230960243
PE,2609808,Orocó,
PE,2609907,Ouricuri,64203.3290449629
PE,2610004,Palmares,123430.920601712
PE,2610103,Palmeirina,
PE,2610202,Panelas,
PE,2610301,Paranatama,
PE,2610400,Parnamirim,10036.3639198791
PE,2610509,Passira,
PE,2610608,Paudalho,22388.6800220267
PE,2610707,Paulista,238600.239699441
PE,2610806,Pedra,
PE,2610905,Pesqueira,99602.629702361
PE,2611002,Petrolândia,45092.5761395124
PE,2611101,Petrolina,443039.483778088
PE,2611200,Poção,
PE,2611309,Pombos,
PE,2611408,Primavera,
PE,2611507,Quipapá,
PE,2611533,Quixaba,
PE,2611606,Recife,5042134.56700728
PE,2611705,Riacho das Almas,
PE,2611804,Ribeirão,38794.7476989638
PE,2611903,Rio Formoso,5960.2490158913
PE,2612000,Sairé,
PE,2612109,Salgadinho,
PE,2612208,Salgueiro,119102.129655201
PE,2612307,Saloá,
PE,2612406,Sanharó,17320.3997768205
PE,2612455,Santa Cruz,
PE,2612471,Santa Cruz da Baixa Verde,
PE,2612505,Santa Cruz do Capibaribe,147365.523946843
PE,2612554,Santa Filomena,
PE,2612604,Santa Maria da Boa Vista,27556.2419504337
PE,2612703,Santa Maria do Cambucá,
PE,2612802,Santa Terezinha,
PE,2612901,São Benedito do Sul,
PE,2613008,São Bento do Una,31672.8744185375
PE,2613107,São Caitano,14170.1136630827
PE,2613206,São João,
PE,2613305,São Joaquim do Monte,
PE,2613404,São José da Coroa Grande,
PE,2613503,São José do Belmonte,22312.6927441815
PE,2613602,São José do Egito,43532.37339843
PE,2613701,São Lourenço da Mata,93626.8276018121
PE,2613800,São Vicente Ferrer,
PE,2613909,Serra Talhada,145810.01246448
PE,2614006,Serrita,
PE,2614105,Sertânia,43674.0269224164
PE,2614204,Sirinhaém,9512.3032420713
PE,2614303,Moreilândia,
PE,2614402,Solidão,
PE,2614501,Surubim,148935.220339454
PE,2614600,Tabira,29807.6444778923
PE,2614709,Tacaimbó,
PE,2614808,Tacaratu,12474.2153228397
PE,2614857,Tamandaré,
PE,2615003,Taquaritinga do Norte,17943.5203071844
PE,2615102,Terezinha,
PE,2615201,Terra Nova,
PE,2615300,Timbaúba,123624.487309414
PE,2615409,Toritama,47475.9573996121
PE,2615508,Tracunhaém,
PE,2615607,Trindade,24223.5550423049
PE,2615706,Triunfo,32588.9430979637
PE,2615805,Tupanatinga,
PE,2615904,Tuparetama,
PE,2616001,Venturosa,23062.731468262
PE,2616100,Verdejante,
PE,2616183,Vertente do Lério,
PE,2616209,Vertentes,
PE,2616308,Vicência,14345.9225432911
PE,2616407,Vitória de Santo Antão,184898.180413621
PE,2616506,Xexéu,
PE,2699919,Muribeca,
PE,2699929,Nossa Senhora do Ó de Goyanna,
PE,2699939,Cimbres,
PI,2200053,Acauã,
PI,2200103,Agricolândia,
PI,2200202,Água Branca,43118.5214225935
PI,2200251,Alagoinha do Piauí,
PI,2200277,Alegrete do Piauí,
PI,2200301,Alto Longá,
PI,2200400,Altos,45194.1408844551
PI,2200459,Alvorada do Gurguéia,
PI,2200509,Amarante,6490.1017924611
PI,2200608,Angical do Piauí,
PI,2200707,Anísio de Abreu,
PI,2200806,Antônio Almeida,
PI,2200905,Aroazes,
PI,2200954,Aroeiras de Itaim,
PI,2201002,Arraial,
PI,2201051,Assunção do Piauí,
PI,2201101,Avelino Lopes,
PI,2201150,Baixa Grande do Ribeiro,
PI,2201176,Barra D'Alcântara,
PI,2201200,Barras,60247.3938460201
PI,2201309,Barreiras do Piauí,
PI,2201408,Barro Duro,
PI,2201507,Batalha,12641.1080987593
PI,2201556,Bela Vista do Piauí,
PI,2201572,Belém do Piauí,
PI,2201606,Beneditinos,
PI,2201705,Bertolínia,
PI,2201739,Betânia do Piauí,
PI,2201770,Boa Hora,
PI,2201804,Bocaina,
PI,2201903,Bom Jesus,67814.4182248805
PI,2201919,Bom Princípio do Piauí,
PI,2201929,Bonfim do Piauí,
PI,2201945,Boqueirão do Piauí,
PI,2201960,Brasileira,
PI,2201988,Brejo do Piauí,
PI,2202000,Buriti dos Lopes,8142.0155350038
PI,2202026,Buriti dos Montes,
PI,2202059,Cabeceiras do Piauí,
PI,2202075,Cajazeiras do Piauí,
PI,2202083,Cajueiro da Praia,
PI,2202091,Caldeirão Grande do Piauí,
PI,2202109,Campinas do Piauí,
PI,2202117,Campo Alegre do Fidalgo,
PI,2202133,Campo Grande do Piauí,
PI,2202174,Campo Largo do Piauí,
PI,2202208,Campo Maior,121513.601150429
PI,2202251,Canavieira,
PI,2202307,Canto do Buriti,38962.5566748236
PI,2202406,Capitão de Campos,
PI,2202455,Capitão Gervásio Oliveira,
PI,2202505,Caracol,
PI,2202539,Caraúbas do Piauí,
PI,2202554,Caridade do Piauí,
PI,2202604,Castelo do Piauí,
PI,2202653,Caxingó,
PI,2202703,Cocal,19233.9796097234
PI,2202711,Cocal de Telha,
PI,2202729,Cocal dos Alves,
PI,2202737,Coivaras,
PI,2202752,Colônia do Gurguéia,
PI,2202778,Colônia do Piauí,
PI,2202802,Conceição do Canindé,
PI,2202851,Coronel José Dias,
PI,2202901,Corrente,49983.4623123503
PI,2203008,Cristalândia do Piauí,
PI,2203107,Cristino Castro,
PI,2203206,Curimatá,14693.6059819018
PI,2203230,Currais,
PI,2203255,Curralinhos,
PI,2203271,Curral Novo do Piauí,
PI,2203305,Demerval Lobão,
PI,2203354,Dirceu Arcoverde,
PI,2203404,Dom Expedito Lopes,
PI,2203420,Domingos Mourão,
PI,2203453,Dom Inocêncio,
PI,2203503,Elesbão Veloso,18354.3598491202
PI,2203602,Eliseu Martins,
PI,2203701,Esperantina,74194.1271128036
PI,2203750,Fartura do Piauí,
PI,2203800,Flores do Piauí,
PI,2203859,Floresta do Piauí,
PI,2203909,Floriano,170515.73282028
PI,2204006,Francinópolis,
PI,2204105,Francisco Ayres,
PI,2204154,Francisco Macedo,
PI,2204204,Francisco Santos,
PI,2204303,Fronteiras,30075.7497824452
PI,2204352,Geminiano,
PI,2204402,Gilbués,12390.4154059631
PI,2204501,Guadalupe,8191.6705965172
PI,2204550,Guaribas,
PI,2204600,Hugo Napoleão,
PI,2204659,Ilha Grande,
PI,2204709,Inhuma,
PI,2204808,Ipiranga do Piauí,
PI,2204907,Isaías Coelho,
PI,2205003,Itainópolis,
PI,2205102,Itaueira,11543.5828271727
PI,2205151,Jacobina do Piauí,
PI,2205201,Jaicós,
PI,2205250,Jardim do Mulato,
PI,2205276,Jatobá do Piauí,
PI,2205300,Jerumenha,
PI,2205359,João Costa,
PI,2205409,Joaquim Pires,
PI,2205458,Joca Marques,
PI,2205508,José de Freitas,21692.4577623397
PI,2205516,Juazeiro do Piauí,
PI,2205524,Júlio Borges,
PI,2205532,Jurema,
PI,2205540,Lagoinha do Piauí,
PI,2205557,Lagoa Alegre,
PI,2205565,Lagoa do Barro do Piauí,
PI,2205573,Lagoa de São Francisco,
PI,2205581,Lagoa do Piauí,
PI,2205599,Lagoa do Sítio,
PI,2205607,Landri Sales,
PI,2205706,Luís Correia,20478.0321164395
PI,2205805,Luzilândia,20945.5981732951
PI,2205854,Madeiro,
PI,2205904,Manoel Emídio,
PI,2205953,Marcolândia,
PI,2206001,Marcos Parente,
PI,2206050,Massapê do Piauí,
PI,2206100,Matias Olímpio,
PI,2206209,Miguel Alves,10764.2895852319
PI,2206308,Miguel Leão,
PI,2206357,Milton Brandão,
PI,2206407,Monsenhor Gil,
PI,2206506,Monsenhor Hipólito,
PI,2206605,Monte Alegre do Piauí,
PI,2206654,Morro Cabeça no Tempo,
PI,2206670,Morro do Chapéu do Piauí,
PI,2206696,Murici dos Portelas,
PI,2206704,Nazaré do Piauí,
PI,2206720,Nazária,
PI,2206753,Nossa Senhora de Nazaré,
PI,2206803,Nossa Senhora dos Remédios,
PI,2206902,Novo Oriente do Piauí,
PI,2206951,Novo Santo Antônio,
PI,2207009,Oeiras,100936.585750196
PI,2207108,Olho D'Água do Piauí,
PI,2207207,Padre Marcos,
PI,2207306,Paes Landim,
PI,2207355,Pajeú do Piauí,
PI,2207405,Palmeira do Piauí,
PI,2207504,Palmeirais,
PI,2207553,Paquetá,
PI,2207603,Parnaguá,
PI,2207702,Parnaíba,260179.379192964
PI,2207751,Passagem Franca do Piauí,
PI,2207777,Patos do Piauí,
PI,2207793,Pau D'Arco do Piauí,
PI,2207801,Paulistana,66493.6145028333
PI,2207850,Pavussu,
PI,2207900,Pedro II,41404.4452205004
PI,2207934,Pedro Laurentino,
PI,2207959,Nova Santa Rita,
PI,2208007,Picos,387482.600027735
PI,2208106,Pimenteiras,
PI,2208205,Pio IX,
PI,2208304,Piracuruca,37553.9303318645
PI,2208403,Piripiri,100336.814317161
PI,2208502,Porto,
PI,2208551,Porto Alegre do Piauí,
PI,2208601,Prata do Piauí,
PI,2208650,Queimada Nova,
PI,2208700,Redenção do Gurguéia,
PI,2208809,Regeneração,14563.859994387
PI,2208858,Riacho Frio,
PI,2208874,Ribeira do Piauí,
PI,2208908,Ribeiro Gonçalves,10258.3100738651
PI,2209005,Rio Grande do Piauí,
PI,2209104,Santa Cruz do Piauí,
PI,2209153,Santa Cruz dos Milagres,
PI,2209203,Santa Filomena,
PI,2209302,Santa Luz,
PI,2209351,Santana do Piauí,
PI,2209377,Santa Rosa do Piauí,
PI,2209401,Santo Antônio de Lisboa,
PI,2209450,Santo Antônio dos Milagres,
PI,2209500,Santo Inácio do Piauí,
PI,2209559,São Braz do Piauí,
PI,2209609,São Félix do Piauí,
PI,2209658,São Francisco de Assis do Piauí,
PI,2209708,São Francisco do Piauí,
PI,2209757,São Gonçalo do Gurguéia,
PI,2209807,São Gonçalo do Piauí,
PI,2209856,São João da Canabrava,
PI,2209872,São João da Fronteira,
PI,2209906,São João da Serra,
PI,2209955,São João da Varjota,
PI,2209971,São João do Arraial,
PI,2210003,São João do Piauí,40359.723517958
PI,2210052,São José do Divino,
PI,2210102,São José do Peixe,
PI,2210201,São José do Piauí,
PI,2210300,São Julião,
PI,2210359,São Lourenço do Piauí,
PI,2210375,São Luis do Piauí,
PI,2210383,São Miguel da Baixa Grande,
PI,2210391,São Miguel do Fidalgo,
PI,2210409,São Miguel do Tapuio,
PI,2210508,São Pedro do Piauí,18057.7687770867
PI,2210607,São Raimundo Nonato,109903.506320437
PI,2210623,Sebastião Barros,
PI,2210631,Sebastião Leal,
PI,2210656,Sigefredo Pacheco,
PI,2210706,Simões,
PI,2210805,Simplício Mendes,18577.4357205109
PI,2210904,Socorro do Piauí,
PI,2210938,Sussuapara,
PI,2210953,Tamboril do Piauí,
PI,2210979,Tanque do Piauí,
PI,2211001,Teresina,1914581.44245417
PI,2211100,União,32906.5796414021
PI,2211209,Uruçuí,48103.9643296569
PI,2211308,Valença do Piauí,65659.0893682247
PI,2211357,Várzea Branca,
PI,2211407,Várzea Grande,
PI,2211506,Vera Mendes,
PI,2211605,Vila Nova do Piauí,
PI,2211704,Wall Ferraz,
PR,4100103,Abatiá,9269.6174541963
PR,4100202,Adrianópolis,5339.3533550096
PR,4100301,Agudos do Sul,11740.6091303506
PR,4100400,Almirante Tamandaré,72189.3858233903
PR,4100459,Altamira do Paraná,
PR,4100509,Altônia,53917.349207862
PR,4100608,Alto Paraná,8076.8170146201
PR,4100707,Alto Piquiri,13027.2461202453
PR,4100806,Alvorada do Sul,15148.6532647899
PR,4100905,Amaporã,
PR,4101002,Ampére,29254.4041008441
PR,4101051,Anahy,
PR,4101101,Andirá,41795.6232167289
PR,4101150,Ângulo,
PR,4101200,Antonina,25902.5146220497
PR,4101309,Antônio Olinto,
PR,4101408,Apucarana,301681.380893053
PR,4101507,Arapongas,287827.745178641
PR,4101606,Arapoti,29353.6293419281
PR,4101655,Arapuã,
PR,4101705,Araruna,19551.4039483046
PR,4101804,Araucária,321700.200385902
PR,4101853,Ariranha do Ivaí,
PR,4101903,Assaí,76832.0089396629
PR,4102000,Assis Chateaubriand,71965.5070738285
PR,4102109,Astorga,64546.9346500291
PR,4102208,Atalaia,
PR,4102307,Balsa Nova,18042.0866193716
PR,4102406,Bandeirantes,94331.5454938956
PR,4102505,Barbosa Ferraz,19506.7223560939
PR,4102604,Barracão,6961.7141802846
PR,4102703,Barra do Jacaré,
PR,4102752,Bela Vista da Caroba,
PR,4102802,Bela Vista do Paraíso,39556.8050936061
PR,4102901,Bituruna,22446.8088391472
PR,4103008,Boa Esperança,6350.334485257
PR,4103024,Boa Esperança do Iguaçu,
PR,4103040,Boa Ventura de São Roque,
PR,4103057,Boa Vista da Aparecida,
PR,4103107,Bocaiúva do Sul,
PR,4103156,Bom Jesus do Sul,
PR,4103206,Bom Sucesso,
PR,4103222,Bom Sucesso do Sul,
PR,4103305,Borrazópolis,14016.5574155184
PR,4103354,Braganey,
PR,4103370,Brasilândia do Sul,
PR,4103404,Cafeara,
PR,4103453,Cafelândia,16075.0368504192
PR,4103479,Cafezal do Sul,
PR,4103503,Califórnia,
PR,4103602,Cambará,64054.1905962505
PR,4103701,Cambé,190900.196158303
PR,4103800,Cambira,10207.4250992514
PR,4103909,Campina da Lagoa,15672.8985827002
PR,4103958,Campina do Simão,
PR,4104006,Campina Grande do Sul,32492.7184773141
PR,4104055,Campo Bonito,
PR,4104105,Campo do Tenente,
PR,4104204,Campo Largo,310900.709296378
PR,4104253,Campo Magro,8982.2684506136
PR,4104303,Campo Mourão,203173.92339481
PR,4104402,Cândido de Abreu,6421.1877181654
PR,4104428,Candói,11735.7227306698
PR,4104451,Cantagalo,
PR,4104501,Capanema,39590.2087633442
PR,4104600,Capitão Leônidas Marques,22819.2060492098
PR,4104659,Carambeí,29783.943164254
PR,4104709,Carlópolis,15872.4442169458
PR,4104808,Cascavel,622441.515074162
PR,4104907,Castro,103103.147900674
PR,4105003,Catanduvas,8045.110108668
PR,4105102,Centenário do Sul,27502.8310817157
PR,4105201,Cerro Azul,6869.7817857157
PR,4105300,Céu Azul,3420.5900356256
PR,4105409,Chopinzinho,46565.941152742
PR,4105508,Cianorte,185312.152274264
PR,4105607,Cidade Gaúcha,22369.0031625669
PR,4105706,Clevelândia,13018.2818870199
PR,4105805,Colombo,221053.020495027
PR,4105904,Colorado,71407.3536074164
PR,4106001,Congonhinhas,
PR,4106100,Conselheiro Mairinck,
PR,4106209,Contenda,31714.8231622162
PR,4106308,Corbélia,38698.5488929256
PR,4106407,Cornélio Procópio,165611.597626245
PR,4106456,Coronel Domingos Soares,
PR,4106506,Coronel Vivida,41002.2456977711
PR,4106555,Corumbataí do Sul,
PR,4106571,Cruzeiro do Iguaçu,
PR,4106605,Cruzeiro do Oeste,35235.3433090804
PR,4106704,Cruzeiro do Sul,7826.9210744939
PR,4106803,Cruz Machado,33115.2522721862
PR,4106852,Cruzmaltina,
PR,4106902,Curitiba,7609853.81951277
PR,4107009,Curiúva,
PR,4107108,Diamante do Norte,3067.0073019847
PR,4107124,Diamante do Sul,
PR,4107157,Diamante D'Oeste,
PR,4107207,Dois Vizinhos,79383.8003497952
PR,4107256,Douradina,6073.6666053321
PR,4107306,Doutor Camargo,8305.0142424098
PR,4107405,Enéas Marques,
PR,4107504,Engenheiro Beltrão,32528.5732225369
PR,4107520,Esperança Nova,
PR,4107538,Entre Rios do Oeste,5396.5143429669
PR,4107546,Espigão Alto do Iguaçu,
PR,4107553,Farol,
PR,4107603,Faxinal,35353.1218177206
PR,4107652,Fazenda Rio Grande,119310.194548776
PR,4107702,Fênix,4503.3493494374
PR,4107736,Fernandes Pinheiro,
PR,4107751,Figueira,8188.0478001922
PR,4107801,Floraí,
PR,4107850,Flor da Serra do Sul,
PR,4107900,Floresta,
PR,4108007,Florestópolis,9790.0982141863
PR,4108106,Flórida,
PR,4108205,Formosa do Oeste,7518.3410843322
PR,4108304,Foz do Iguaçu,400231.602701683
PR,4108320,Francisco Alves,
PR,4108403,Francisco Beltrão,215535.737523845
PR,4108452,Foz do Jordão,
PR,4108502,General Carneiro,
PR,4108551,Godoy Moreira,
PR,4108601,Goioerê,69764.4741038253
PR,4108650,Goioxim,
PR,4108700,Grandes Rios,9108.6861033887
PR,4108809,Guaíra,66576.7244257721
PR,4108908,Guairaçá,
PR,4108957,Guamiranga,
PR,4109005,Guapirama,
PR,4109104,Guaporema,
PR,4109203,Guaraci,
PR,4109302,Guaraniaçu,17177.6966044786
PR,4109401,Guarapuava,327815.396575627
PR,4109500,Guaraqueçaba,
PR,4109609,Guaratuba,47723.5186487733
PR,4109658,Honório Serpa,
PR,4109708,Ibaiti,75824.4370882758
PR,4109757,Ibema,
PR,4109807,Ibiporã,110070.811692605
PR,4109906,Icaraíma,14486.9893317857
PR,4110003,Iguaraçu,16651.4001187939
PR,4110052,Iguatu,
PR,4110078,Imbaú,3314.0430706645
PR,4110102,Imbituva,41541.2954766056
PR,4110201,Inácio Martins,10387.4242597019
PR,4110300,Inajá,
PR,4110409,Indianópolis,
PR,4110508,Ipiranga,17321.0350787847
PR,4110607,Iporã,45681.6073815583
PR,4110656,Iracema do Oeste,
PR,4110706,Irati,174568.59926017
PR,4110805,Iretama,17637.8184274364
PR,4110904,Itaguajé,6307.7136866079
PR,4110953,Itaipulândia,
PR,4111001,Itambaracá,
PR,4111100,Itambé,6279.4204348741
PR,4111209,Itapejara d'Oeste,10019.9834550463
PR,4111258,Itaperuçu,15474.2481466771
PR,4111308,Itaúna do Sul,7607.5848214836
PR,4111407,Ivaí,7640.0832296763
PR,4111506,Ivaiporã,100011.553712616
PR,4111555,Ivaté,10944.2703691793
PR,4111605,Ivatuba,
PR,4111704,Jaboti,
PR,4111803,Jacarezinho,100946.651261
PR,4111902,Jaguapitã,31465.7318504042
PR,4112009,Jaguariaíva,53613.5020423196
PR,4112108,Jandaia do Sul,79149.7983347054
PR,4112207,Janiópolis,6998.7480844561
PR,4112306,Japira,
PR,4112405,Japurá,25384.4661235054
PR,4112504,Jardim Alegre,22862.9880678403
PR,4112603,Jardim Olinda,
PR,4112702,Jataizinho,8608.2996120004
PR,4112751,Jesuítas,11090.7932289508
PR,4112801,Joaquim Távora,27781.8809064708
PR,4112900,Jundiaí do Sul,
PR,4112959,Juranda,5479.000339872
PR,4113007,Jussara,
PR,4113106,Kaloré,
PR,4113205,Lapa,121287.024555198
PR,4113254,Laranjal,
PR,4113304,Laranjeiras do Sul,69444.1589662925
PR,4113403,Leópolis,
PR,4113429,Lidianópolis,
PR,4113452,Lindoeste,
PR,4113502,Loanda,62189.7272183059
PR,4113601,Lobato,
PR,4113700,Londrina,1579666.72056741
PR,4113734,Luiziana,
PR,4113759,Lunardelli,
PR,4113809,Lupionópolis,
PR,4113908,Mallet,42050.5508184176
PR,4114005,Mamborê,22681.8810667745
PR,4114104,Mandaguaçu,61361.7239921539
PR,4114203,Mandaguari,81230.2744438144
PR,4114302,Mandirituba,43347.276508513
PR,4114351,Manfrinópolis,
PR,4114401,Mangueirinha,18319.8220866194
PR,4114500,Manoel Ribas,25240.0885017027
PR,4114609,Marechal Cândido Rondon,99125.143396583
PR,4114708,Maria Helena,
PR,4114807,Marialva,76646.5261431808
PR,4114906,Marilândia do Sul,22735.4074449406
PR,4115002,Marilena,
PR,4115101,Mariluz,5739.2636904958
PR,4115200,Maringá,1165784.97654605
PR,4115309,Mariópolis,
PR,4115358,Maripá,4420.4896969693
PR,4115408,Marmeleiro,18736.6860588208
PR,4115457,Marquinho,
PR,4115507,Marumbi,
PR,4115606,Matelândia,12389.7319750622
PR,4115705,Matinhos,52108.8952236806
PR,4115739,Mato Rico,
PR,4115754,Mauá da Serra,6163.5578954498
PR,4115804,Medianeira,82957.8810026169
PR,4115853,Mercedes,
PR,4115903,Mirador,
PR,4116000,Miraselva,
PR,4116059,Missal,8652.9374506324
PR,4116109,Moreira Sales,18651.5275933224
PR,4116208,Morretes,32459.5401385067
PR,4116307,Munhoz de Melo,
PR,4116406,Nossa Senhora das Graças,
PR,4116505,Nova Aliança do Ivaí,
PR,4116604,Nova América da Colina,
PR,4116703,Nova Aurora,11689.876855727
PR,4116802,Nova Cantu,4902.910093829
PR,4116901,Nova Esperança,91485.5808344945
PR,4116950,Nova Esperança do Sudoeste,
PR,4117008,Nova Fátima,5190.826143793
PR,4117057,Nova Laranjeiras,2490.9503086617
PR,4117107,Nova Londrina,43589.2154227978
PR,4117206,Nova Olímpia,7801.9202795651
PR,4117214,Nova Santa Bárbara,
PR,4117222,Nova Santa Rosa,5955.6325757916
PR,4117255,Nova Prata do Iguaçu,1659.3448503668
PR,4117271,Nova Tebas,
PR,4117297,Novo Itacolomi,
PR,4117305,Ortigueira,21202.6526364494
PR,4117404,Ourizona,
PR,4117453,Ouro Verde do Oeste,
PR,4117503,Paiçandu,37425.837354557
PR,4117602,Palmas,59770.3730783207
PR,4117701,Palmeira,77871.8254284855
PR,4117800,Palmital,14111.648818477
PR,4117909,Palotina,51666.0333124895
PR,4118006,Paraíso do Norte,18718.0702236469
PR,4118105,Paranacity,24007.7676420714
PR,4118204,Paranaguá,237149.034123733
PR,4118303,Paranapoema,
PR,4118402,Paranavaí,206493.140326168
PR,4118451,Pato Bragado,
PR,4118501,Pato Branco,221154.77425543
PR,4118600,Paula Freitas,
PR,4118709,Paulo Frontin,
PR,4118808,Peabiru,1189.0743848052
PR,4118857,Perobal,
PR,4118907,Pérola,17507.9136144306
PR,4119004,Pérola d'Oeste,
PR,4119103,Piên,31783.1036846908
PR,4119152,Pinhais,214226.74770561
PR,4119202,Pinhalão,5989.9060666764
PR,4119251,Pinhal de São Bento,
PR,4119301,Pinhão,23065.3129294115
PR,4119400,Piraí do Sul,38600.0359601045
PR,4119509,Piraquara,71154.7348820812
PR,4119608,Pitanga,76355.7744237745
PR,4119657,Pitangueiras,
PR,4119707,Planaltina do Paraná,3497.9402374507
PR,4119806,Planalto,3411.3772820726
PR,4119905,Ponta Grossa,727085.361683095
PR,4119954,Pontal do Paraná,20716.2020974461
PR,4120002,Porecatu,52123.2533981011
PR,4120101,Porto Amazonas,4148.4106923894
PR,4120150,Porto Barreiro,
PR,4120200,Porto Rico,
PR,4120309,Porto Vitória,
PR,4120333,Prado Ferreira,
PR,4120358,Pranchita,
PR,4120408,Presidente Castelo Branco,
PR,4120507,Primeiro de Maio,22540.3889934939
PR,4120606,Prudentópolis,112747.588700878
PR,4120655,Quarto Centenário,
PR,4120705,Quatiguá,7048.1309987094
PR,4120804,Quatro Barras,46174.9066682519
PR,4120853,Quatro Pontes,5011.4027804396
PR,4120903,Quedas do Iguaçu,33145.2475381355
PR,4121000,Querência do Norte,
PR,4121109,Quinta do Sol,5495.8599063926
PR,4121208,Quitandinha,
PR,4121257,Ramilândia,
PR,4121307,Rancho Alegre,
PR,4121356,Rancho Alegre D'Oeste,
PR,4121406,Realeza,43478.5424953554
PR,4121505,Rebouças,16795.3695197064
PR,4121604,Renascença,
PR,4121703,Reserva,32228.8892100176
PR,4121752,Reserva do Iguaçu,
PR,4121802,Ribeirão Claro,40149.9666734911
PR,4121901,Ribeirão do Pinhal,23450.8965930541
PR,4122008,Rio Azul,21518.7595547728
PR,4122107,Rio Bom,
PR,4122156,Rio Bonito do Iguaçu,930.9650228659
PR,4122172,Rio Branco do Ivaí,
PR,4122206,Rio Branco do Sul,62073.7163542494
PR,4122305,Rio Negro,75228.9701323236
PR,4122404,Rolândia,151811.612550163
PR,4122503,Roncador,16978.8278380971
PR,4122602,Rondon,25454.2053902974
PR,4122651,Rosário do Ivaí,8530.7262669235
PR,4122701,Sabáudia,6859.1063500232
PR,4122800,Salgado Filho,
PR,4122909,Salto do Itararé,6912.6060385062
PR,4123006,Salto do Lontra,25302.7834423072
PR,4123105,Santa Amélia,
PR,4123204,Santa Cecília do Pavão,13250.8185947555
PR,4123303,Santa Cruz de Monte Castelo,14097.7999357139
PR,4123402,Santa Fé,9446.1635822076
PR,4123501,Santa Helena,34659.2451873933
PR,4123600,Santa Inês,
PR,4123709,Santa Isabel do Ivaí,11626.34490916
PR,4123808,Santa Izabel do Oeste,9462.1686413342
PR,4123824,Santa Lúcia,
PR,4123857,Santa Maria do Oeste,
PR,4123907,Santa Mariana,13232.3523968211
PR,4123956,Santa Mônica,
PR,4124004,Santana do Itararé,
PR,4124020,Santa Tereza do Oeste,
PR,4124053,Santa Terezinha de Itaipu,17669.3752586133
PR,4124103,Santo Antônio da Platina,101933.920576751
PR,4124202,Santo Antônio do Caiuá,
PR,4124301,Santo Antônio do Paraíso,
PR,4124400,Santo Antônio do Sudoeste,24671.2552242402
PR,4124509,Santo Inácio,5215.6825519118
PR,4124608,São Carlos do Ivaí,6884.1163332035
PR,4124707,São Jerônimo da Serra,6480.8549111166
PR,4124806,São João,12020.7965481546
PR,4124905,São João do Caiuá,8966.5447269987
PR,4125001,São João do Ivaí,26826.2550539834
PR,4125100,São João do Triunfo,23634.1877727738
PR,4125209,São Jorge d'Oeste,
PR,4125308,São Jorge do Ivaí,
PR,4125357,São Jorge do Patrocínio,
PR,4125407,São José da Boa Vista,
PR,4125456,São José das Palmeiras,
PR,4125506,São José dos Pinhais,620704.88127698
PR,4125555,São Manoel do Paraná,
PR,4125605,São Mateus do Sul,112829.863805533
PR,4125704,São Miguel do Iguaçu,22504.4646800809
PR,4125753,São Pedro do Iguaçu,
PR,4125803,São Pedro do Ivaí,20398.5572408277
