UF,COD,MUN,DESP_SAUDE_SANEAMENTO
PE,2603702,Canhotinho,23139706.71
PE,2603801,Capoeiras,18996006.99
PE,2603900,Carnaíba,20563523.08
PE,2603926,Carnaubeira da Penha,12473825.17
PE,2604007,Carpina,53554869.44
PE,2604106,Caruaru,253235735.44
PE,2604155,Casinhas,14430332.99
PE,2604205,Catende,31402443.02
PE,2604304,Cedro,15546926.91
PE,2604403,Chã de Alegria,13213570.13
PE,2604502,Chã Grande,19414440.5
PE,2604601,Condado,19530160.18
PE,2604700,Correntes,17966201.56
PE,2604809,Cortês,17938625.49
PE,2604908,Cumaru,14130987.02
PE,2605004,Cupira,19373149.66
PE,2605103,Custódia,33985830.4
PE,2605152,Dormentes,20131406.82
PE,2605202,Escada,39225691.12
PE,2605301,Exu,24139342.67
PE,2605400,Feira Nova,18392082.15
PE,2605459,Fernando de Noronha,
PE,2605509,Ferreiros,11909735.84
PE,2605608,Flores,15354017.9
PE,2605707,Floresta,39786483.26
PE,2605806,Frei Miguelinho,15341181.63
PE,2605905,Gameleira,22163355.95
PE,2606002,Garanhuns,80069710.97
PE,2606101,Glória do Goitá,30227959.98
PE,2606200,Goiana,110686558.33
PE,2606309,Granito,8501503.02
PE,2606408,Gravatá,67967941.39
PE,2606507,Iati,19635652.6
PE,2606606,Ibimirim,23523733.51
PE,2606705,Ibirajuba,9385599.61
PE,2606804,Igarassu,74508320.27
PE,2606903,Iguaraci,13245687.31
PE,2607000,Inajá,17822796.6
PE,2607109,Ingazeira,7471099.6
PE,2607208,Ipojuca,222222376.21
PE,2607307,Ipubi,28839692.6
PE,2607406,Itacuruba,8395030.93
PE,2607505,Itaíba,23217999.6
PE,2607604,Itamaracá,17852606.02
PE,2607653,Itambé,24936837.48
PE,2607703,Itapetim,18201203.28
PE,2607752,Itapissuma,31793930.03
PE,2607802,Itaquitinga,12573289.09
PE,2607901,Jaboatão dos Guararapes,355375085.31
PE,2607950,Jaqueira,15952324.08
PE,2608008,Jataúba,23080028.67
PE,2608057,Jatobá,20269726.25
PE,2608107,João Alfredo,31332812.06
PE,2608206,Joaquim Nabuco,13761080.37
PE,2608255,Jucati,11625548.22
PE,2608305,Jupi,15533831.47
PE,2608404,Jurema,14025098.77
PE,2608453,Lagoa do Carro,16797947.79
PE,2608503,Lagoa do Itaenga,20199216.88
PE,2608602,Lagoa do Ouro,15734885
PE,2608701,Lagoa dos Gatos,13753268.32
PE,2608750,Lagoa Grande,23431720.69
PE,2608800,Lajedo,30912373.72
PE,2608909,Limoeiro,43714488.12
PE,2609006,Macaparana,22815447.38
PE,2609105,Machados,15763270.51
PE,2609154,Manari,19464418.3
PE,2609204,Maraial,11035123.21
PE,2609303,Mirandiba,13730268.47
PE,2609402,Moreno,36404339.3
PE,2609501,Nazaré da Mata,20046531.99
PE,2609600,Olinda,174915363.73
PE,2609709,Orobó,23086849.88
PE,2609808,Orocó,18222973.9
PE,2609907,Ouricuri,43445656.25
PE,2610004,Palmares,59345843.99
PE,2610103,Palmeirina,8959108.05
PE,2610202,Panelas,22836264.51
PE,2610301,Paranatama,13921640.93
PE,2610400,Parnamirim,21878521.56
PE,2610509,Passira,23691731.14
PE,2610608,Paudalho,48055894.62
PE,2610707,Paulista,137275452.16
PE,2610806,Pedra,17712156.06
PE,2610905,Pesqueira,48130780.21
PE,2611002,Petrolândia,43625709.4
PE,2611101,Petrolina,206967465.25
PE,2611200,Poção,14420376.53
PE,2611309,Pombos,21319955.84
PE,2611408,Primavera,12070484.68
PE,2611507,Quipapá,17987656.86
PE,2611533,Quixaba,8774010.96
PE,2611606,Recife,1607909651.45
PE,2611705,Riacho das Almas,16987535.57
PE,2611804,Ribeirão,25154597.85
PE,2611903,Rio Formoso,24399659.95
PE,2612000,Sairé,11403813.73
PE,2612109,Salgadinho,9061779.05
PE,2612208,Salgueiro,46207307.42
PE,2612307,Saloá,13557271.01
PE,2612406,Sanharó,20567128.58
PE,2612455,Santa Cruz,13891933.74
PE,2612471,Santa Cruz da Baixa Verde,10341444.59
PE,2612505,Santa Cruz do Capibaribe,63100368.9
PE,2612554,Santa Filomena,15062439.02
PE,2612604,Santa Maria da Boa Vista,26479419.97
PE,2612703,Santa Maria do Cambucá,14544592.03
PE,2612802,Santa Terezinha,14367397.04
PE,2612901,São Benedito do Sul,12176656.99
PE,2613008,São Bento do Una,29100621.22
PE,2613107,São Caitano,25322065.74
PE,2613206,São João,20412936.43
PE,2613305,São Joaquim do Monte,27998727.89
PE,2613404,São José da Coroa Grande,18290694.74
PE,2613503,São José do Belmonte,31892658.66
PE,2613602,São José do Egito,31158903.64
PE,2613701,São Lourenço da Mata,72874272.49
PE,2613800,São Vicente Ferrer,20256009.86
PE,2613909,Serra Talhada,69415817.34
PE,2614006,Serrita,17890353.41
PE,2614105,Sertânia,30044095.66
PE,2614204,Sirinhaém,31903632.08
PE,2614303,Moreilândia,12159721.71
PE,2614402,Solidão,8182606.47
PE,2614501,Surubim,63016558.77
PE,2614600,Tabira,25726216.95
PE,2614709,Tacaimbó,11666136.77
PE,2614808,Tacaratu,24699042.96
PE,2614857,Tamandaré,27960611.87
PE,2615003,Taquaritinga do Norte,18845925.97
PE,2615102,Terezinha,8814831.57
PE,2615201,Terra Nova,11558824.68
PE,2615300,Timbaúba,53551862.59
PE,2615409,Toritama,31305978.51
PE,2615508,Tracunhaém,10829095.97
PE,2615607,Trindade,24197293.07
PE,2615706,Triunfo,13974633.51
PE,2615805,Tupanatinga,22161847.71
PE,2615904,Tuparetama,9983461.01
PE,2616001,Venturosa,24430358.35
PE,2616100,Verdejante,8690327.26
PE,2616183,Vertente do Lério,9134415.2
PE,2616209,Vertentes,21643581.23
PE,2616308,Vicência,25256323.69
PE,2616407,Vitória de Santo Antão,88127505.79
PE,2616506,Xexéu,15207812.89
PE,2699919,Muribeca,
PE,2699929,Nossa Senhora do Ó de Goyanna,
PE,2699939,Cimbres,
PI,2200053,Acauã,7039147.83
PI,2200103,Agricolândia,7455734.86
PI,2200202,Água Branca,22025159.38
PI,2200251,Alagoinha do Piauí,7056345.84
PI,2200277,Alegrete do Piauí,5627673.21
PI,2200301,Alto Longá,13983637.42
PI,2200400,Altos,37496032.82
PI,2200459,Alvorada do Gurguéia,6510507.44
PI,2200509,Amarante,17015120.18
PI,2200608,Angical do Piauí,10129177.35
PI,2200707,Anísio de Abreu,9958217.82
PI,2200806,Antônio Almeida,5184373.75
PI,2200905,Aroazes,9051740.22
PI,2200954,Aroeiras de Itaim,4599884.91
PI,2201002,Arraial,5802951.77
PI,2201051,Assunção do Piauí,6422870.94
PI,2201101,Avelino Lopes,11431988.37
PI,2201150,Baixa Grande do Ribeiro,22594169.81
PI,2201176,Barra D'Alcântara,6785224.1
PI,2201200,Barras,32564042.76
PI,2201309,Barreiras do Piauí,4981022.86
PI,2201408,Barro Duro,8782414.77
PI,2201507,Batalha,22830110.43
PI,2201556,Bela Vista do Piauí,5674425.25
PI,2201572,Belém do Piauí,4799959.49
PI,2201606,Beneditinos,12854635.23
PI,2201705,Bertolínia,7223048.1
PI,2201739,Betânia do Piauí,6885121.87
PI,2201770,Boa Hora,6735946.47
PI,2201804,Bocaina,5991442.56
PI,2201903,Bom Jesus,38515899.87
PI,2201919,Bom Princípio do Piauí,9012662.49
PI,2201929,Bonfim do Piauí,8179703.81
PI,2201945,Boqueirão do Piauí,7246994.68
PI,2201960,Brasileira,8142816.88
PI,2201988,Brejo do Piauí,5897822.4
PI,2202000,Buriti dos Lopes,22176931.63
PI,2202026,Buriti dos Montes,9092622.72
PI,2202059,Cabeceiras do Piauí,8958124.74
PI,2202075,Cajazeiras do Piauí,5996380.26
PI,2202083,Cajueiro da Praia,9069054.56
PI,2202091,Caldeirão Grande do Piauí,9657974.02
PI,2202109,Campinas do Piauí,7893943.14
PI,2202117,Campo Alegre do Fidalgo,5917574.02
PI,2202133,Campo Grande do Piauí,6730722.43
PI,2202174,Campo Largo do Piauí,7114739.12
PI,2202208,Campo Maior,61503901.11
PI,2202251,Canavieira,5238551
PI,2202307,Canto do Buriti,23216866.39
PI,2202406,Capitão de Campos,10869854.84
PI,2202455,Capitão Gervásio Oliveira,6372388.42
PI,2202505,Caracol,10432326.65
PI,2202539,Caraúbas do Piauí,6492582.56
PI,2202554,Caridade do Piauí,8865638.84
PI,2202604,Castelo do Piauí,19023392.58
PI,2202653,Caxingó,6231605.64
PI,2202703,Cocal,22641182.34
PI,2202711,Cocal de Telha,6430186.33
PI,2202729,Cocal dos Alves,6885574.57
PI,2202737,Coivaras,7338885.09
PI,2202752,Colônia do Gurguéia,7958982.76
PI,2202778,Colônia do Piauí,8886048.88
PI,2202802,Conceição do Canindé,5943541.62
PI,2202851,Coronel José Dias,5701467.97
PI,2202901,Corrente,19041021.97
PI,2203008,Cristalândia do Piauí,9663100.72
PI,2203107,Cristino Castro,19817011.52
PI,2203206,Curimatá,9581819.71
PI,2203230,Currais,7490977.85
PI,2203255,Curralinhos,5355336.91
PI,2203271,Curral Novo do Piauí,9149726.31
PI,2203305,Demerval Lobão,12418191.68
PI,2203354,Dirceu Arcoverde,6874993.38
PI,2203404,Dom Expedito Lopes,7017693.91
PI,2203420,Domingos Mourão,5529149.9
PI,2203453,Dom Inocêncio,13136669.13
PI,2203503,Elesbão Veloso,14582615.9
PI,2203602,Eliseu Martins,6227205.24
PI,2203701,Esperantina,31823746.84
PI,2203750,Fartura do Piauí,6447837.82
PI,2203800,Flores do Piauí,5709809.98
PI,2203859,Floresta do Piauí,5657676.59
PI,2203909,Floriano,90426333.64
PI,2204006,Francinópolis,5193234.86
PI,2204105,Francisco Ayres,6212102.93
PI,2204154,Francisco Macedo,5998386.15
PI,2204204,Francisco Santos,7704712.66
PI,2204303,Fronteiras,14616957.27
PI,2204352,Geminiano,6036599.12
PI,2204402,Gilbués,14360018.2
PI,2204501,Guadalupe,13763189.17
PI,2204550,Guaribas,5401169.67
PI,2204600,Hugo Napoleão,4693752.81
PI,2204659,Ilha Grande,9326094.23
PI,2204709,Inhuma,15347072.04
PI,2204808,Ipiranga do Piauí,8175497.71
PI,2204907,Isaías Coelho,9268032.49
PI,2205003,Itainópolis,11916967.95
PI,2205102,Itaueira,12988448.51
PI,2205151,Jacobina do Piauí,6827865.84
PI,2205201,Jaicós,21772064.1
PI,2205250,Jardim do Mulato,6291745.46
PI,2205276,Jatobá do Piauí,5060076.7
PI,2205300,Jerumenha,5256968.09
PI,2205359,João Costa,6262159.01
PI,2205409,Joaquim Pires,13818325.97
PI,2205458,Joca Marques,6502286.5
PI,2205508,José de Freitas,36459618.76
PI,2205516,Juazeiro do Piauí,6274437.3
PI,2205524,Júlio Borges,7242827.14
PI,2205532,Jurema,5951819.02
PI,2205540,Lagoinha do Piauí,4537651.8
PI,2205557,Lagoa Alegre,7834469.69
PI,2205565,Lagoa do Barro do Piauí,8259836.68
PI,2205573,Lagoa de São Francisco,7442094.98
PI,2205581,Lagoa do Piauí,5882082.32
PI,2205599,Lagoa do Sítio,6362076.89
PI,2205607,Landri Sales,9091701.47
PI,2205706,Luís Correia,24716972.18
PI,2205805,Luzilândia,21502841.16
PI,2205854,Madeiro,7287129.82
PI,2205904,Manoel Emídio,8620711.49
PI,2205953,Marcolândia,9584036.03
PI,2206001,Marcos Parente,6782316.4
PI,2206050,Massapê do Piauí,6672591.95
PI,2206100,Matias Olímpio,9618192.88
PI,2206209,Miguel Alves,30720748.15
PI,2206308,Miguel Leão,3932108.29
PI,2206357,Milton Brandão,6853246.6
PI,2206407,Monsenhor Gil,11935892.99
PI,2206506,Monsenhor Hipólito,8323507.82
PI,2206605,Monte Alegre do Piauí,14213530.19
PI,2206654,Morro Cabeça no Tempo,6789508.04
PI,2206670,Morro do Chapéu do Piauí,7099077.82
PI,2206696,Murici dos Portelas,7711828.65
PI,2206704,Nazaré do Piauí,6924303.33
PI,2206720,Nazária,6474795.85
PI,2206753,Nossa Senhora de Nazaré,8561504.08
PI,2206803,Nossa Senhora dos Remédios,7608301.61
PI,2206902,Novo Oriente do Piauí,8894911.06
PI,2206951,Novo Santo Antônio,8413068.56
PI,2207009,Oeiras,39199812.38
PI,2207108,Olho D'Água do Piauí,
PI,2207207,Padre Marcos,7762619.14
PI,2207306,Paes Landim,5481635.23
PI,2207355,Pajeú do Piauí,5736293.99
PI,2207405,Palmeira do Piauí,6582510.02
PI,2207504,Palmeirais,14411870.64
PI,2207553,Paquetá,5950716.7
PI,2207603,Parnaguá,11969948.54
PI,2207702,Parnaíba,157620911.96
PI,2207751,Passagem Franca do Piauí,5323317.47
PI,2207777,Patos do Piauí,6710826.01
PI,2207793,Pau D'Arco do Piauí,4926091.25
PI,2207801,Paulistana,23772226.27
PI,2207850,Pavussu,5409281.32
PI,2207900,Pedro II,28029729.2
PI,2207934,Pedro Laurentino,368900.44
PI,2207959,Nova Santa Rita,5931041.15
PI,2208007,Picos,106096200.73
PI,2208106,Pimenteiras,11168440.8
PI,2208205,Pio IX,19235885.59
PI,2208304,Piracuruca,30786925.27
PI,2208403,Piripiri,55409707.34
PI,2208502,Porto,12551780.85
PI,2208551,Porto Alegre do Piauí,5392578.12
PI,2208601,Prata do Piauí,5881067.83
PI,2208650,Queimada Nova,11206594.35
PI,2208700,Redenção do Gurguéia,8137724.18
PI,2208809,Regeneração,17837913.31
PI,2208858,Riacho Frio,6158565.24
PI,2208874,Ribeira do Piauí,5607712.03
PI,2208908,Ribeiro Gonçalves,12879059.77
PI,2209005,Rio Grande do Piauí,7222919.97
PI,2209104,Santa Cruz do Piauí,10401287.02
PI,2209153,Santa Cruz dos Milagres,5295123.92
PI,2209203,Santa Filomena,9183739.06
PI,2209302,Santa Luz,6583357.92
PI,2209351,Santana do Piauí,4463516.5
PI,2209377,Santa Rosa do Piauí,5095130.04
PI,2209401,Santo Antônio de Lisboa,9551277.07
PI,2209450,Santo Antônio dos Milagres,4217787.84
PI,2209500,Santo Inácio do Piauí,8628722.28
PI,2209559,São Braz do Piauí,5497573.07
PI,2209609,São Félix do Piauí,6713898.57
PI,2209658,São Francisco de Assis do Piauí,6580366.09
PI,2209708,São Francisco do Piauí,6890740.87
PI,2209757,São Gonçalo do Gurguéia,6194055
PI,2209807,São Gonçalo do Piauí,5904531.97
PI,2209856,São João da Canabrava,5657852.54
PI,2209872,São João da Fronteira,7333234.37
PI,2209906,São João da Serra,7789144.24
PI,2209955,São João da Varjota,4864149.11
PI,2209971,São João do Arraial,6846765.16
PI,2210003,São João do Piauí,21485839.4
PI,2210052,São José do Divino,6704083.23
PI,2210102,São José do Peixe,7043170.58
PI,2210201,São José do Piauí,6260658.75
PI,2210300,São Julião,5943248.25
PI,2210359,São Lourenço do Piauí,6078666.61
PI,2210375,São Luis do Piauí,5708872.73
PI,2210383,São Miguel da Baixa Grande,5080810.13
PI,2210391,São Miguel do Fidalgo,5702019.06
PI,2210409,São Miguel do Tapuio,13720511.99
PI,2210508,São Pedro do Piauí,15209606.86
PI,2210607,São Raimundo Nonato,33915319.55
PI,2210623,Sebastião Barros,5745881.9
PI,2210631,Sebastião Leal,6699234.54
PI,2210656,Sigefredo Pacheco,8891477.64
PI,2210706,Simões,20629888.47
PI,2210805,Simplício Mendes,18129024.76
PI,2210904,Socorro do Piauí,6084035.93
PI,2210938,Sussuapara,7794832.76
PI,2210953,Tamboril do Piauí,4214081.34
PI,2210979,Tanque do Piauí,4735857.75
PI,2211001,Teresina,1428695549.47
PI,2211100,União,37644866.85
PI,2211209,Uruçuí,32136016.68
PI,2211308,Valença do Piauí,20052979.97
PI,2211357,Várzea Branca,6859336.93
PI,2211407,Várzea Grande,7609558.89
PI,2211506,Vera Mendes,5793843.5
PI,2211605,Vila Nova do Piauí,4948677.95
PI,2211704,Wall Ferraz,5213666.44
PR,4100103,Abatiá,10762598.1
PR,4100202,Adrianópolis,12498875.74
PR,4100301,Agudos do Sul,12943756.79
PR,4100400,Almirante Tamandaré,72539109.86
PR,4100459,Altamira do Paraná,7825392.9
PR,4100509,Altônia,23651902.64
PR,4100608,Alto Paraná,15767027.76
PR,4100707,Alto Piquiri,16686364.05
PR,4100806,Alvorada do Sul,16375012.02
PR,4100905,Amaporã,11504306.46
PR,4101002,Ampére,24388247.35
PR,4101051,Anahy,7954493.78
PR,4101101,Andirá,29703586.13
PR,4101150,Ângulo,6752172.83
PR,4101200,Antonina,29887521.84
PR,4101309,Antônio Olinto,9436723.51
PR,4101408,Apucarana,184947678
PR,4101507,Arapongas,102881552.1
PR,4101606,Arapoti,38850051.07
PR,4101655,Arapuã,6593818.6
PR,4101705,Araruna,24880792.32
PR,4101804,Araucária,257219258.28
PR,4101853,Ariranha do Ivaí,7425993.57
PR,4101903,Assaí,16255977.87
PR,4102000,Assis Chateaubriand,45000173.78
PR,4102109,Astorga,27138497.28
PR,4102208,Atalaia,6600219.67
PR,4102307,Balsa Nova,20170010.09
PR,4102406,Bandeirantes,41128087.7
PR,4102505,Barbosa Ferraz,18141063.08
PR,4102604,Barracão,12554029.61
PR,4102703,Barra do Jacaré,6148255.56
PR,4102752,Bela Vista da Caroba,6431442.35
PR,4102802,Bela Vista do Paraíso,15956718.39
PR,4102901,Bituruna,21338265.13
PR,4103008,Boa Esperança,7488004.38
PR,4103024,Boa Esperança do Iguaçu,5352815.72
PR,4103040,Boa Ventura de São Roque,10247917.67
PR,4103057,Boa Vista da Aparecida,11840648.92
PR,4103107,Bocaiúva do Sul,15750002.91
PR,4103156,Bom Jesus do Sul,6365984.09
PR,4103206,Bom Sucesso,10204646.53
PR,4103222,Bom Sucesso do Sul,8232135.02
PR,4103305,Borrazópolis,14336358.59
PR,4103354,Braganey,7306453.81
PR,4103370,Brasilândia do Sul,9453909.98
PR,4103404,Cafeara,5910402.13
PR,4103453,Cafelândia,24682165.28
PR,4103479,Cafezal do Sul,9448139.44
PR,4103503,Califórnia,15134794.28
PR,4103602,Cambará,29712108.71
PR,4103701,Cambé,97172923.29
PR,4103800,Cambira,9780978.14
PR,4103909,Campina da Lagoa,15501652.04
PR,4103958,Campina do Simão,6595567.07
PR,4104006,Campina Grande do Sul,41503463.3
PR,4104055,Campo Bonito,8686092.47
PR,4104105,Campo do Tenente,10108823.98
PR,4104204,Campo Largo,91997236.17
PR,4104253,Campo Magro,26400003.43
PR,4104303,Campo Mourão,144387849.08
PR,4104402,Cândido de Abreu,18274920.38
PR,4104428,Candói,22784465.62
PR,4104451,Cantagalo,11956210.68
PR,4104501,Capanema,24296046.07
PR,4104600,Capitão Leônidas Marques,27100013.63
PR,4104659,Carambeí,31795013.81
PR,4104709,Carlópolis,16822661.41
PR,4104808,Cascavel,375076311.96
PR,4104907,Castro,95455185.98
PR,4105003,Catanduvas,11295113.3
PR,4105102,Centenário do Sul,12194819.22
PR,4105201,Cerro Azul,17000225.71
PR,4105300,Céu Azul,15365415.95
PR,4105409,Chopinzinho,40794839.6
PR,4105508,Cianorte,135279370.01
PR,4105607,Cidade Gaúcha,18880110.01
PR,4105706,Clevelândia,20557379.76
PR,4105805,Colombo,176527703.95
PR,4105904,Colorado,51058314.06
PR,4106001,Congonhinhas,10111027.33
PR,4106100,Conselheiro Mairinck,7391077.36
PR,4106209,Contenda,19151246.1
PR,4106308,Corbélia,29735685.26
PR,4106407,Cornélio Procópio,77545985.52
PR,4106456,Coronel Domingos Soares,13277492.29
PR,4106506,Coronel Vivida,37642909.85
PR,4106555,Corumbataí do Sul,7758646.34
PR,4106571,Cruzeiro do Iguaçu,8945386.1
PR,4106605,Cruzeiro do Oeste,30348648.21
PR,4106704,Cruzeiro do Sul,7766609.27
PR,4106803,Cruz Machado,25281933.32
PR,4106852,Cruzmaltina,6814647.82
PR,4106902,Curitiba,2756066319.6
PR,4107009,Curiúva,14696870.12
PR,4107108,Diamante do Norte,9498504.32
PR,4107124,Diamante do Sul,5503498.37
PR,4107157,Diamante D'Oeste,8382330.17
PR,4107207,Dois Vizinhos,74470149.29
PR,4107256,Douradina,16417981.8
PR,4107306,Doutor Camargo,8530070.92
PR,4107405,Enéas Marques,11159865.4
PR,4107504,Engenheiro Beltrão,17264752.46
PR,4107520,Esperança Nova,5379231.72
PR,4107538,Entre Rios do Oeste,19007231.54
PR,4107546,Espigão Alto do Iguaçu,7376204.13
PR,4107553,Farol,6861225.71
PR,4107603,Faxinal,23333669.84
PR,4107652,Fazenda Rio Grande,85393949
PR,4107702,Fênix,6625835.48
PR,4107736,Fernandes Pinheiro,9323513.9
PR,4107751,Figueira,10192825.17
PR,4107801,Floraí,8421804.42
PR,4107850,Flor da Serra do Sul,9026408.73
PR,4107900,Floresta,13988314.55
PR,4108007,Florestópolis,16667300.03
PR,4108106,Flórida,7302094.63
PR,4108205,Formosa do Oeste,9514829.09
PR,4108304,Foz do Iguaçu,435001324.19
PR,4108320,Francisco Alves,13536011.46
PR,4108403,Francisco Beltrão,162681517.18
PR,4108452,Foz do Jordão,8687351.3
PR,4108502,General Carneiro,14823993.02
PR,4108551,Godoy Moreira,6411797.07
PR,4108601,Goioerê,39671935
PR,4108650,Goioxim,9225437.84
PR,4108700,Grandes Rios,9657982.95
PR,4108809,Guaíra,47877558.5
PR,4108908,Guairaçá,11926825.25
PR,4108957,Guamiranga,13049126.5
PR,4109005,Guapirama,10571473.01
PR,4109104,Guaporema,6740496.48
PR,4109203,Guaraci,9101979.22
PR,4109302,Guaraniaçu,18141617.49
PR,4109401,Guarapuava,167487033.82
PR,4109500,Guaraqueçaba,10623936.4
PR,4109609,Guaratuba,58621480.85
PR,4109658,Honório Serpa,11410594.73
PR,4109708,Ibaiti,45074010.53
PR,4109757,Ibema,9938009.26
PR,4109807,Ibiporã,87916113.88
PR,4109906,Icaraíma,13515427.8
PR,4110003,Iguaraçu,13390760.05
PR,4110052,Iguatu,4977663.83
PR,4110078,Imbaú,12495005.04
PR,4110102,Imbituva,36040516.77
PR,4110201,Inácio Martins,13054542.12
PR,4110300,Inajá,6424505.46
PR,4110409,Indianópolis,9251101.37
PR,4110508,Ipiranga,19530605.02
PR,4110607,Iporã,25819445.54
PR,4110656,Iracema do Oeste,6170818.09
PR,4110706,Irati,40838023.08
PR,4110805,Iretama,15822031.33
PR,4110904,Itaguajé,6424519.34
PR,4110953,Itaipulândia,35147538.33
PR,4111001,Itambaracá,12035750.86
PR,4111100,Itambé,8930254.75
PR,4111209,Itapejara d'Oeste,18027529.49
PR,4111258,Itaperuçu,24283799.23
PR,4111308,Itaúna do Sul,8645754.19
PR,4111407,Ivaí,12816101.27
PR,4111506,Ivaiporã,33672617.1
PR,4111555,Ivaté,12617133.19
PR,4111605,Ivatuba,5455475.26
PR,4111704,Jaboti,8700652.2
PR,4111803,Jacarezinho,35256448.2
PR,4111902,Jaguapitã,30652672.93
PR,4112009,Jaguariaíva,44563540.97
PR,4112108,Jandaia do Sul,28536276.5
PR,4112207,Janiópolis,8701892.42
PR,4112306,Japira,9283836.34
PR,4112405,Japurá,11246444.38
PR,4112504,Jardim Alegre,14320299.16
PR,4112603,Jardim Olinda,6149815.53
PR,4112702,Jataizinho,16557370.07
PR,4112751,Jesuítas,13126694.57
PR,4112801,Joaquim Távora,14897965.85
PR,4112900,Jundiaí do Sul,7428479.09
PR,4112959,Juranda,9909074.8
PR,4113007,Jussara,16381913.6
PR,4113106,Kaloré,9564797.05
PR,4113205,Lapa,52247368.42
PR,4113254,Laranjal,6068942.69
PR,4113304,Laranjeiras do Sul,28172443.25
PR,4113403,Leópolis,6298062.7
PR,4113429,Lidianópolis,7443537.23
PR,4113452,Lindoeste,9734816.26
PR,4113502,Loanda,36236189.79
PR,4113601,Lobato,8984473.36
PR,4113700,Londrina,800439330.64
PR,4113734,Luiziana,11938509.05
PR,4113759,Lunardelli,7299454.55
PR,4113809,Lupionópolis,8786270
PR,4113908,Mallet,17555948.46
PR,4114005,Mamborê,21349191.57
PR,4114104,Mandaguaçu,23112800.29
PR,4114203,Mandaguari,38552878.67
PR,4114302,Mandirituba,25024826.21
PR,4114351,Manfrinópolis,6044983.41
PR,4114401,Mangueirinha,41524374.8
PR,4114500,Manoel Ribas,18871905.58
PR,4114609,Marechal Cândido Rondon,99108812.55
PR,4114708,Maria Helena,11934148.62
PR,4114807,Marialva,53108249.31
PR,4114906,Marilândia do Sul,285203.66
PR,4115002,Marilena,13319176.18
PR,4115101,Mariluz,13516802.51
PR,4115200,Maringá,639056773.13
PR,4115309,Mariópolis,10829604.76
PR,4115358,Maripá,10905488.4
PR,4115408,Marmeleiro,23581844.38
PR,4115457,Marquinho,8419835.67
PR,4115507,Marumbi,9086421.36
PR,4115606,Matelândia,23009141.93
PR,4115705,Matinhos,63927390.83
PR,4115739,Mato Rico,9766350.32
PR,4115754,Mauá da Serra,12544007.45
PR,4115804,Medianeira,63053165.1
PR,4115853,Mercedes,13036453.31
PR,4115903,Mirador,7488895.96
PR,4116000,Miraselva,6426811.82
PR,4116059,Missal,23258513.43
PR,4116109,Moreira Sales,14166182.68
PR,4116208,Morretes,19333986.59
PR,4116307,Munhoz de Melo,7475632.88
PR,4116406,Nossa Senhora das Graças,7527456.44
PR,4116505,Nova Aliança do Ivaí,4712188.2
PR,4116604,Nova América da Colina,
PR,4116703,Nova Aurora,16611124.49
PR,4116802,Nova Cantu,10789648.73
PR,4116901,Nova Esperança,26953444.58
PR,4116950,Nova Esperança do Sudoeste,9939654.4
PR,4117008,Nova Fátima,13656338.99
PR,4117057,Nova Laranjeiras,13693689.99
PR,4117107,Nova Londrina,20012434.82
PR,4117206,Nova Olímpia,10193293.99
PR,4117214,Nova Santa Bárbara,8804181.6
PR,4117222,Nova Santa Rosa,12264649.91
PR,4117255,Nova Prata do Iguaçu,19476006.11
PR,4117271,Nova Tebas,14458998.92
PR,4117297,Novo Itacolomi,6513736.78
PR,4117305,Ortigueira,51236739.14
PR,4117404,Ourizona,7275345.77
PR,4117453,Ouro Verde do Oeste,10319636.48
PR,4117503,Paiçandu,37638028.23
PR,4117602,Palmas,49508730.56
PR,4117701,Palmeira,44455386.63
PR,4117800,Palmital,14084594.56
PR,4117909,Palotina,61290417.16
PR,4118006,Paraíso do Norte,19758901.59
PR,4118105,Paranacity,13068129.59
PR,4118204,Paranaguá,169392791.94
PR,4118303,Paranapoema,6824829.59
PR,4118402,Paranavaí,81425109.18
PR,4118451,Pato Bragado,14454055.69
PR,4118501,Pato Branco,189650449.79
PR,4118600,Paula Freitas,9427105.15
PR,4118709,Paulo Frontin,10181453.97
PR,4118808,Peabiru,19050992.44
PR,4118857,Perobal,8791611.28
PR,4118907,Pérola,15511556.86
PR,4119004,Pérola d'Oeste,11102878.23
PR,4119103,Piên,17792369.87
PR,4119152,Pinhais,114648284.43
PR,4119202,Pinhalão,7752822.31
PR,4119251,Pinhal de São Bento,5745440.39
PR,4119301,Pinhão,28773425.25
PR,4119400,Piraí do Sul,29556076.09
PR,4119509,Piraquara,63539933.74
PR,4119608,Pitanga,33374896.74
PR,4119657,Pitangueiras,5226166.25
PR,4119707,Planaltina do Paraná,11995403.79
PR,4119806,Planalto,18721227.44
PR,4119905,Ponta Grossa,251459074.85
PR,4119954,Pontal do Paraná,46584329.89
PR,4120002,Porecatu,16530410.92
PR,4120101,Porto Amazonas,7454264.66
PR,4120150,Porto Barreiro,7432863.22
PR,4120200,Porto Rico,7822174.4
PR,4120309,Porto Vitória,7726432.24
PR,4120333,Prado Ferreira,7853826.07
PR,4120358,Pranchita,11868196.64
PR,4120408,Presidente Castelo Branco,8035672.87
PR,4120507,Primeiro de Maio,12605263.18
PR,4120606,Prudentópolis,39056534.69
PR,4120655,Quarto Centenário,8304107.85
PR,4120705,Quatiguá,11740032.34
PR,4120804,Quatro Barras,29897334.63
PR,4120853,Quatro Pontes,11208786.51
PR,4120903,Quedas do Iguaçu,39270618.88
