UF,COD,MUN,DESP_LEGISLATIVO
PE,2605707,Floresta,4554488.55
PE,2605806,Frei Miguelinho,2036295.37
PE,2605905,Gameleira,3092112.74
PE,2606002,Garanhuns,11206544.79
PE,2606101,Glória do Goitá,3357805.38
PE,2606200,Goiana,32173348.88
PE,2606309,Granito,1394410.71
PE,2606408,Gravatá,10180210.98
PE,2606507,Iati,2322056.31
PE,2606606,Ibimirim,2563936.31
PE,2606705,Ibirajuba,1445420.24
PE,2606804,Igarassu,10874175.67
PE,2606903,Iguaraci,1743426.87
PE,2607000,Inajá,2122697.3
PE,2607109,Ingazeira,1318433.78
PE,2607208,Ipojuca,50257070.43
PE,2607307,Ipubi,3163890.34
PE,2607406,Itacuruba,1846581.01
PE,2607505,Itaíba,2844394.23
PE,2607604,Itamaracá,4303919.36
PE,2607653,Itambé,3067472.56
PE,2607703,Itapetim,1985872.97
PE,2607752,Itapissuma,7057554.75
PE,2607802,Itaquitinga,2157551.82
PE,2607901,Jaboatão dos Guararapes,39104032.36
PE,2607950,Jaqueira,1536139.48
PE,2608008,Jataúba,1881746.05
PE,2608057,Jatobá,2034502.44
PE,2608107,João Alfredo,3052436.01
PE,2608206,Joaquim Nabuco,2196911.2
PE,2608255,Jucati,1605139.74
PE,2608305,Jupi,1938973.63
PE,2608404,Jurema,1922946.24
PE,2608453,Lagoa do Carro,2720478.45
PE,2608503,Lagoa do Itaenga,2299808.93
PE,2608602,Lagoa do Ouro,1715239.12
PE,2608701,Lagoa dos Gatos,1721564.32
PE,2608750,Lagoa Grande,3076466.84
PE,2608800,Lajedo,3905880.16
PE,2608909,Limoeiro,4943489.6
PE,2609006,Macaparana,2963036.6
PE,2609105,Machados,2213665.21
PE,2609154,Manari,2271628.54
PE,2609204,Maraial,1452169.67
PE,2609303,Mirandiba,1965113.98
PE,2609402,Moreno,5690649.83
PE,2609501,Nazaré da Mata,3757750.72
PE,2609600,Olinda,27620868.29
PE,2609709,Orobó,2279883.29
PE,2609808,Orocó,1855061.33
PE,2609907,Ouricuri,5506082.34
PE,2610004,Palmares,5656027.49
PE,2610103,Palmeirina,1372449.86
PE,2610202,Panelas,2430695.16
PE,2610301,Paranatama,2105541.42
PE,2610400,Parnamirim,2450293.9
PE,2610509,Passira,2832410.53
PE,2610608,Paudalho,5156963.36
PE,2610707,Paulista,19398359.71
PE,2610806,Pedra,2053373.96
PE,2610905,Pesqueira,5669616.12
PE,2611002,Petrolândia,4657340.82
PE,2611101,Petrolina,25282324.43
PE,2611200,Poção,1624070.25
PE,2611309,Pombos,3216016.54
PE,2611408,Primavera,2162809.32
PE,2611507,Quipapá,2532962.97
PE,2611533,Quixaba,1294491.92
PE,2611606,Recife,179020725.23
PE,2611705,Riacho das Almas,2460652.2
PE,2611804,Ribeirão,4498974.77
PE,2611903,Rio Formoso,3375232.21
PE,2612000,Sairé,1540903.81
PE,2612109,Salgadinho,1598873.5
PE,2612208,Salgueiro,6920856.34
PE,2612307,Saloá,1975568.92
PE,2612406,Sanharó,2650615.98
PE,2612455,Santa Cruz,1924563.44
PE,2612471,Santa Cruz da Baixa Verde,1539355.45
PE,2612505,Santa Cruz do Capibaribe,7857066.84
PE,2612554,Santa Filomena,2115834.18
PE,2612604,Santa Maria da Boa Vista,3711013.42
PE,2612703,Santa Maria do Cambucá,1730057.66
PE,2612802,Santa Terezinha,1692094.72
PE,2612901,São Benedito do Sul,1865577.53
PE,2613008,São Bento do Una,4858333.83
PE,2613107,São Caitano,3303230.48
PE,2613206,São João,2178998.86
PE,2613305,São Joaquim do Monte,2393474.86
PE,2613404,São José da Coroa Grande,2770115.68
PE,2613503,São José do Belmonte,3530177.83
PE,2613602,São José do Egito,3272912.13
PE,2613701,São Lourenço da Mata,7359571.49
PE,2613800,São Vicente Ferrer,2283945.36
PE,2613909,Serra Talhada,7932100.18
PE,2614006,Serrita,2262220.05
PE,2614105,Sertânia,2912156.83
PE,2614204,Sirinhaém,5444390.19
PE,2614303,Moreilândia,1560258.13
PE,2614402,Solidão,1299999.86
PE,2614501,Surubim,5844072.14
PE,2614600,Tabira,2938444.39
PE,2614709,Tacaimbó,1606371.53
PE,2614808,Tacaratu,2973944.23
PE,2614857,Tamandaré,4238903.04
PE,2615003,Taquaritinga do Norte,2989240.85
PE,2615102,Terezinha,1280549.19
PE,2615201,Terra Nova,1464992.85
PE,2615300,Timbaúba,4505410.78
PE,2615409,Toritama,4182681.23
PE,2615508,Tracunhaém,1773048.34
PE,2615607,Trindade,3612715.27
PE,2615706,Triunfo,2026319.28
PE,2615805,Tupanatinga,2281101.19
PE,2615904,Tuparetama,1259040.44
PE,2616001,Venturosa,2156978.05
PE,2616100,Verdejante,1133806.31
PE,2616183,Vertente do Lério,1327096
PE,2616209,Vertentes,2303721.1
PE,2616308,Vicência,2873707.85
PE,2616407,Vitória de Santo Antão,14357939.43
PE,2616506,Xexéu,2016387.51
PE,2699919,Muribeca,
PE,2699929,Nossa Senhora do Ó de Goyanna,
PE,2699939,Cimbres,
PI,2200053,Acauã,869142.23
PI,2200103,Agricolândia,753269.33
PI,2200202,Água Branca,2038907.35
PI,2200251,Alagoinha do Piauí,765202.98
PI,2200277,Alegrete do Piauí,709075.16
PI,2200301,Alto Longá,1083142.76
PI,2200400,Altos,3134993.69
PI,2200459,Alvorada do Gurguéia,800251.1
PI,2200509,Amarante,1844642.01
PI,2200608,Angical do Piauí,792856.54
PI,2200707,Anísio de Abreu,759916.8
PI,2200806,Antônio Almeida,1165577.65
PI,2200905,Aroazes,827011.94
PI,2200954,Aroeiras de Itaim,631087.91
PI,2201002,Arraial,827267.7
PI,2201051,Assunção do Piauí,664930.42
PI,2201101,Avelino Lopes,1100053.2
PI,2201150,Baixa Grande do Ribeiro,4615998.55
PI,2201176,Barra D'Alcântara,794936.92
PI,2201200,Barras,3009498.84
PI,2201309,Barreiras do Piauí,1118734.73
PI,2201408,Barro Duro,894553.49
PI,2201507,Batalha,2192399.84
PI,2201556,Bela Vista do Piauí,700768.56
PI,2201572,Belém do Piauí,797463.31
PI,2201606,Beneditinos,1061807.75
PI,2201705,Bertolínia,872287.52
PI,2201739,Betânia do Piauí,941488.96
PI,2201770,Boa Hora,768296.83
PI,2201804,Bocaina,695717.61
PI,2201903,Bom Jesus,4462839.74
PI,2201919,Bom Princípio do Piauí,820276.61
PI,2201929,Bonfim do Piauí,819970.09
PI,2201945,Boqueirão do Piauí,803865.59
PI,2201960,Brasileira,906033.28
PI,2201988,Brejo do Piauí,867416.22
PI,2202000,Buriti dos Lopes,1896638.73
PI,2202026,Buriti dos Montes,843549.59
PI,2202059,Cabeceiras do Piauí,942410.46
PI,2202075,Cajazeiras do Piauí,790711.4
PI,2202083,Cajueiro da Praia,944978.37
PI,2202091,Caldeirão Grande do Piauí,1536945.9
PI,2202109,Campinas do Piauí,811333.5
PI,2202117,Campo Alegre do Fidalgo,803219.7
PI,2202133,Campo Grande do Piauí,781671.55
PI,2202174,Campo Largo do Piauí,810182.3
PI,2202208,Campo Maior,4399748.14
PI,2202251,Canavieira,807417.44
PI,2202307,Canto do Buriti,2176982.23
PI,2202406,Capitão de Campos,1018461.28
PI,2202455,Capitão Gervásio Oliveira,830688.22
PI,2202505,Caracol,1316328.34
PI,2202539,Caraúbas do Piauí,700433.79
PI,2202554,Caridade do Piauí,812639.58
PI,2202604,Castelo do Piauí,1951641.51
PI,2202653,Caxingó,795603.37
PI,2202703,Cocal,1665134.1
PI,2202711,Cocal de Telha,646105.17
PI,2202729,Cocal dos Alves,677440.88
PI,2202737,Coivaras,750940.97
PI,2202752,Colônia do Gurguéia,837590.02
PI,2202778,Colônia do Piauí,829589.11
PI,2202802,Conceição do Canindé,834000
PI,2202851,Coronel José Dias,863451.22
PI,2202901,Corrente,1765462.39
PI,2203008,Cristalândia do Piauí,942005.89
PI,2203107,Cristino Castro,1217685.64
PI,2203206,Curimatá,1287315.42
PI,2203230,Currais,1137990.69
PI,2203255,Curralinhos,781975.71
PI,2203271,Curral Novo do Piauí,1802946.6
PI,2203305,Demerval Lobão,1744849.26
PI,2203354,Dirceu Arcoverde,756866.81
PI,2203404,Dom Expedito Lopes,772160.43
PI,2203420,Domingos Mourão,790753.52
PI,2203453,Dom Inocêncio,1430673.81
PI,2203503,Elesbão Veloso,1414641.43
PI,2203602,Eliseu Martins,822828.19
PI,2203701,Esperantina,3064611.1
PI,2203750,Fartura do Piauí,726240.73
PI,2203800,Flores do Piauí,802849.49
PI,2203859,Floresta do Piauí,789633.1
PI,2203909,Floriano,6445657.2
PI,2204006,Francinópolis,602166.83
PI,2204105,Francisco Ayres,791589.11
PI,2204154,Francisco Macedo,755950.78
PI,2204204,Francisco Santos,891173.61
PI,2204303,Fronteiras,1115859.7
PI,2204352,Geminiano,823005.37
PI,2204402,Gilbués,1824626.38
PI,2204501,Guadalupe,2063985.32
PI,2204550,Guaribas,943677.22
PI,2204600,Hugo Napoleão,752568.36
PI,2204659,Ilha Grande,1033458.67
PI,2204709,Inhuma,1418130.29
PI,2204808,Ipiranga do Piauí,863641.61
PI,2204907,Isaías Coelho,803802.15
PI,2205003,Itainópolis,1092190.26
PI,2205102,Itaueira,1223387.98
PI,2205151,Jacobina do Piauí,820223.22
PI,2205201,Jaicós,1814829.87
PI,2205250,Jardim do Mulato,739228.21
PI,2205276,Jatobá do Piauí,806819.75
PI,2205300,Jerumenha,863854.05
PI,2205359,João Costa,934431.26
PI,2205409,Joaquim Pires,1383573.8
PI,2205458,Joca Marques,708000
PI,2205508,José de Freitas,3023916.09
PI,2205516,Juazeiro do Piauí,838548.21
PI,2205524,Júlio Borges,924004.86
PI,2205532,Jurema,855456.48
PI,2205540,Lagoinha do Piauí,715046.76
PI,2205557,Lagoa Alegre,893270.09
PI,2205565,Lagoa do Barro do Piauí,1730863.68
PI,2205573,Lagoa de São Francisco,740706.51
PI,2205581,Lagoa do Piauí,1040994.42
PI,2205599,Lagoa do Sítio,765308.85
PI,2205607,Landri Sales,1170769.27
PI,2205706,Luís Correia,2234223.57
PI,2205805,Luzilândia,2147465.8
PI,2205854,Madeiro,754036.98
PI,2205904,Manoel Emídio,872273.14
PI,2205953,Marcolândia,1058010.32
PI,2206001,Marcos Parente,804132.46
PI,2206050,Massapê do Piauí,796560
PI,2206100,Matias Olímpio,1065555.22
PI,2206209,Miguel Alves,2639666.5
PI,2206308,Miguel Leão,739468.17
PI,2206357,Milton Brandão,820925.03
PI,2206407,Monsenhor Gil,1187987.66
PI,2206506,Monsenhor Hipólito,785996.14
PI,2206605,Monte Alegre do Piauí,1575869.93
PI,2206654,Morro Cabeça no Tempo,770126.17
PI,2206670,Morro do Chapéu do Piauí,730190.11
PI,2206696,Murici dos Portelas,858124.92
PI,2206704,Nazaré do Piauí,855738.33
PI,2206720,Nazária,847076.36
PI,2206753,Nossa Senhora de Nazaré,796873.42
PI,2206803,Nossa Senhora dos Remédios,805990.92
PI,2206902,Novo Oriente do Piauí,781822.87
PI,2206951,Novo Santo Antônio,778248.97
PI,2207009,Oeiras,3473995.62
PI,2207108,Olho D'Água do Piauí,
PI,2207207,Padre Marcos,883435.36
PI,2207306,Paes Landim,790959.55
PI,2207355,Pajeú do Piauí,800538.05
PI,2207405,Palmeira do Piauí,780098.18
PI,2207504,Palmeirais,1424980.01
PI,2207553,Paquetá,623955.41
PI,2207603,Parnaguá,1297110.86
PI,2207702,Parnaíba,14351541.76
PI,2207751,Passagem Franca do Piauí,741432.97
PI,2207777,Patos do Piauí,830471.02
PI,2207793,Pau D'Arco do Piauí,746519.92
PI,2207801,Paulistana,2177139.65
PI,2207850,Pavussu,755271.69
PI,2207900,Pedro II,2951001.55
PI,2207934,Pedro Laurentino,64042.85
PI,2207959,Nova Santa Rita,784916.79
PI,2208007,Picos,8071556.65
PI,2208106,Pimenteiras,1294325.99
PI,2208205,Pio IX,1722177.43
PI,2208304,Piracuruca,2269954.41
PI,2208403,Piripiri,4807129.87
PI,2208502,Porto,877172.11
PI,2208551,Porto Alegre do Piauí,808097.35
PI,2208601,Prata do Piauí,741600
PI,2208650,Queimada Nova,1177566.35
PI,2208700,Redenção do Gurguéia,907982.2
PI,2208809,Regeneração,1836800.42
PI,2208858,Riacho Frio,952881.77
PI,2208874,Ribeira do Piauí,1048152.67
PI,2208908,Ribeiro Gonçalves,2293248.13
PI,2209005,Rio Grande do Piauí,844589.71
PI,2209104,Santa Cruz do Piauí,713842.43
PI,2209153,Santa Cruz dos Milagres,706001.46
PI,2209203,Santa Filomena,1672510.33
PI,2209302,Santa Luz,830557.77
PI,2209351,Santana do Piauí,773277.48
PI,2209377,Santa Rosa do Piauí,764704.82
PI,2209401,Santo Antônio de Lisboa,760150.68
PI,2209450,Santo Antônio dos Milagres,749889.33
PI,2209500,Santo Inácio do Piauí,793317.83
PI,2209559,São Braz do Piauí,796634.13
PI,2209609,São Félix do Piauí,728124.43
PI,2209658,São Francisco de Assis do Piauí,804509.92
PI,2209708,São Francisco do Piauí,848722.54
PI,2209757,São Gonçalo do Gurguéia,1368905.21
PI,2209807,São Gonçalo do Piauí,776120.81
PI,2209856,São João da Canabrava,691863.31
PI,2209872,São João da Fronteira,812773.71
PI,2209906,São João da Serra,806009.51
PI,2209955,São João da Varjota,784379.35
PI,2209971,São João do Arraial,852091.85
PI,2210003,São João do Piauí,2336924.58
PI,2210052,São José do Divino,703286.04
PI,2210102,São José do Peixe,731425.7
PI,2210201,São José do Piauí,788000
PI,2210300,São Julião,748311.52
PI,2210359,São Lourenço do Piauí,779215.41
PI,2210375,São Luis do Piauí,723995.94
PI,2210383,São Miguel da Baixa Grande,713457.31
PI,2210391,São Miguel do Fidalgo,969167.35
PI,2210409,São Miguel do Tapuio,1923462.41
PI,2210508,São Pedro do Piauí,1539908.28
PI,2210607,São Raimundo Nonato,3557659.27
PI,2210623,Sebastião Barros,798040.08
PI,2210631,Sebastião Leal,1002360.02
PI,2210656,Sigefredo Pacheco,839996.25
PI,2210706,Simões,2796580.92
PI,2210805,Simplício Mendes,1604400
PI,2210904,Socorro do Piauí,751097.06
PI,2210938,Sussuapara,713124.93
PI,2210953,Tamboril do Piauí,806067.35
PI,2210979,Tanque do Piauí,775049.56
PI,2211001,Teresina,91973754.71
PI,2211100,União,3823194.1
PI,2211209,Uruçuí,5718313.55
PI,2211308,Valença do Piauí,1938384.93
PI,2211357,Várzea Branca,779933.97
PI,2211407,Várzea Grande,659994.97
PI,2211506,Vera Mendes,773560.39
PI,2211605,Vila Nova do Piauí,932960.28
PI,2211704,Wall Ferraz,704582.19
PR,4100103,Abatiá,996559.47
PR,4100202,Adrianópolis,1470935.39
PR,4100301,Agudos do Sul,1350000
PR,4100400,Almirante Tamandaré,8143864.34
PR,4100459,Altamira do Paraná,1035272.24
PR,4100509,Altônia,1158314.79
PR,4100608,Alto Paraná,1400076.52
PR,4100707,Alto Piquiri,1155074.5
PR,4100806,Alvorada do Sul,1366999.93
PR,4100905,Amaporã,1134591.09
PR,4101002,Ampére,1374518.07
PR,4101051,Anahy,847982.54
PR,4101101,Andirá,1464059.77
PR,4101150,Ângulo,1141722.11
PR,4101200,Antonina,3062962.18
PR,4101309,Antônio Olinto,1160096.74
PR,4101408,Apucarana,12404237.67
PR,4101507,Arapongas,
PR,4101606,Arapoti,2423652.06
PR,4101655,Arapuã,1045579.68
PR,4101705,Araruna,2447288.16
PR,4101804,Araucária,21577660.03
PR,4101853,Ariranha do Ivaí,1026136.83
PR,4101903,Assaí,1600281.18
PR,4102000,Assis Chateaubriand,2082649.23
PR,4102109,Astorga,1712083.32
PR,4102208,Atalaia,812407.99
PR,4102307,Balsa Nova,2286422.43
PR,4102406,Bandeirantes,2333120.61
PR,4102505,Barbosa Ferraz,1588856.43
PR,4102604,Barracão,1330879.75
PR,4102703,Barra do Jacaré,825891.96
PR,4102752,Bela Vista da Caroba,1070170.97
PR,4102802,Bela Vista do Paraíso,1210228.68
PR,4102901,Bituruna,1885015.64
PR,4103008,Boa Esperança,1106956.14
PR,4103024,Boa Esperança do Iguaçu,893361.64
PR,4103040,Boa Ventura de São Roque,1698163.65
PR,4103057,Boa Vista da Aparecida,1487999.31
PR,4103107,Bocaiúva do Sul,1645420.26
PR,4103156,Bom Jesus do Sul,450941.23
PR,4103206,Bom Sucesso,
PR,4103222,Bom Sucesso do Sul,712251.02
PR,4103305,Borrazópolis,1390379.68
PR,4103354,Braganey,993830.92
PR,4103370,Brasilândia do Sul,1326987.18
PR,4103404,Cafeara,968441.23
PR,4103453,Cafelândia,2438381.01
PR,4103479,Cafezal do Sul,1385194.17
PR,4103503,Califórnia,
PR,4103602,Cambará,2301232.82
PR,4103701,Cambé,6203813.81
PR,4103800,Cambira,1409418.03
PR,4103909,Campina da Lagoa,1537707.4
PR,4103958,Campina do Simão,1218517.39
PR,4104006,Campina Grande do Sul,4626095.75
PR,4104055,Campo Bonito,1137490.16
PR,4104105,Campo do Tenente,
PR,4104204,Campo Largo,10946476.89
PR,4104253,Campo Magro,4145678.71
PR,4104303,Campo Mourão,9371676.22
PR,4104402,Cândido de Abreu,1065881.11
PR,4104428,Candói,2816468.14
PR,4104451,Cantagalo,1502829.5
PR,4104501,Capanema,1643570.24
PR,4104600,Capitão Leônidas Marques,1542789.57
PR,4104659,Carambeí,3838142.71
PR,4104709,Carlópolis,
PR,4104808,Cascavel,23490378.3
PR,4104907,Castro,6931333.82
PR,4105003,Catanduvas,866518.07
PR,4105102,Centenário do Sul,1567051.16
PR,4105201,Cerro Azul,2375702.46
PR,4105300,Céu Azul,2326027.97
PR,4105409,Chopinzinho,
PR,4105508,Cianorte,4223125.98
PR,4105607,Cidade Gaúcha,1965893.94
PR,4105706,Clevelândia,
PR,4105805,Colombo,14749802.06
PR,4105904,Colorado,2618436.12
PR,4106001,Congonhinhas,1062660.97
PR,4106100,Conselheiro Mairinck,
PR,4106209,Contenda,1927871.79
PR,4106308,Corbélia,1983642.09
PR,4106407,Cornélio Procópio,3696339.61
PR,4106456,Coronel Domingos Soares,1135518.37
PR,4106506,Coronel Vivida,1646700.76
PR,4106555,Corumbataí do Sul,828589.1
PR,4106571,Cruzeiro do Iguaçu,1046131.51
PR,4106605,Cruzeiro do Oeste,3394177.73
PR,4106704,Cruzeiro do Sul,781043.14
PR,4106803,Cruz Machado,1493483.34
PR,4106852,Cruzmaltina,1091468.56
PR,4106902,Curitiba,125725527.03
PR,4107009,Curiúva,1883600.41
PR,4107108,Diamante do Norte,1240678.06
PR,4107124,Diamante do Sul,927869.11
PR,4107157,Diamante D'Oeste,
PR,4107207,Dois Vizinhos,2894060.97
PR,4107256,Douradina,
PR,4107306,Doutor Camargo,811288.34
PR,4107405,Enéas Marques,1026172.51
PR,4107504,Engenheiro Beltrão,
PR,4107520,Esperança Nova,830974.89
PR,4107538,Entre Rios do Oeste,1537717.17
PR,4107546,Espigão Alto do Iguaçu,1341330.81
PR,4107553,Farol,1476943.81
PR,4107603,Faxinal,2654172.84
PR,4107652,Fazenda Rio Grande,7067761.74
PR,4107702,Fênix,1197873.82
PR,4107736,Fernandes Pinheiro,1058960.43
PR,4107751,Figueira,1331881.99
PR,4107801,Floraí,782784.17
PR,4107850,Flor da Serra do Sul,971639.11
PR,4107900,Floresta,1192531.09
PR,4108007,Florestópolis,1606840.12
PR,4108106,Flórida,804926.98
PR,4108205,Formosa do Oeste,1303226.68
PR,4108304,Foz do Iguaçu,29564064.56
PR,4108320,Francisco Alves,1325576.22
PR,4108403,Francisco Beltrão,3362367.17
PR,4108452,Foz do Jordão,1418467.32
PR,4108502,General Carneiro,1569518.75
PR,4108551,Godoy Moreira,1057860.77
PR,4108601,Goioerê,3799963.53
PR,4108650,Goioxim,1298919.68
PR,4108700,Grandes Rios,1212318.17
PR,4108809,Guaíra,3440030.37
PR,4108908,Guairaçá,1289792.51
PR,4108957,Guamiranga,1025430.02
PR,4109005,Guapirama,1039161.62
PR,4109104,Guaporema,778450.27
PR,4109203,Guaraci,931527.46
PR,4109302,Guaraniaçu,1455494.72
PR,4109401,Guarapuava,15076604.66
PR,4109500,Guaraqueçaba,1714937.67
PR,4109609,Guaratuba,9283800.87
PR,4109658,Honório Serpa,1110382.97
PR,4109708,Ibaiti,3668392.3
PR,4109757,Ibema,1489432.56
PR,4109807,Ibiporã,4357686.17
PR,4109906,Icaraíma,1471024.59
PR,4110003,Iguaraçu,1774342.46
PR,4110052,Iguatu,883000.62
PR,4110078,Imbaú,2163834.12
PR,4110102,Imbituva,2953512.91
PR,4110201,Inácio Martins,1392941.31
PR,4110300,Inajá,1516328.67
PR,4110409,Indianópolis,828731.88
PR,4110508,Ipiranga,1997118.77
PR,4110607,Iporã,8382606.49
PR,4110656,Iracema do Oeste,934646.53
PR,4110706,Irati,2720661.15
PR,4110805,Iretama,933733.22
PR,4110904,Itaguajé,1043300.81
PR,4110953,Itaipulândia,2787664.79
PR,4111001,Itambaracá,1114153.68
PR,4111100,Itambé,972917.38
PR,4111209,Itapejara d'Oeste,
PR,4111258,Itaperuçu,3089553.45
PR,4111308,Itaúna do Sul,707085.94
PR,4111407,Ivaí,1544911.07
PR,4111506,Ivaiporã,2970612.67
PR,4111555,Ivaté,1213074.73
PR,4111605,Ivatuba,915437.25
PR,4111704,Jaboti,869518.23
PR,4111803,Jacarezinho,4111012.91
PR,4111902,Jaguapitã,1369574.25
PR,4112009,Jaguariaíva,5065819.07
PR,4112108,Jandaia do Sul,
PR,4112207,Janiópolis,1171444.74
PR,4112306,Japira,1099253.24
PR,4112405,Japurá,918286.56
PR,4112504,Jardim Alegre,1881759.47
PR,4112603,Jardim Olinda,1772221.66
PR,4112702,Jataizinho,1278616.64
PR,4112751,Jesuítas,1326629.95
PR,4112801,Joaquim Távora,1213529.89
PR,4112900,Jundiaí do Sul,895542.8
PR,4112959,Juranda,1597130.45
PR,4113007,Jussara,1119332.38
PR,4113106,Kaloré,856865.57
PR,4113205,Lapa,4501495.42
PR,4113254,Laranjal,1107144.06
PR,4113304,Laranjeiras do Sul,3047987.47
PR,4113403,Leópolis,1069055.28
PR,4113429,Lidianópolis,759097.06
PR,4113452,Lindoeste,3103266.62
PR,4113502,Loanda,1904628.94
PR,4113601,Lobato,1245227.57
PR,4113700,Londrina,32450787.55
PR,4113734,Luiziana,1730328.11
PR,4113759,Lunardelli,990892.83
PR,4113809,Lupionópolis,1373011.89
PR,4113908,Mallet,2159046.63
PR,4114005,Mamborê,2018684.41
PR,4114104,Mandaguaçu,1825096.49
PR,4114203,Mandaguari,3549223.7
PR,4114302,Mandirituba,3363844.01
PR,4114351,Manfrinópolis,995582.53
PR,4114401,Mangueirinha,2607216.91
PR,4114500,Manoel Ribas,-3691711.32
PR,4114609,Marechal Cândido Rondon,7001465.47
PR,4114708,Maria Helena,1044907.15
PR,4114807,Marialva,3081828.1
PR,4114906,Marilândia do Sul,
PR,4115002,Marilena,909155.76
PR,4115101,Mariluz,1179718.96
PR,4115200,Maringá,27328789.41
PR,4115309,Mariópolis,1397901.85
PR,4115358,Maripá,1619932.2
PR,4115408,Marmeleiro,1223616.79
PR,4115457,Marquinho,1102632.59
PR,4115507,Marumbi,662266.26
PR,4115606,Matelândia,2293579.24
PR,4115705,Matinhos,6519904.44
PR,4115739,Mato Rico,1056055.94
PR,4115754,Mauá da Serra,1309983.27
PR,4115804,Medianeira,3624476.48
PR,4115853,Mercedes,1519625.04
PR,4115903,Mirador,929796.94
PR,4116000,Miraselva,
PR,4116059,Missal,2038906.25
PR,4116109,Moreira Sales,1621773.9
PR,4116208,Morretes,3099753.97
PR,4116307,Munhoz de Melo,1084536.07
PR,4116406,Nossa Senhora das Graças,
PR,4116505,Nova Aliança do Ivaí,1017334.62
PR,4116604,Nova América da Colina,
PR,4116703,Nova Aurora,2149894.46
PR,4116802,Nova Cantu,1373426.43
PR,4116901,Nova Esperança,2066938.82
PR,4116950,Nova Esperança do Sudoeste,1237627.69
PR,4117008,Nova Fátima,1231543.72
PR,4117057,Nova Laranjeiras,1686037.49
PR,4117107,Nova Londrina,1181378.7
PR,4117206,Nova Olímpia,706766.73
PR,4117214,Nova Santa Bárbara,994900.49
PR,4117222,Nova Santa Rosa,1331492.93
PR,4117255,Nova Prata do Iguaçu,1668783.06
PR,4117271,Nova Tebas,1190464.99
PR,4117297,Novo Itacolomi,981715.03
PR,4117305,Ortigueira,6880558.15
PR,4117404,Ourizona,814742.67
PR,4117453,Ouro Verde do Oeste,
PR,4117503,Paiçandu,3163328.41
PR,4117602,Palmas,1829152.59
PR,4117701,Palmeira,1791243.98
PR,4117800,Palmital,1853354.89
PR,4117909,Palotina,1983653.62
PR,4118006,Paraíso do Norte,1272130.35
PR,4118105,Paranacity,1007786.54
PR,4118204,Paranaguá,20945728.63
PR,4118303,Paranapoema,750107.64
PR,4118402,Paranavaí,4357166.42
PR,4118451,Pato Bragado,1366317.31
PR,4118501,Pato Branco,6155584.71
PR,4118600,Paula Freitas,
PR,4118709,Paulo Frontin,1327260.43
PR,4118808,Peabiru,1687122.84
PR,4118857,Perobal,
PR,4118907,Pérola,1451748.8
PR,4119004,Pérola d'Oeste,1071868.34
PR,4119103,Piên,1969210.25
PR,4119152,Pinhais,14606692.3
PR,4119202,Pinhalão,1071954.12
PR,4119251,Pinhal de São Bento,700870.33
PR,4119301,Pinhão,1005294.79
PR,4119400,Piraí do Sul,2000816.21
PR,4119509,Piraquara,8789370.04
PR,4119608,Pitanga,3689405.69
PR,4119657,Pitangueiras,377637.54
PR,4119707,Planaltina do Paraná,937605.69
PR,4119806,Planalto,1415086.5
PR,4119905,Ponta Grossa,16959492.66
PR,4119954,Pontal do Paraná,6183515.42
PR,4120002,Porecatu,1905472.95
PR,4120101,Porto Amazonas,1184125.71
PR,4120150,Porto Barreiro,962513.59
PR,4120200,Porto Rico,1409730.99
PR,4120309,Porto Vitória,817803.45
PR,4120333,Prado Ferreira,
PR,4120358,Pranchita,827366.06
PR,4120408,Presidente Castelo Branco,1072657.1
PR,4120507,Primeiro de Maio,2361994.29
PR,4120606,Prudentópolis,2881907.69
PR,4120655,Quarto Centenário,
PR,4120705,Quatiguá,1177730.71
PR,4120804,Quatro Barras,4895149.74
PR,4120853,Quatro Pontes,1537097.15
PR,4120903,Quedas do Iguaçu,4211346.82
PR,4121000,Querência do Norte,1677808.25
PR,4121109,Quinta do Sol,1125423.87
PR,4121208,Quitandinha,1836405.33
PR,4121257,Ramilândia,1184503.85
PR,4121307,Rancho Alegre,
PR,4121356,Rancho Alegre D'Oeste,1157734.93
PR,4121406,Realeza,1035446.15
PR,4121505,Rebouças,1744253.04
PR,4121604,Renascença,808409.12
PR,4121703,Reserva,3203931.66
PR,4121752,Reserva do Iguaçu,1504761.55
PR,4121802,Ribeirão Claro,1839210.55
PR,4121901,Ribeirão do Pinhal,938149.55
PR,4122008,Rio Azul,
PR,4122107,Rio Bom,1070713.24
PR,4122156,Rio Bonito do Iguaçu,1924863.57
PR,4122172,Rio Branco do Ivaí,1026043.39
PR,4122206,Rio Branco do Sul,5566194.59
PR,4122305,Rio Negro,2235994.41
PR,4122404,Rolândia,5121522.55
PR,4122503,Roncador,1407392.73
PR,4122602,Rondon,1150585.51
PR,4122651,Rosário do Ivaí,1061131.72
PR,4122701,Sabáudia,2214532.49
PR,4122800,Salgado Filho,627439.92
PR,4122909,Salto do Itararé,1073004.68
PR,4123006,Salto do Lontra,
PR,4123105,Santa Amélia,
PR,4123204,Santa Cecília do Pavão,957367.91
PR,4123303,Santa Cruz de Monte Castelo,1553097.72
PR,4123402,Santa Fé,1415798.11
PR,4123501,Santa Helena,3475841.22
PR,4123600,Santa Inês,
PR,4123709,Santa Isabel do Ivaí,1662126.32
PR,4123808,Santa Izabel do Oeste,943125.36
