UF,COD,MUN,VALOR_TOTAL_BF
MT,5101209,Araguainha,52091
MT,5101258,Araputanga,407974
MT,5101308,Arenápolis,311359
MT,5101407,Aripuanã,573638
MT,5101605,Barão de Melgaço,614823
MT,5101704,Barra do Bugres,1007593
MT,5101803,Barra do Garças,2702205
MT,5101852,Bom Jesus do Araguaia,319439
MT,5101902,Brasnorte,315178
MT,5102504,Cáceres,3703048
MT,5102603,Campinápolis,663399
MT,5102637,Campo Novo do Parecis,449829
MT,5102678,Campo Verde,509808
MT,5102686,Campos de Júlio,163857
MT,5102694,Canabrava do Norte,162036
MT,5102702,Canarana,537.95
MT,5102793,Carlinda,193978
MT,5102850,Castanheira,160005
MT,5103007,Chapada dos Guimarães,963432
MT,5103056,Cláudia,194888
MT,5103106,Cocalinho,166934
MT,5103205,Colíder,603853
MT,5103254,Colniza,640963
MT,5103304,Comodoro,491755
MT,5103353,Confresa,1081864
MT,5103361,Conquista D'Oeste,101665
MT,5103379,Cotriguaçu,234392
MT,5103403,Cuiabá,16516375
MT,5103437,Curvelândia,225082
MT,5103452,Denise,278056
MT,5103502,Diamantino,409175
MT,5103601,Dom Aquino,347233
MT,5103700,Feliz Natal,423004
MT,5103809,Figueirópolis D'Oeste,70099
MT,5103858,Gaúcha do Norte,327885
MT,5103908,General Carneiro,326391
MT,5103957,Glória D'Oeste,143454
MT,5104104,Guarantã do Norte,1237193
MT,5104203,Guiratinga,566013
MT,5104500,Indiavaí,70344
MT,5104526,Ipiranga do Norte,177014
MT,5104542,Itanhangá,213.31
MT,5104559,Itaúba,147014
MT,5104609,Itiquira,353593
MT,5104807,Jaciara,787595
MT,5104906,Jangada,397.69
MT,5105002,Jauru,164888
MT,5105101,Juara,680357
MT,5105150,Juína,780288
MT,5105176,Juruena,262033
MT,5105200,Juscimeira,266412
MT,5105234,Lambari D'Oeste,245416
MT,5105259,Lucas do Rio Verde,1068.81
MT,5105309,Luciára,129718
MT,5105507,Vila Bela da Santíssima Trindade,499313
MT,5105580,Marcelândia,475642
MT,5105606,Matupá,221222
MT,5105622,Mirassol d'Oeste,1162226
MT,5105903,Nobres,737471
MT,5106000,Nortelândia,262.23
MT,5106109,Nossa Senhora do Livramento,556815
MT,5106158,Nova Bandeirantes,587698
MT,5106174,Nova Nazaré,324888
MT,5106182,Nova Lacerda,265274
MT,5106190,Nova Santa Helena,73166
MT,5106208,Nova Brasilândia,99876
MT,5106216,Nova Canaã do Norte,180916
MT,5106224,Nova Mutum,620785
MT,5106232,Nova Olímpia,437419
MT,5106240,Nova Ubiratã,112013
MT,5106257,Nova Xavantina,479123
MT,5106265,Novo Mundo,196356
MT,5106273,Novo Horizonte do Norte,74234
MT,5106281,Novo São Joaquim,266088
MT,5106299,Paranaíta,235.8
MT,5106307,Paranatinga,401368
MT,5106315,Novo Santo Antônio,135351
MT,5106372,Pedra Preta,571024
MT,5106422,Peixoto de Azevedo,1430651
MT,5106455,Planalto da Serra,150197
MT,5106505,Poconé,1807881
MT,5106653,Pontal do Araguaia,231.71
MT,5106703,Ponte Branca,70045
MT,5106752,Pontes e Lacerda,861697
MT,5106778,Porto Alegre do Norte,498.94
MT,5106802,Porto dos Gaúchos,75503
MT,5106828,Porto Esperidião,352362
MT,5106851,Porto Estrela,106897
MT,5107008,Poxoréo,967009
MT,5107040,Primavera do Leste,1524163
MT,5107065,Querência,500082
MT,5107107,São José dos Quatro Marcos,370673
MT,5107156,Reserva do Cabaçal,124395
MT,5107180,Ribeirão Cascalheira,390958
MT,5107198,Ribeirãozinho,73581
MT,5107206,Rio Branco,173488
MT,5107248,Santa Carmem,140376
MT,5107263,Santo Afonso,120983
MT,5107297,São José do Povo,46693
MT,5107305,São José do Rio Claro,559175
MT,5107354,São José do Xingu,386331
MT,5107404,São Pedro da Cipa,187779
MT,5107578,Rondolândia,121.25
MT,5107602,Rondonópolis,6145807
MT,5107701,Rosário Oeste,890665
MT,5107743,Santa Cruz do Xingu,77365
MT,5107750,Salto do Céu,74004
MT,5107768,Santa Rita do Trivelato,115932
MT,5107776,Santa Terezinha,338063
MT,5107792,Santo Antônio do Leste,171.33
MT,5107800,Santo Antônio do Leverger,840236
MT,5107859,São Félix do Araguaia,232073
MT,5107875,Sapezal,452181
MT,5107883,Serra Nova Dourada,70168
MT,5107909,Sinop,1729181
MT,5107925,Sorriso,1406545
MT,5107941,Tabaporã,183985
MT,5107958,Tangará da Serra,1687896
MT,5108006,Tapurah,149691
MT,5108055,Terra Nova do Norte,242.08
MT,5108105,Tesouro,117262
MT,5108204,Torixoréu,127732
MT,5108303,União do Sul,187398
MT,5108352,Vale de São Domingos,108169
MT,5108402,Várzea Grande,12197219
MT,5108501,Vera,168944
MT,5108600,Vila Rica,371.17
MT,5108808,Nova Guarita,101623
MT,5108857,Nova Marilândia,59603
MT,5108907,Nova Maringá,119461
MT,5108956,Nova Monte verde,279626
MT,5199919,São Gonçalo,
PA,1500107,Abaetetuba,17614873
PA,1500131,Abel Figueiredo,703478
PA,1500206,Acará,4949368
PA,1500305,Afuá,2931153
PA,1500347,Água Azul do Norte,1322764
PA,1500404,Alenquer,5159644
PA,1500503,Almeirim,2803533
PA,1500602,Altamira,5844591
PA,1500701,Anajás,3345.28
PA,1500800,Ananindeua,15745625
PA,1500859,Anapu,3453308
PA,1500909,Augusto Corrêa,4676173
PA,1500958,Aurora do Pará,2396856
PA,1501006,Aveiro,1000362
PA,1501105,Bagre,1364069
PA,1501204,Baião,2471.15
PA,1501253,Bannach,196577
PA,1501303,Barcarena,6087149
PA,1501402,Belém,73355554
PA,1501451,Belterra,956078
PA,1501501,Benevides,5056789
PA,1501576,Bom Jesus do Tocantins,902564
PA,1501600,Bonito,1425191
PA,1501709,Bragança,8320607
PA,1501725,Brasil Novo,1604711
PA,1501758,Brejo Grande do Araguaia,557151
PA,1501782,Breu Branco,2943392
PA,1501808,Breves,8963.56
PA,1501907,Bujaru,2926749
PA,1501956,Cachoeira do Piriá,1923866
PA,1502004,Cachoeira do Arari,1836747
PA,1502103,Cametá,10185148
PA,1502152,Canaã dos Carajás,2611.73
PA,1502202,Capanema,4220011
PA,1502301,Capitão Poço,4235914
PA,1502400,Castanhal,8249214
PA,1502509,Chaves,1627061
PA,1502608,Colares,925809
PA,1502707,Conceição do Araguaia,1382142
PA,1502756,Concórdia do Pará,2880431
PA,1502764,Cumaru do Norte,642913
PA,1502772,Curionópolis,1405029
PA,1502806,Curralinho,2208331
PA,1502855,Curuá,929067
PA,1502905,Curuçá,4048951
PA,1502939,Dom Eliseu,2430315
PA,1502954,Eldorado dos Carajás,1361907
PA,1503002,Faro,1205.32
PA,1503044,Floresta do Araguaia,1238.97
PA,1503077,Garrafão do Norte,1885.34
PA,1503093,Goianésia do Pará,1511.84
PA,1503101,Gurupá,2478.29
PA,1503200,Igarapé-Açu,2907491
PA,1503309,Igarapé-Miri,4385409
PA,1503408,Inhangapi,725.39
PA,1503457,Ipixuna do Pará,3092728
PA,1503507,Irituia,3320632
PA,1503606,Itaituba,6575765
PA,1503705,Itupiranga,3212892
PA,1503754,Jacareacanga,1496.03
PA,1503804,Jacundá,3074305
PA,1503903,Juruti,2283428
PA,1504000,Limoeiro do Ajuru,1912922
PA,1504059,Mãe do Rio,2623.18
PA,1504109,Magalhães Barata,557314
PA,1504208,Marabá,10064716
PA,1504307,Maracanã,2607457
PA,1504406,Marapanim,2131546
PA,1504422,Marituba,8823041
PA,1504455,Medicilândia,2815863
PA,1504505,Melgaço,2572125
PA,1504604,Mocajuba,2273764
PA,1504703,Moju,7037733
PA,1504752,Mojuí dos Campos,1575378
PA,1504802,Monte Alegre,4053381
PA,1504901,Muaná,1902796
PA,1504950,Nova Esperança do Piriá,2176021
PA,1504976,Nova Ipixuna,631985
PA,1505007,Nova Timboteua,1006611
PA,1505031,Novo Progresso,932.32
PA,1505064,Novo Repartimento,3834745
PA,1505106,Óbidos,3672567
PA,1505205,Oeiras do Pará,2749612
PA,1505304,Oriximiná,3761404
PA,1505403,Ourém,1782.37
PA,1505437,Ourilândia do Norte,2106546
PA,1505486,Pacajá,3604704
PA,1505494,Palestina do Pará,612526
PA,1505502,Paragominas,4354168
PA,1505536,Parauapebas,7831034
PA,1505551,Pau D'Arco,499387
PA,1505601,Peixe-Boi,569.5
PA,1505635,Piçarra,675777
PA,1505650,Placas,1465354
PA,1505700,Ponta de Pedras,2087852
PA,1505809,Portel,3607341
PA,1505908,Porto de Moz,2933868
PA,1506005,Prainha,3615684
PA,1506104,Primavera,1032.85
PA,1506112,Quatipuru,1146495
PA,1506138,Redenção,3217354
PA,1506161,Rio Maria,738.04
PA,1506187,Rondon do Pará,1820923
PA,1506195,Rurópolis,1920283
PA,1506203,Salinópolis,1827482
PA,1506302,Salvaterra,2150088
PA,1506351,Santa Bárbara do Pará,1409205
PA,1506401,Santa Cruz do Arari,559643
PA,1506500,Santa Isabel do Pará,2972633
PA,1506559,Santa Luzia do Pará,2049526
PA,1506583,Santa Maria das Barreiras,907036
PA,1506609,Santa Maria do Pará,1544.46
PA,1506708,Santana do Araguaia,2690643
PA,1506807,Santarém,17756685
PA,1506906,Santarém Novo,739443
PA,1507003,Santo Antônio do Tauá,1937792
PA,1507102,São Caetano de Odivelas,1116473
PA,1507151,São Domingos do Araguaia,1617608
PA,1507201,São Domingos do Capim,3178906
PA,1507300,São Félix do Xingu,4014842
PA,1507409,São Francisco do Pará,1170544
PA,1507458,São Geraldo do Araguaia,1605861
PA,1507466,São João da Ponta,579944
PA,1507474,São João de Pirabas,1557445
PA,1507508,São João do Araguaia,1016991
PA,1507607,São Miguel do Guamá,3414359
PA,1507706,São Sebastião da Boa Vista,2027461
PA,1507755,Sapucaia,306083
PA,1507805,Senador José Porfírio,1679321
PA,1507904,Soure,1097595
PA,1507953,Tailândia,4824753
PA,1507961,Terra Alta,1268439
PA,1507979,Terra Santa,1424762
PA,1508001,Tomé-Açu,4216027
PA,1508035,Tracuateua,3246.13
PA,1508050,Trairão,1058463
PA,1508084,Tucumã,1100927
PA,1508100,Tucuruí,4256545
PA,1508126,Ulianópolis,2079712
PA,1508159,Uruará,2911.57
PA,1508209,Vigia,4091181
PA,1508308,Viseu,4764.97
PA,1508357,Vitória do Xingu,1001693
PA,1508407,Xinguara,2079009
PA,1599919,Monsarás,
PA,1599939,Vila Franca,
PB,2500106,Água Branca,774758
PB,2500205,Aguiar,419.45
PB,2500304,Alagoa Grande,2030184
PB,2500403,Alagoa Nova,1196678
PB,2500502,Alagoinha,1155931
PB,2500536,Alcantil,379708
PB,2500577,Algodão de Jandaíra,295174
PB,2500601,Alhandra,1754062
PB,2500700,São João do Rio do Peixe,1172883
PB,2500734,Amparo,233528
PB,2500775,Aparecida,775104
PB,2500809,Araçagi,1923491
PB,2500908,Arara,1268813
PB,2501005,Araruna,995257
PB,2501104,Areia,1608617
PB,2501153,Areia de Baraúnas,197293
PB,2501203,Areial,589918
PB,2501302,Aroeiras,2095278
PB,2501351,Assunção,439819
PB,2501401,Baía da Traição,688718
PB,2501500,Bananeiras,1579653
PB,2501534,Baraúna,397.75
PB,2501575,Barra de Santana,757437
PB,2501609,Barra de Santa Rosa,1198893
PB,2501708,Barra de São Miguel,627994
PB,2501807,Bayeux,6905118
PB,2501906,Belém,1197403
PB,2502003,Belém do Brejo do Cruz,899429
PB,2502052,Bernardino Batista,242788
PB,2502102,Boa Ventura,441702
PB,2502151,Boa Vista,324233
PB,2502201,Bom Jesus,175212
PB,2502300,Bom Sucesso,393298
PB,2502409,Bonito de Santa Fé,972979
PB,2502508,Boqueirão,1496066
PB,2502607,Igaracy,451336
PB,2502706,Borborema,336522
PB,2502805,Brejo do Cruz,1249581
PB,2502904,Brejo dos Santos,560
PB,2503001,Caaporã,1946953
PB,2503100,Cabaceiras,303495
PB,2503209,Cabedelo,4361252
PB,2503308,Cachoeira dos Índios,851124
PB,2503407,Cacimba de Areia,428867
PB,2503506,Cacimba de Dentro,1142826
PB,2503555,Cacimbas,838657
PB,2503605,Caiçara,600188
PB,2503704,Cajazeiras,5123869
PB,2503753,Cajazeirinhas,436694
PB,2503803,Caldas Brandão,621118
PB,2503902,Camalaú,589508
PB,2504009,Campina Grande,11821602
PB,2504033,Capim,782.29
PB,2504074,Caraúbas,323.33
PB,2504108,Carrapateira,225131
PB,2504157,Casserengue,677165
PB,2504207,Catingueira,493545
PB,2504306,Catolé do Rocha,2369.87
PB,2504355,Caturité,430641
PB,2504405,Conceição,1307495
PB,2504504,Condado,522.2
PB,2504603,Conde,2186.22
PB,2504702,Congo,504043
PB,2504801,Coremas,1103908
PB,2504850,Coxixola,164674
PB,2504900,Cruz do Espírito Santo,1847.23
PB,2505006,Cubati,611.38
PB,2505105,Cuité,1806514
PB,2505204,Cuitegi,505795
PB,2505238,Cuité de Mamanguape,717831
PB,2505279,Curral de Cima,627422
PB,2505303,Curral Velho,210198
PB,2505352,Damião,455156
PB,2505402,Desterro,966731
PB,2505501,Vista Serrana,222955
PB,2505600,Diamante,504529
PB,2505709,Dona Inês,855588
PB,2505808,Duas Estradas,336269
PB,2505907,Emas,367327
PB,2506004,Esperança,2142001
PB,2506103,Fagundes,965934
PB,2506202,Frei Martinho,280086
PB,2506251,Gado Bravo,832095
PB,2506301,Guarabira,3254803
PB,2506400,Gurinhém,1276938
PB,2506509,Gurjão,323422
PB,2506608,Ibiara,449784
PB,2506707,Imaculada,894.34
PB,2506806,Ingá,2096949
PB,2506905,Itabaiana,2150112
PB,2507002,Itaporanga,1299231
PB,2507101,Itapororoca,1299948
PB,2507200,Itatuba,945422
PB,2507309,Jacaraú,1462292
PB,2507408,Jericó,566843
PB,2507507,João Pessoa,32903744
PB,2507606,Juarez Távora,1023082
PB,2507705,Juazeirinho,1118937
PB,2507804,Junco do Seridó,546816
PB,2507903,Juripiranga,765262
PB,2508000,Juru,754027
PB,2508109,Lagoa,380463
PB,2508208,Lagoa de Dentro,767766
PB,2508307,Lagoa Seca,1600617
PB,2508406,Lastro,212964
PB,2508505,Livramento,624366
PB,2508554,Logradouro,343838
PB,2508604,Lucena,801737
PB,2508703,Mãe d'Água,323657
PB,2508802,Malta,414399
PB,2508901,Mamanguape,3808071
PB,2509008,Manaíra,1072003
PB,2509057,Marcação,816.77
PB,2509107,Mari,2519263
PB,2509156,Marizópolis,540198
PB,2509206,Massaranduba,1203434
PB,2509305,Mataraca,708.26
PB,2509339,Matinhas,394834
PB,2509370,Mato Grosso,247536
PB,2509396,Maturéia,653213
PB,2509404,Mogeiro,1337875
PB,2509503,Montadas,478873
PB,2509602,Monte Horebe,368977
PB,2509701,Monteiro,2700521
PB,2509800,Mulungu,799.14
PB,2509909,Natuba,619123
PB,2510006,Nazarezinho,597723
PB,2510105,Nova Floresta,885614
PB,2510204,Nova Olinda,502408
PB,2510303,Nova Palmeira,243773
PB,2510402,Olho d'Água,592795
PB,2510501,Olivedos,273867
PB,2510600,Ouro Velho,263361
PB,2510659,Parari,105486
PB,2510709,Passagem,220367
PB,2510808,Patos,5000899
PB,2510907,Paulista,824541
PB,2511004,Pedra Branca,204193
PB,2511103,Pedra Lavrada,504957
PB,2511202,Pedras de Fogo,2371643
PB,2511301,Piancó,1695276
PB,2511400,Picuí,1281259
PB,2511509,Pilar,958257
PB,2511608,Pilões,821738
PB,2511707,Pilõezinhos,619543
PB,2511806,Pirpirituba,722161
PB,2511905,Pitimbu,1834381
PB,2512002,Pocinhos,1505052
PB,2512036,Poço Dantas,259672
PB,2512077,Poço de José de Moura,234.87
PB,2512101,Pombal,2094486
PB,2512200,Prata,320888
PB,2512309,Princesa Isabel,1451899
PB,2512408,Puxinanã,902342
PB,2512507,Queimadas,3677172
PB,2512606,Quixabá,176.44
PB,2512705,Remígio,1452124
PB,2512721,Pedro Régis,496573
PB,2512747,Riachão,193701
PB,2512754,Riachão do Bacamarte,469039
PB,2512762,Riachão do Poço,424673
PB,2512788,Riacho de Santo Antônio,200991
PB,2512804,Riacho dos Cavalos,1016333
PB,2512903,Rio Tinto,2619318
PB,2513000,Salgadinho,311433
PB,2513109,Salgado de São Félix,919599
PB,2513158,Santa Cecília,613437
PB,2513208,Santa Cruz,431373
PB,2513307,Santa Helena,627226
PB,2513356,Santa Inês,316386
PB,2513406,Santa Luzia,1059417
PB,2513505,Santana de Mangueira,341148
PB,2513604,Santana dos Garrotes,559427
PB,2513653,Santarém,199763
PB,2513703,Santa Rita,6434839
PB,2513802,Santa Teresinha,501068
PB,2513851,Santo André,188463
PB,2513901,São Bento,2333429
PB,2513927,São Bentinho,306014
PB,2513943,São Domingos do Cariri,180137
PB,2513968,São Domingos de Pombal,189145
PB,2513984,São Francisco,220986
PB,2514008,São João do Cariri,399314
PB,2514107,São João do Tigre,494552
PB,2514206,São José da Lagoa Tapada,606067
PB,2514305,São José de Caiana,528451
PB,2514404,São José de Espinharas,297033
PB,2514453,São José dos Ramos,587398
PB,2514503,São José de Piranhas,1558948
PB,2514552,São José de Princesa,269162
PB,2514602,São José do Bonfim,270607
PB,2514651,São José do Brejo do Cruz,138.06
PB,2514701,São José do Sabugi,239606
PB,2514800,São José dos Cordeiros,264858
PB,2514909,São Mamede,519708
PB,2515005,São Miguel de Taipu,750625
PB,2515104,São Sebastião de Lagoa de Roça,680.03
PB,2515203,São Sebastião do Umbuzeiro,208466
PB,2515302,Sapé,4788163
PB,2515401,Seridó,994573
PB,2515500,Serra Branca,1249819
PB,2515609,Serra da Raiz,161.33
PB,2515708,Serra Grande,280299
PB,2515807,Serra Redonda,741298
PB,2515906,Serraria,507403
PB,2515930,Sertãozinho,272773
PB,2515971,Sobrado,801.81
PB,2516003,Solânea,1986506
PB,2516102,Soledade,953391
PB,2516151,Sossêgo,395714
PB,2516201,Sousa,6001783
PB,2516300,Sumé,1549696
PB,2516409,Campo de Santana,753578
PB,2516508,Taperoá,1366052
PB,2516607,Tavares,1194086
PB,2516706,Teixeira,1667329
PB,2516755,Tenório,289362
PB,2516805,Triunfo,732539
PB,2516904,Uiraúna,885854
PB,2517001,Umbuzeiro,746743
PB,2517100,Várzea,159417
PB,2517209,Vieirópolis,366866
PB,2517407,Zabelê,164676
PE,2600054,Abreu e Lima,8427004
PE,2600104,Afogados da Ingazeira,2444.71
PE,2600203,Afrânio,2139498
PE,2600302,Agrestina,2559967
PE,2600401,Água Preta,2012532
PE,2600500,Águas Belas,4977332
PE,2600609,Alagoinha,1190891
PE,2600708,Aliança,3739989
PE,2600807,Altinho,2318
PE,2600906,Amaraji,1695686
PE,2601003,Angelim,1082765
PE,2601052,Araçoiaba,1652018
PE,2601102,Araripina,7079632
PE,2601201,Arcoverde,4182268
PE,2601300,Barra de Guabiraba,979753
PE,2601409,Barreiros,4232183
PE,2601508,Belém de Maria,1304358
PE,2601607,Belém de São Francisco,2596.5
PE,2601706,Belo Jardim,6579487
PE,2601805,Betânia,1149053
PE,2601904,Bezerros,6963553
PE,2602001,Bodocó,3625105
PE,2602100,Bom Conselho,3333.47
PE,2602209,Bom Jardim,4390141
PE,2602308,Bonito,4077844
PE,2602407,Brejão,857344
PE,2602506,Brejinho,735.83
PE,2602605,Brejo da Madre de Deus,4362983
PE,2602704,Buenos Aires,1640544
PE,2602803,Buíque,4688726
PE,2602902,Cabo de Santo Agostinho,11395.71
PE,2603009,Cabrobó,3507635
PE,2603108,Cachoeirinha,2075174
PE,2603207,Caetés,2323499
PE,2603306,Calçado,727198
PE,2603405,Calumbi,760334
PE,2603454,Camaragibe,7481035
PE,2603504,Camocim de São Félix,2208087
PE,2603603,Camutanga,638.26
PE,2603702,Canhotinho,1806838
PE,2603801,Capoeiras,1465328
PE,2603900,Carnaíba,1155273
PE,2603926,Carnaubeira da Penha,1589273
PE,2604007,Carpina,6884431
PE,2604106,Caruaru,17849703
PE,2604155,Casinhas,1593735
PE,2604205,Catende,4566773
PE,2604304,Cedro,759373
PE,2604403,Chã de Alegria,1422834
PE,2604502,Chã Grande,1817818
PE,2604601,Condado,1502926
PE,2604700,Correntes,1695181
PE,2604809,Cortês,1073178
PE,2604908,Cumaru,1997481
PE,2605004,Cupira,1743292
PE,2605103,Custódia,3756495
PE,2605152,Dormentes,1221979
PE,2605202,Escada,4834695
PE,2605301,Exu,3501165
PE,2605400,Feira Nova,2914.83
PE,2605459,Fernando de Noronha,13854
PE,2605509,Ferreiros,762049
PE,2605608,Flores,1846581
PE,2605707,Floresta,3167481
PE,2605806,Frei Miguelinho,1902811
PE,2605905,Gameleira,2656145
PE,2606002,Garanhuns,10069237
PE,2606101,Glória do Goitá,2301089
PE,2606200,Goiana,6884109
PE,2606309,Granito,722805
PE,2606408,Gravatá,8447636
PE,2606507,Iati,1840194
PE,2606606,Ibimirim,2558758
PE,2606705,Ibirajuba,638699
PE,2606804,Igarassu,8347731
PE,2606903,Iguaraci,977534
PE,2607000,Inajá,3090929
PE,2607109,Ingazeira,383.88
PE,2607208,Ipojuca,8824.37
PE,2607307,Ipubi,2787429
PE,2607406,Itacuruba,402191
PE,2607505,Itaíba,2559174
PE,2607604,Itamaracá,2312628
PE,2607653,Itambé,2517.48
PE,2607703,Itapetim,1176647
PE,2607752,Itapissuma,1875588
PE,2607802,Itaquitinga,1019086
PE,2607901,Jaboatão dos Guararapes,37837594
PE,2607950,Jaqueira,1248724
PE,2608008,Jataúba,2241308
PE,2608057,Jatobá,1204125
PE,2608107,João Alfredo,2219625
PE,2608206,Joaquim Nabuco,1583.25
PE,2608255,Jucati,902823
PE,2608305,Jupi,1156256
PE,2608404,Jurema,1645999
PE,2608453,Lagoa do Carro,1359241
PE,2608503,Lagoa do Itaenga,1315232
PE,2608602,Lagoa do Ouro,1070095
PE,2608701,Lagoa dos Gatos,1520504
PE,2608750,Lagoa Grande,2268257
PE,2608800,Lajedo,3697801
PE,2608909,Limoeiro,3746618
PE,2609006,Macaparana,1409591
PE,2609105,Machados,1131.88
PE,2609154,Manari,2224576
PE,2609204,Maraial,1175238
PE,2609303,Mirandiba,1303.42
PE,2609402,Moreno,4573628
PE,2609501,Nazaré da Mata,1910337
PE,2609600,Olinda,24217231
PE,2609709,Orobó,1650918
PE,2609808,Orocó,1688489
PE,2609907,Ouricuri,5167273
PE,2610004,Palmares,5319152
PE,2610103,Palmeirina,726946
PE,2610202,Panelas,2233704
PE,2610301,Paranatama,1284433
PE,2610400,Parnamirim,1604781
PE,2610509,Passira,2630282
PE,2610608,Paudalho,4639919
PE,2610707,Paulista,18736526
PE,2610806,Pedra,2436845
PE,2610905,Pesqueira,6884235
PE,2611002,Petrolândia,2687317
PE,2611101,Petrolina,19627445
PE,2611200,Poção,1390802
PE,2611309,Pombos,2618834
PE,2611408,Primavera,1181136
PE,2611507,Quipapá,1894717
PE,2611533,Quixaba,524572
PE,2611606,Recife,50831.2
PE,2611705,Riacho das Almas,2578.96
PE,2611804,Ribeirão,2793472
PE,2611903,Rio Formoso,1694117
PE,2612000,Sairé,1125098
PE,2612109,Salgadinho,587948
PE,2612208,Salgueiro,4053028
PE,2612307,Saloá,1222.28
PE,2612406,Sanharó,2112236
PE,2612455,Santa Cruz,1199377
PE,2612471,Santa Cruz da Baixa Verde,806269
PE,2612505,Santa Cruz do Capibaribe,9160152
PE,2612554,Santa Filomena,1169068
PE,2612604,Santa Maria da Boa Vista,5946798
PE,2612703,Santa Maria do Cambucá,1817086
PE,2612802,Santa Terezinha,829555
PE,2612901,São Benedito do Sul,904444
PE,2613008,São Bento do Una,4392311
PE,2613107,São Caitano,3060308
PE,2613206,São João,2007712
PE,2613305,São Joaquim do Monte,2320804
PE,2613404,São José da Coroa Grande,1913136
PE,2613503,São José do Belmonte,2561307
PE,2613602,São José do Egito,2648987
PE,2613701,São Lourenço da Mata,6612466
PE,2613800,São Vicente Ferrer,1324614
PE,2613909,Serra Talhada,4706396
PE,2614006,Serrita,1613728
PE,2614105,Sertânia,3054879
PE,2614204,Sirinhaém,2534008
PE,2614303,Moreilândia,1516327
PE,2614402,Solidão,391287
PE,2614501,Surubim,4863374
PE,2614600,Tabira,2410947
PE,2614709,Tacaimbó,1189617
PE,2614808,Tacaratu,1783248
PE,2614857,Tamandaré,1663731
PE,2615003,Taquaritinga do Norte,1878422
PE,2615102,Terezinha,568402
PE,2615201,Terra Nova,708469
PE,2615300,Timbaúba,3096247
PE,2615409,Toritama,2456689
PE,2615508,Tracunhaém,1078.33
PE,2615607,Trindade,3195555
PE,2615706,Triunfo,917878
PE,2615805,Tupanatinga,2554443
PE,2615904,Tuparetama,813343
PE,2616001,Venturosa,1980155
PE,2616100,Verdejante,524817
PE,2616183,Vertente do Lério,998619
PE,2616209,Vertentes,1445.35
PE,2616308,Vicência,1498966
PE,2616407,Vitória de Santo Antão,11397697
PE,2616506,Xexéu,1342982
PE,2699919,Muribeca,
PE,2699929,Nossa Senhora do Ó de Goyanna,
PE,2699939,Cimbres,
PI,2200053,Acauã,670006
PI,2200103,Agricolândia,402694
PI,2200202,Água Branca,1419615
PI,2200251,Alagoinha do Piauí,732435
PI,2200277,Alegrete do Piauí,413084
PI,2200301,Alto Longá,1296162
PI,2200400,Altos,1979.18
PI,2200459,Alvorada do Gurguéia,495044
PI,2200509,Amarante,1763374
PI,2200608,Angical do Piauí,974264
PI,2200707,Anísio de Abreu,656271
PI,2200806,Antônio Almeida,232341
PI,2200905,Aroazes,478179
PI,2200954,Aroeiras de Itaim,360578
PI,2201002,Arraial,407391
PI,2201051,Assunção do Piauí,609463
PI,2201101,Avelino Lopes,1207543
PI,2201150,Baixa Grande do Ribeiro,897692
PI,2201176,Barra D'Alcântara,407073
PI,2201200,Barras,6193582
PI,2201309,Barreiras do Piauí,363188
PI,2201408,Barro Duro,712583
PI,2201507,Batalha,2200905
PI,2201556,Bela Vista do Piauí,327334
PI,2201572,Belém do Piauí,346234
PI,2201606,Beneditinos,896487
PI,2201705,Bertolínia,459624
PI,2201739,Betânia do Piauí,600536
PI,2201770,Boa Hora,898296
PI,2201804,Bocaina,338.77
PI,2201903,Bom Jesus,2227467
PI,2201919,Bom Princípio do Piauí,507057
PI,2201929,Bonfim do Piauí,504579
PI,2201945,Boqueirão do Piauí,619867
PI,2201960,Brasileira,691417
PI,2201988,Brejo do Piauí,476598
PI,2202000,Buriti dos Lopes,1536973
PI,2202026,Buriti dos Montes,721059
PI,2202059,Cabeceiras do Piauí,897.07
PI,2202075,Cajazeiras do Piauí,203839
PI,2202083,Cajueiro da Praia,361489
PI,2202091,Caldeirão Grande do Piauí,486644
PI,2202109,Campinas do Piauí,613.47
PI,2202117,Campo Alegre do Fidalgo,595.67
PI,2202133,Campo Grande do Piauí,538968
PI,2202174,Campo Largo do Piauí,863735
PI,2202208,Campo Maior,4024183
PI,2202251,Canavieira,345707
PI,2202307,Canto do Buriti,1847.55
PI,2202406,Capitão de Campos,945577
PI,2202455,Capitão Gervásio Oliveira,629033
PI,2202505,Caracol,1070507
PI,2202539,Caraúbas do Piauí,520175
PI,2202554,Caridade do Piauí,640883
PI,2202604,Castelo do Piauí,1584058
PI,2202653,Caxingó,535112
PI,2202703,Cocal,2251204
PI,2202711,Cocal de Telha,472875
PI,2202729,Cocal dos Alves,496219
PI,2202737,Coivaras,373456
PI,2202752,Colônia do Gurguéia,767141
PI,2202778,Colônia do Piauí,727765
PI,2202802,Conceição do Canindé,634963
PI,2202851,Coronel José Dias,570.27
PI,2202901,Corrente,1701.61
PI,2203008,Cristalândia do Piauí,578327
PI,2203107,Cristino Castro,924142
PI,2203206,Curimatá,862729
PI,2203230,Currais,446729
PI,2203255,Curralinhos,381055
PI,2203271,Curral Novo do Piauí,552727
PI,2203305,Demerval Lobão,1851693
PI,2203354,Dirceu Arcoverde,639303
PI,2203404,Dom Expedito Lopes,389442
PI,2203420,Domingos Mourão,391901
