UF,COD,MUN,OPERACOES_CREDITO
PE,2604007,Carpina,204841.711810815
PE,2604106,Caruaru,1307118.2637138
PE,2604155,Casinhas,
PE,2604205,Catende,47219.207898902
PE,2604304,Cedro,
PE,2604403,Chã de Alegria,
PE,2604502,Chã Grande,17617.2586207563
PE,2604601,Condado,
PE,2604700,Correntes,
PE,2604809,Cortês,
PE,2604908,Cumaru,
PE,2605004,Cupira,12257.7370535969
PE,2605103,Custódia,51339.4019083205
PE,2605152,Dormentes,
PE,2605202,Escada,90220.9050784091
PE,2605301,Exu,55011.9027363763
PE,2605400,Feira Nova,
PE,2605459,Fernando de Noronha,4899.6228874535
PE,2605509,Ferreiros,
PE,2605608,Flores,
PE,2605707,Floresta,32611.2762371928
PE,2605806,Frei Miguelinho,
PE,2605905,Gameleira,336.5442149829
PE,2606002,Garanhuns,499415.292324528
PE,2606101,Glória do Goitá,
PE,2606200,Goiana,192377.872649188
PE,2606309,Granito,
PE,2606408,Gravatá,131297.41110027
PE,2606507,Iati,
PE,2606606,Ibimirim,22388.8681624156
PE,2606705,Ibirajuba,
PE,2606804,Igarassu,130689.746959154
PE,2606903,Iguaraci,
PE,2607000,Inajá,
PE,2607109,Ingazeira,
PE,2607208,Ipojuca,137945.856656888
PE,2607307,Ipubi,481.3847496494
PE,2607406,Itacuruba,
PE,2607505,Itaíba,44410.0898783552
PE,2607604,Itamaracá,41664.2614095489
PE,2607653,Itambé,65912.9397568033
PE,2607703,Itapetim,
PE,2607752,Itapissuma,397.8355407794
PE,2607802,Itaquitinga,
PE,2607901,Jaboatão dos Guararapes,842792.6625348
PE,2607950,Jaqueira,
PE,2608008,Jataúba,
PE,2608057,Jatobá,
PE,2608107,João Alfredo,29775.9218206518
PE,2608206,Joaquim Nabuco,
PE,2608255,Jucati,
PE,2608305,Jupi,
PE,2608404,Jurema,
PE,2608453,Lagoa do Carro,
PE,2608503,Lagoa do Itaenga,32532.4038483612
PE,2608602,Lagoa do Ouro,
PE,2608701,Lagoa dos Gatos,
PE,2608750,Lagoa Grande,17950.9811674421
PE,2608800,Lajedo,111740.0304131
PE,2608909,Limoeiro,206627.93722682
PE,2609006,Macaparana,
PE,2609105,Machados,
PE,2609154,Manari,
PE,2609204,Maraial,
PE,2609303,Mirandiba,
PE,2609402,Moreno,22074.6982150259
PE,2609501,Nazaré da Mata,72223.4720489578
PE,2609600,Olinda,499259.677033545
PE,2609709,Orobó,9367.96806124
PE,2609808,Orocó,
PE,2609907,Ouricuri,118939.99683112
PE,2610004,Palmares,153911.573002985
PE,2610103,Palmeirina,
PE,2610202,Panelas,
PE,2610301,Paranatama,
PE,2610400,Parnamirim,13822.8305697181
PE,2610509,Passira,
PE,2610608,Paudalho,47906.0165761093
PE,2610707,Paulista,318943.412083141
PE,2610806,Pedra,
PE,2610905,Pesqueira,152956.199171112
PE,2611002,Petrolândia,60912.582129797
PE,2611101,Petrolina,1236320.25525999
PE,2611200,Poção,
PE,2611309,Pombos,
PE,2611408,Primavera,
PE,2611507,Quipapá,
PE,2611533,Quixaba,
PE,2611606,Recife,14564929.4092968
PE,2611705,Riacho das Almas,
PE,2611804,Ribeirão,55764.5452359315
PE,2611903,Rio Formoso,248.0722909616
PE,2612000,Sairé,
PE,2612109,Salgadinho,
PE,2612208,Salgueiro,156297.884440258
PE,2612307,Saloá,
PE,2612406,Sanharó,32681.9483302849
PE,2612455,Santa Cruz,
PE,2612471,Santa Cruz da Baixa Verde,
PE,2612505,Santa Cruz do Capibaribe,287401.420807631
PE,2612554,Santa Filomena,
PE,2612604,Santa Maria da Boa Vista,40892.9956367114
PE,2612703,Santa Maria do Cambucá,
PE,2612802,Santa Terezinha,
PE,2612901,São Benedito do Sul,
PE,2613008,São Bento do Una,47394.3753516452
PE,2613107,São Caitano,11758.51178219
PE,2613206,São João,
PE,2613305,São Joaquim do Monte,
PE,2613404,São José da Coroa Grande,
PE,2613503,São José do Belmonte,35805.9634827012
PE,2613602,São José do Egito,40245.1657102536
PE,2613701,São Lourenço da Mata,100001.60896169
PE,2613800,São Vicente Ferrer,
PE,2613909,Serra Talhada,221871.687144998
PE,2614006,Serrita,
PE,2614105,Sertânia,66071.8562553069
PE,2614204,Sirinhaém,729.6718706829
PE,2614303,Moreilândia,
PE,2614402,Solidão,
PE,2614501,Surubim,152685.933314838
PE,2614600,Tabira,40318.1003009056
PE,2614709,Tacaimbó,
PE,2614808,Tacaratu,14301.7874332796
PE,2614857,Tamandaré,
PE,2615003,Taquaritinga do Norte,22102.0083238439
PE,2615102,Terezinha,
PE,2615201,Terra Nova,
PE,2615300,Timbaúba,154529.622493566
PE,2615409,Toritama,54069.4580870395
PE,2615508,Tracunhaém,
PE,2615607,Trindade,37765.5090753528
PE,2615706,Triunfo,35978.6505450619
PE,2615805,Tupanatinga,
PE,2615904,Tuparetama,
PE,2616001,Venturosa,44941.9190040797
PE,2616100,Verdejante,
PE,2616183,Vertente do Lério,
PE,2616209,Vertentes,
PE,2616308,Vicência,19456.3864888942
PE,2616407,Vitória de Santo Antão,271334.071023472
PE,2616506,Xexéu,
PE,2699919,Muribeca,
PE,2699929,Nossa Senhora do Ó de Goyanna,
PE,2699939,Cimbres,
PI,2200053,Acauã,
PI,2200103,Agricolândia,
PI,2200202,Água Branca,97411.9833944301
PI,2200251,Alagoinha do Piauí,
PI,2200277,Alegrete do Piauí,
PI,2200301,Alto Longá,
PI,2200400,Altos,131593.759777477
PI,2200459,Alvorada do Gurguéia,
PI,2200509,Amarante,658.8895185722
PI,2200608,Angical do Piauí,
PI,2200707,Anísio de Abreu,
PI,2200806,Antônio Almeida,
PI,2200905,Aroazes,
PI,2200954,Aroeiras de Itaim,
PI,2201002,Arraial,
PI,2201051,Assunção do Piauí,
PI,2201101,Avelino Lopes,
PI,2201150,Baixa Grande do Ribeiro,
PI,2201176,Barra D'Alcântara,
PI,2201200,Barras,65671.7249642476
PI,2201309,Barreiras do Piauí,
PI,2201408,Barro Duro,
PI,2201507,Batalha,20120.1707203273
PI,2201556,Bela Vista do Piauí,
PI,2201572,Belém do Piauí,
PI,2201606,Beneditinos,
PI,2201705,Bertolínia,
PI,2201739,Betânia do Piauí,
PI,2201770,Boa Hora,
PI,2201804,Bocaina,
PI,2201903,Bom Jesus,268385.102563921
PI,2201919,Bom Princípio do Piauí,
PI,2201929,Bonfim do Piauí,
PI,2201945,Boqueirão do Piauí,
PI,2201960,Brasileira,
PI,2201988,Brejo do Piauí,
PI,2202000,Buriti dos Lopes,29680.1859274774
PI,2202026,Buriti dos Montes,
PI,2202059,Cabeceiras do Piauí,
PI,2202075,Cajazeiras do Piauí,
PI,2202083,Cajueiro da Praia,
PI,2202091,Caldeirão Grande do Piauí,
PI,2202109,Campinas do Piauí,
PI,2202117,Campo Alegre do Fidalgo,
PI,2202133,Campo Grande do Piauí,
PI,2202174,Campo Largo do Piauí,
PI,2202208,Campo Maior,184908.167167983
PI,2202251,Canavieira,
PI,2202307,Canto do Buriti,58250.4546947791
PI,2202406,Capitão de Campos,
PI,2202455,Capitão Gervásio Oliveira,
PI,2202505,Caracol,
PI,2202539,Caraúbas do Piauí,
PI,2202554,Caridade do Piauí,
PI,2202604,Castelo do Piauí,
PI,2202653,Caxingó,
PI,2202703,Cocal,22303.2235946567
PI,2202711,Cocal de Telha,
PI,2202729,Cocal dos Alves,
PI,2202737,Coivaras,
PI,2202752,Colônia do Gurguéia,
PI,2202778,Colônia do Piauí,
PI,2202802,Conceição do Canindé,
PI,2202851,Coronel José Dias,
PI,2202901,Corrente,115834.266299286
PI,2203008,Cristalândia do Piauí,
PI,2203107,Cristino Castro,
PI,2203206,Curimatá,28333.7811114002
PI,2203230,Currais,
PI,2203255,Curralinhos,
PI,2203271,Curral Novo do Piauí,
PI,2203305,Demerval Lobão,
PI,2203354,Dirceu Arcoverde,
PI,2203404,Dom Expedito Lopes,
PI,2203420,Domingos Mourão,
PI,2203453,Dom Inocêncio,
PI,2203503,Elesbão Veloso,24146.3115992122
PI,2203602,Eliseu Martins,
PI,2203701,Esperantina,74803.1449896473
PI,2203750,Fartura do Piauí,
PI,2203800,Flores do Piauí,
PI,2203859,Floresta do Piauí,
PI,2203909,Floriano,236574.146226035
PI,2204006,Francinópolis,
PI,2204105,Francisco Ayres,
PI,2204154,Francisco Macedo,
PI,2204204,Francisco Santos,
PI,2204303,Fronteiras,27211.0349643833
PI,2204352,Geminiano,
PI,2204402,Gilbués,27159.6455110061
PI,2204501,Guadalupe,20269.8670271695
PI,2204550,Guaribas,
PI,2204600,Hugo Napoleão,
PI,2204659,Ilha Grande,
PI,2204709,Inhuma,
PI,2204808,Ipiranga do Piauí,
PI,2204907,Isaías Coelho,
PI,2205003,Itainópolis,
PI,2205102,Itaueira,26738.6341370699
PI,2205151,Jacobina do Piauí,
PI,2205201,Jaicós,
PI,2205250,Jardim do Mulato,
PI,2205276,Jatobá do Piauí,
PI,2205300,Jerumenha,
PI,2205359,João Costa,
PI,2205409,Joaquim Pires,
PI,2205458,Joca Marques,
PI,2205508,José de Freitas,65972.0276523711
PI,2205516,Juazeiro do Piauí,
PI,2205524,Júlio Borges,
PI,2205532,Jurema,
PI,2205540,Lagoinha do Piauí,
PI,2205557,Lagoa Alegre,
PI,2205565,Lagoa do Barro do Piauí,
PI,2205573,Lagoa de São Francisco,
PI,2205581,Lagoa do Piauí,
PI,2205599,Lagoa do Sítio,
PI,2205607,Landri Sales,
PI,2205706,Luís Correia,66294.4293980771
PI,2205805,Luzilândia,38245.8769918308
PI,2205854,Madeiro,
PI,2205904,Manoel Emídio,
PI,2205953,Marcolândia,
PI,2206001,Marcos Parente,
PI,2206050,Massapê do Piauí,
PI,2206100,Matias Olímpio,
PI,2206209,Miguel Alves,24492.5306055403
PI,2206308,Miguel Leão,
PI,2206357,Milton Brandão,
PI,2206407,Monsenhor Gil,
PI,2206506,Monsenhor Hipólito,
PI,2206605,Monte Alegre do Piauí,
PI,2206654,Morro Cabeça no Tempo,
PI,2206670,Morro do Chapéu do Piauí,
PI,2206696,Murici dos Portelas,
PI,2206704,Nazaré do Piauí,
PI,2206720,Nazária,
PI,2206753,Nossa Senhora de Nazaré,
PI,2206803,Nossa Senhora dos Remédios,
PI,2206902,Novo Oriente do Piauí,
PI,2206951,Novo Santo Antônio,
PI,2207009,Oeiras,145621.531235242
PI,2207108,Olho D'Água do Piauí,
PI,2207207,Padre Marcos,
PI,2207306,Paes Landim,
PI,2207355,Pajeú do Piauí,
PI,2207405,Palmeira do Piauí,
PI,2207504,Palmeirais,
PI,2207553,Paquetá,
PI,2207603,Parnaguá,
PI,2207702,Parnaíba,533573.786115685
PI,2207751,Passagem Franca do Piauí,
PI,2207777,Patos do Piauí,
PI,2207793,Pau D'Arco do Piauí,
PI,2207801,Paulistana,77199.0065205652
PI,2207850,Pavussu,
PI,2207900,Pedro II,63511.3206924506
PI,2207934,Pedro Laurentino,
PI,2207959,Nova Santa Rita,
PI,2208007,Picos,508882.756461505
PI,2208106,Pimenteiras,
PI,2208205,Pio IX,
PI,2208304,Piracuruca,65987.9176395855
PI,2208403,Piripiri,139763.172053384
PI,2208502,Porto,
PI,2208551,Porto Alegre do Piauí,
PI,2208601,Prata do Piauí,
PI,2208650,Queimada Nova,
PI,2208700,Redenção do Gurguéia,
PI,2208809,Regeneração,33400.7833145696
PI,2208858,Riacho Frio,
PI,2208874,Ribeira do Piauí,
PI,2208908,Ribeiro Gonçalves,24819.6892403339
PI,2209005,Rio Grande do Piauí,
PI,2209104,Santa Cruz do Piauí,
PI,2209153,Santa Cruz dos Milagres,
PI,2209203,Santa Filomena,
PI,2209302,Santa Luz,
PI,2209351,Santana do Piauí,
PI,2209377,Santa Rosa do Piauí,
PI,2209401,Santo Antônio de Lisboa,
PI,2209450,Santo Antônio dos Milagres,
PI,2209500,Santo Inácio do Piauí,
PI,2209559,São Braz do Piauí,
PI,2209609,São Félix do Piauí,
PI,2209658,São Francisco de Assis do Piauí,
PI,2209708,São Francisco do Piauí,
PI,2209757,São Gonçalo do Gurguéia,
PI,2209807,São Gonçalo do Piauí,
PI,2209856,São João da Canabrava,
PI,2209872,São João da Fronteira,
PI,2209906,São João da Serra,
PI,2209955,São João da Varjota,
PI,2209971,São João do Arraial,
PI,2210003,São João do Piauí,85814.9424446743
PI,2210052,São José do Divino,
PI,2210102,São José do Peixe,
PI,2210201,São José do Piauí,
PI,2210300,São Julião,
PI,2210359,São Lourenço do Piauí,
PI,2210375,São Luis do Piauí,
PI,2210383,São Miguel da Baixa Grande,
PI,2210391,São Miguel do Fidalgo,
PI,2210409,São Miguel do Tapuio,
PI,2210508,São Pedro do Piauí,32053.3559773557
PI,2210607,São Raimundo Nonato,191597.62557923
PI,2210623,Sebastião Barros,
PI,2210631,Sebastião Leal,
PI,2210656,Sigefredo Pacheco,
PI,2210706,Simões,
PI,2210805,Simplício Mendes,37459.7787557786
PI,2210904,Socorro do Piauí,
PI,2210938,Sussuapara,
PI,2210953,Tamboril do Piauí,
PI,2210979,Tanque do Piauí,
PI,2211001,Teresina,5600620.20358908
PI,2211100,União,70109.9129838433
PI,2211209,Uruçuí,214262.404684657
PI,2211308,Valença do Piauí,99971.1862232761
PI,2211357,Várzea Branca,
PI,2211407,Várzea Grande,
PI,2211506,Vera Mendes,
PI,2211605,Vila Nova do Piauí,
PI,2211704,Wall Ferraz,
PR,4100103,Abatiá,26619.5548345318
PR,4100202,Adrianópolis,5348.2589584394
PR,4100301,Agudos do Sul,5320.8399032101
PR,4100400,Almirante Tamandaré,219330.475787756
PR,4100459,Altamira do Paraná,
PR,4100509,Altônia,122686.98812709
PR,4100608,Alto Paraná,32265.0795451899
PR,4100707,Alto Piquiri,64140.9915710973
PR,4100806,Alvorada do Sul,58120.847843645
PR,4100905,Amaporã,
PR,4101002,Ampére,102613.751870746
PR,4101051,Anahy,
PR,4101101,Andirá,88536.007262949
PR,4101150,Ângulo,
PR,4101200,Antonina,63729.4458463996
PR,4101309,Antônio Olinto,
PR,4101408,Apucarana,745564.633624344
PR,4101507,Arapongas,576984.488249569
PR,4101606,Arapoti,171038.143550631
PR,4101655,Arapuã,
PR,4101705,Araruna,32633.3083517997
PR,4101804,Araucária,762316.088989612
PR,4101853,Ariranha do Ivaí,
PR,4101903,Assaí,117982.714468139
PR,4102000,Assis Chateaubriand,400194.172827623
PR,4102109,Astorga,175484.629436447
PR,4102208,Atalaia,
PR,4102307,Balsa Nova,44656.9016287115
PR,4102406,Bandeirantes,244395.02974419
PR,4102505,Barbosa Ferraz,35191.2935185475
PR,4102604,Barracão,24891.5383046958
PR,4102703,Barra do Jacaré,
PR,4102752,Bela Vista da Caroba,
PR,4102802,Bela Vista do Paraíso,51178.1389053856
PR,4102901,Bituruna,33416.4864740025
PR,4103008,Boa Esperança,52326.6834750728
PR,4103024,Boa Esperança do Iguaçu,
PR,4103040,Boa Ventura de São Roque,
PR,4103057,Boa Vista da Aparecida,
PR,4103107,Bocaiúva do Sul,
PR,4103156,Bom Jesus do Sul,
PR,4103206,Bom Sucesso,
PR,4103222,Bom Sucesso do Sul,
PR,4103305,Borrazópolis,69961.6014777703
PR,4103354,Braganey,
PR,4103370,Brasilândia do Sul,
PR,4103404,Cafeara,
PR,4103453,Cafelândia,79420.282521338
PR,4103479,Cafezal do Sul,
PR,4103503,Califórnia,
PR,4103602,Cambará,137254.938643559
PR,4103701,Cambé,358173.268121596
PR,4103800,Cambira,4085.6894996376
PR,4103909,Campina da Lagoa,37563.1934020332
PR,4103958,Campina do Simão,
PR,4104006,Campina Grande do Sul,120740.82412898
PR,4104055,Campo Bonito,
PR,4104105,Campo do Tenente,
PR,4104204,Campo Largo,515673.251074462
PR,4104253,Campo Magro,35983.2297946195
PR,4104303,Campo Mourão,1874133.74580298
PR,4104402,Cândido de Abreu,3928.0414173835
PR,4104428,Candói,91171.3544449881
PR,4104451,Cantagalo,
PR,4104501,Capanema,163824.947362989
PR,4104600,Capitão Leônidas Marques,46889.5732490839
PR,4104659,Carambeí,137685.623933769
PR,4104709,Carlópolis,40482.9834749508
PR,4104808,Cascavel,3570531.23693635
PR,4104907,Castro,337062.416181443
PR,4105003,Catanduvas,52795.2300496295
PR,4105102,Centenário do Sul,42663.5730227935
PR,4105201,Cerro Azul,60643.9863476257
PR,4105300,Céu Azul,25875.4005292646
PR,4105409,Chopinzinho,186026.509517294
PR,4105508,Cianorte,523945.722280028
PR,4105607,Cidade Gaúcha,95214.0122998716
PR,4105706,Clevelândia,103561.907237188
PR,4105805,Colombo,454176.521477085
PR,4105904,Colorado,140295.707799407
PR,4106001,Congonhinhas,
PR,4106100,Conselheiro Mairinck,
PR,4106209,Contenda,89377.812117999
PR,4106308,Corbélia,123223.73121725
PR,4106407,Cornélio Procópio,427853.22912521
PR,4106456,Coronel Domingos Soares,
PR,4106506,Coronel Vivida,259667.830726087
PR,4106555,Corumbataí do Sul,
PR,4106571,Cruzeiro do Iguaçu,
PR,4106605,Cruzeiro do Oeste,117646.090621642
PR,4106704,Cruzeiro do Sul,2484.4739039271
PR,4106803,Cruz Machado,22870.3552954394
PR,4106852,Cruzmaltina,
PR,4106902,Curitiba,36208855.1739211
PR,4107009,Curiúva,
PR,4107108,Diamante do Norte,2438.1213625418
PR,4107124,Diamante do Sul,
PR,4107157,Diamante D'Oeste,
PR,4107207,Dois Vizinhos,352776.467192687
PR,4107256,Douradina,3174.9482559666
PR,4107306,Doutor Camargo,2687.651960285
PR,4107405,Enéas Marques,
PR,4107504,Engenheiro Beltrão,103778.599898967
PR,4107520,Esperança Nova,
PR,4107538,Entre Rios do Oeste,108955.459025334
PR,4107546,Espigão Alto do Iguaçu,
PR,4107553,Farol,
PR,4107603,Faxinal,117230.32792702
PR,4107652,Fazenda Rio Grande,379085.985917955
PR,4107702,Fênix,1848.1559815884
PR,4107736,Fernandes Pinheiro,
PR,4107751,Figueira,1679.2912318721
PR,4107801,Floraí,
PR,4107850,Flor da Serra do Sul,
PR,4107900,Floresta,
PR,4108007,Florestópolis,5638.1999240304
PR,4108106,Flórida,
PR,4108205,Formosa do Oeste,43513.7089967836
PR,4108304,Foz do Iguaçu,1168522.17243376
PR,4108320,Francisco Alves,
PR,4108403,Francisco Beltrão,566348.290766573
PR,4108452,Foz do Jordão,
PR,4108502,General Carneiro,
PR,4108551,Godoy Moreira,
PR,4108601,Goioerê,210534.388878278
PR,4108650,Goioxim,
PR,4108700,Grandes Rios,18449.364182457
PR,4108809,Guaíra,171353.402962133
PR,4108908,Guairaçá,
PR,4108957,Guamiranga,
PR,4109005,Guapirama,
PR,4109104,Guaporema,
PR,4109203,Guaraci,
PR,4109302,Guaraniaçu,52577.9016483505
PR,4109401,Guarapuava,1663381.50698077
PR,4109500,Guaraqueçaba,
PR,4109609,Guaratuba,115573.806057557
PR,4109658,Honório Serpa,
PR,4109708,Ibaiti,211754.876144986
PR,4109757,Ibema,
PR,4109807,Ibiporã,188376.500671265
PR,4109906,Icaraíma,36367.8565674937
PR,4110003,Iguaraçu,44033.2175522526
PR,4110052,Iguatu,
PR,4110078,Imbaú,800.251206188
PR,4110102,Imbituva,106342.873330061
PR,4110201,Inácio Martins,5814.7018609271
PR,4110300,Inajá,
PR,4110409,Indianópolis,
PR,4110508,Ipiranga,31175.0908275523
PR,4110607,Iporã,127915.557858103
PR,4110656,Iracema do Oeste,
PR,4110706,Irati,278693.302218482
PR,4110805,Iretama,56910.839121525
PR,4110904,Itaguajé,2912.5978596338
PR,4110953,Itaipulândia,
PR,4111001,Itambaracá,
PR,4111100,Itambé,4061.5143347408
PR,4111209,Itapejara d'Oeste,87369.3023328433
PR,4111258,Itaperuçu,17816.1348252461
PR,4111308,Itaúna do Sul,4318.5561093573
PR,4111407,Ivaí,50606.8821171932
PR,4111506,Ivaiporã,147713.316769401
PR,4111555,Ivaté,2907.3671192877
PR,4111605,Ivatuba,
PR,4111704,Jaboti,
PR,4111803,Jacarezinho,202640.605772335
PR,4111902,Jaguapitã,130079.162266653
PR,4112009,Jaguariaíva,136298.996452697
PR,4112108,Jandaia do Sul,215926.967149296
PR,4112207,Janiópolis,42992.6795669154
PR,4112306,Japira,
PR,4112405,Japurá,53644.1868646708
PR,4112504,Jardim Alegre,48615.8641377718
PR,4112603,Jardim Olinda,
PR,4112702,Jataizinho,15572.9518451017
PR,4112751,Jesuítas,3954.3810718237
PR,4112801,Joaquim Távora,78513.839191713
PR,4112900,Jundiaí do Sul,
PR,4112959,Juranda,27181.3275969826
PR,4113007,Jussara,
PR,4113106,Kaloré,
PR,4113205,Lapa,233470.695693193
PR,4113254,Laranjal,
PR,4113304,Laranjeiras do Sul,276423.56431629
PR,4113403,Leópolis,
PR,4113429,Lidianópolis,
PR,4113452,Lindoeste,
PR,4113502,Loanda,193066.573231143
PR,4113601,Lobato,
PR,4113700,Londrina,6457505.389378
PR,4113734,Luiziana,
PR,4113759,Lunardelli,
PR,4113809,Lupionópolis,
PR,4113908,Mallet,86352.2608943956
PR,4114005,Mamborê,86422.6612777633
PR,4114104,Mandaguaçu,199606.502474218
PR,4114203,Mandaguari,158610.790060834
PR,4114302,Mandirituba,76683.0520683025
PR,4114351,Manfrinópolis,
PR,4114401,Mangueirinha,227458.064892757
PR,4114500,Manoel Ribas,126085.861511412
PR,4114609,Marechal Cândido Rondon,557296.462876376
PR,4114708,Maria Helena,
PR,4114807,Marialva,215007.304988443
PR,4114906,Marilândia do Sul,55714.9684933241
PR,4115002,Marilena,
PR,4115101,Mariluz,3126.1945181765
PR,4115200,Maringá,5638690.17106747
PR,4115309,Mariópolis,
PR,4115358,Maripá,28427.6141614324
PR,4115408,Marmeleiro,137460.524896894
PR,4115457,Marquinho,
PR,4115507,Marumbi,
PR,4115606,Matelândia,36288.5133901541
PR,4115705,Matinhos,115681.673067991
PR,4115739,Mato Rico,
PR,4115754,Mauá da Serra,7095.8613402913
PR,4115804,Medianeira,283694.954076349
PR,4115853,Mercedes,
PR,4115903,Mirador,
PR,4116000,Miraselva,
PR,4116059,Missal,52499.0485110935
PR,4116109,Moreira Sales,126613.591364338
PR,4116208,Morretes,63875.7512508844
PR,4116307,Munhoz de Melo,
PR,4116406,Nossa Senhora das Graças,
PR,4116505,Nova Aliança do Ivaí,
PR,4116604,Nova América da Colina,
PR,4116703,Nova Aurora,95396.1247581784
PR,4116802,Nova Cantu,33635.3335620017
PR,4116901,Nova Esperança,145690.996604631
PR,4116950,Nova Esperança do Sudoeste,
PR,4117008,Nova Fátima,2944.5747251671
PR,4117057,Nova Laranjeiras,43630.7909484493
PR,4117107,Nova Londrina,98998.9672635629
PR,4117206,Nova Olímpia,2736.129175457
PR,4117214,Nova Santa Bárbara,
PR,4117222,Nova Santa Rosa,43691.7164943269
PR,4117255,Nova Prata do Iguaçu,1386.6896111539
PR,4117271,Nova Tebas,
PR,4117297,Novo Itacolomi,
PR,4117305,Ortigueira,10390.8147245235
PR,4117404,Ourizona,
PR,4117453,Ouro Verde do Oeste,
PR,4117503,Paiçandu,207997.024335685
PR,4117602,Palmas,184046.087779587
PR,4117701,Palmeira,131703.123597841
PR,4117800,Palmital,85189.2111382631
PR,4117909,Palotina,407851.697108882
PR,4118006,Paraíso do Norte,44452.3300208687
PR,4118105,Paranacity,94264.1487937128
PR,4118204,Paranaguá,611916.06402462
PR,4118303,Paranapoema,
PR,4118402,Paranavaí,621266.821178102
PR,4118451,Pato Bragado,
PR,4118501,Pato Branco,826997.078917132
PR,4118600,Paula Freitas,
PR,4118709,Paulo Frontin,
PR,4118808,Peabiru,1864.1089739563
PR,4118857,Perobal,
PR,4118907,Pérola,51602.9052114548
PR,4119004,Pérola d'Oeste,
PR,4119103,Piên,27798.8957981962
PR,4119152,Pinhais,634706.729614376
PR,4119202,Pinhalão,3323.0204299636
PR,4119251,Pinhal de São Bento,
PR,4119301,Pinhão,60966.220079589
PR,4119400,Piraí do Sul,64952.6432097785
PR,4119509,Piraquara,142313.359457318
PR,4119608,Pitanga,344404.863503624
PR,4119657,Pitangueiras,
PR,4119707,Planaltina do Paraná,1476.3936359543
PR,4119806,Planalto,9925.3816546346
PR,4119905,Ponta Grossa,3287455.6908992
PR,4119954,Pontal do Paraná,33057.2713421621
PR,4120002,Porecatu,165417.869030301
PR,4120101,Porto Amazonas,1670.3353118266
PR,4120150,Porto Barreiro,
PR,4120200,Porto Rico,
PR,4120309,Porto Vitória,
PR,4120333,Prado Ferreira,
PR,4120358,Pranchita,
PR,4120408,Presidente Castelo Branco,
PR,4120507,Primeiro de Maio,23973.4832127919
PR,4120606,Prudentópolis,211173.680731368
PR,4120655,Quarto Centenário,
PR,4120705,Quatiguá,4692.9222304661
PR,4120804,Quatro Barras,81961.6649550727
PR,4120853,Quatro Pontes,31629.5859402759
PR,4120903,Quedas do Iguaçu,117298.265858972
PR,4121000,Querência do Norte,
PR,4121109,Quinta do Sol,1977.1765347666
PR,4121208,Quitandinha,
PR,4121257,Ramilândia,
PR,4121307,Rancho Alegre,
PR,4121356,Rancho Alegre D'Oeste,
PR,4121406,Realeza,148675.97294693
PR,4121505,Rebouças,58577.4982576605
PR,4121604,Renascença,
PR,4121703,Reserva,56587.7202546624
PR,4121752,Reserva do Iguaçu,
PR,4121802,Ribeirão Claro,62723.7444605064
PR,4121901,Ribeirão do Pinhal,50927.1329369652
PR,4122008,Rio Azul,49632.0453808602
PR,4122107,Rio Bom,
PR,4122156,Rio Bonito do Iguaçu,421.5180403788
PR,4122172,Rio Branco do Ivaí,
PR,4122206,Rio Branco do Sul,61098.777234542
PR,4122305,Rio Negro,152586.536122189
PR,4122404,Rolândia,333106.662122316
PR,4122503,Roncador,38956.9330273398
PR,4122602,Rondon,34944.895239511
PR,4122651,Rosário do Ivaí,4160.9714697925
PR,4122701,Sabáudia,5388.3656764504
PR,4122800,Salgado Filho,
PR,4122909,Salto do Itararé,2004.6839722251
PR,4123006,Salto do Lontra,108857.855291881
PR,4123105,Santa Amélia,
PR,4123204,Santa Cecília do Pavão,50088.9596289559
PR,4123303,Santa Cruz de Monte Castelo,79212.0006100126
PR,4123402,Santa Fé,5313.9355884748
PR,4123501,Santa Helena,140267.19665485
PR,4123600,Santa Inês,
PR,4123709,Santa Isabel do Ivaí,33925.6954370209
PR,4123808,Santa Izabel do Oeste,70150.6598167122
PR,4123824,Santa Lúcia,
PR,4123857,Santa Maria do Oeste,
PR,4123907,Santa Mariana,4486.4307155853
PR,4123956,Santa Mônica,
PR,4124004,Santana do Itararé,
PR,4124020,Santa Tereza do Oeste,
PR,4124053,Santa Terezinha de Itaipu,70086.372683375
PR,4124103,Santo Antônio da Platina,216232.964365701
PR,4124202,Santo Antônio do Caiuá,
PR,4124301,Santo Antônio do Paraíso,
PR,4124400,Santo Antônio do Sudoeste,118867.31338601
PR,4124509,Santo Inácio,17724.6894080093
PR,4124608,São Carlos do Ivaí,2290.0960048741
PR,4124707,São Jerônimo da Serra,3681.4401217413
PR,4124806,São João,92451.1374367631
PR,4124905,São João do Caiuá,2908.8551785028
PR,4125001,São João do Ivaí,29465.6459417756
PR,4125100,São João do Triunfo,19172.7053478227
PR,4125209,São Jorge d'Oeste,
PR,4125308,São Jorge do Ivaí,
PR,4125357,São Jorge do Patrocínio,
PR,4125407,São José da Boa Vista,
PR,4125456,São José das Palmeiras,
PR,4125506,São José dos Pinhais,1732141.47329633
PR,4125555,São Manoel do Paraná,
PR,4125605,São Mateus do Sul,207102.931766285
PR,4125704,São Miguel do Iguaçu,147029.50433727
PR,4125753,São Pedro do Iguaçu,
PR,4125803,São Pedro do Ivaí,90496.1745939554
PR,4125902,São Pedro do Paraná,
PR,4126009,São Sebastião da Amoreira,4281.4014453083
PR,4126108,São Tomé,
PR,4126207,Sapopema,
