UF,COD,MUN,COTA_PARTE_FPM
PE,2602803,Buíque,58643958.17
PE,2602902,Cabo de Santo Agostinho,159518634.33
PE,2603009,Cabrobó,42664231.62
PE,2603108,Cachoeirinha,31987613.53
PE,2603207,Caetés,37318882.5
PE,2603306,Calçado,19665476.44
PE,2603405,Calumbi,15993806.77
PE,2603454,Camaragibe,159789585.42
PE,2603504,Camocim de São Félix,31987613.53
PE,2603603,Camutanga,15993806.77
PE,2603702,Canhotinho,37318882.5
PE,2603801,Capoeiras,31987613.53
PE,2603900,Carnaíba,31987613.5
PE,2603926,Carnaubeira da Penha,21325075.71
PE,2604007,Carpina,74637764.92
PE,2604106,Caruaru,159518634.33
PE,2604155,Casinhas,26656344.66
PE,2604205,Catende,47981420.31
PE,2604304,Cedro,21325075.71
PE,2604403,Chã de Alegria,26701689.44
PE,2604502,Chã Grande,31987613.54
PE,2604601,Condado,37318882.5
PE,2604700,Correntes,
PE,2604809,Cortês,21325075.71
PE,2604908,Cumaru,21325075.71
PE,2605004,Cupira,37318882.5
PE,2605103,Custódia,47981420.31
PE,2605152,Dormentes,31987613.53
PE,2605202,Escada,63975227.09
PE,2605301,Exu,42650151.38
PE,2605400,Feira Nova,31987613.53
PE,2605459,Fernando de Noronha,
PE,2605509,Ferreiros,26701690.31
PE,2605608,Flores,31987613.53
PE,2605707,Floresta,42650151.38
PE,2605806,Frei Miguelinho,26656344.66
PE,2605905,Gameleira,42650151.38
PE,2606002,Garanhuns,95962840.62
PE,2606101,Glória do Goitá,42650151.38
PE,2606200,Goiana,69424394.08
PE,2606309,Granito,15993882.6
PE,2606408,Gravatá,74637764.92
PE,2606507,Iati,31987613.53
PE,2606606,Ibimirim,37318882.5
PE,2606705,Ibirajuba,15993806.77
PE,2606804,Igarassu,90631571.59
PE,2606903,Iguaraci,21179970.69
PE,2607000,Inajá,37318882.5
PE,2607109,Ingazeira,15993806.76
PE,2607208,Ipojuca,79969033.89
PE,2607307,Ipubi,42722704.28
PE,2607406,Itacuruba,15993806.77
PE,2607505,Itaíba,37318882.5
PE,2607604,Itamaracá,37318881.96
PE,2607653,Itambé,42650151.38
PE,2607703,Itapetim,26656344.66
PE,2607752,Itapissuma,37318882.5
PE,2607802,Itaquitinga,31987613.53
PE,2607901,Jaboatão dos Guararapes,159518634.33
PE,2607950,Jaqueira,21325075.71
PE,2608008,Jataúba,31987613.53
PE,2608057,Jatobá,26656344.66
PE,2608107,João Alfredo,42650151.38
PE,2608206,Joaquim Nabuco,26656344.66
PE,2608255,Jucati,21180007.33
PE,2608305,Jupi,26656344.66
PE,2608404,Jurema,26656344.66
PE,2608453,Lagoa do Carro,31987613.53
PE,2608503,Lagoa do Itaenga,31987613.53
PE,2608602,Lagoa do Ouro,21325075.76
PE,2608701,Lagoa dos Gatos,26656344.66
PE,2608750,Lagoa Grande,37318882.5
PE,2608800,Lajedo,47981420.31
PE,2608909,Limoeiro,58643958.17
PE,2609006,Macaparana,37382366.29
PE,2609105,Machados,26656344.66
PE,2609154,Manari,31987614.13
PE,2609204,Maraial,21325075.71
PE,2609303,Mirandiba,26656344.66
PE,2609402,Moreno,63975227.08
PE,2609501,Nazaré da Mata,42650151.38
PE,2609600,Olinda,160602435.75
PE,2609709,Orobó,37318882.5
PE,2609808,Orocó,26656344.66
PE,2609907,Ouricuri,63975227.09
PE,2610004,Palmares,63539912.17
PE,2610103,Palmeirina,15993806.77
PE,2610202,Panelas,37318882.5
PE,2610301,Paranatama,21327348.3
PE,2610400,Parnamirim,31987613.53
PE,2610509,Passira,37318882.5
PE,2610608,Paudalho,58643958.17
PE,2610707,Paulista,159518634.35
PE,2610806,Pedra,31987613.53
PE,2610905,Pesqueira,63975227.08
PE,2611002,Petrolândia,42650151.38
PE,2611101,Petrolina,159518634.33
PE,2611200,Poção,21325075.71
PE,2611309,Pombos,37318882.5
PE,2611408,Primavera,26701690.31
PE,2611507,Quipapá,37318882.5
PE,2611533,Quixaba,15993806.77
PE,2611606,Recife,865847378.16
PE,2611705,Riacho das Almas,31987613.53
PE,2611804,Ribeirão,53312689.25
PE,2611903,Rio Formoso,31987613.53
PE,2612000,Sairé,15993813.12
PE,2612109,Salgadinho,21325075.71
PE,2612208,Salgueiro,63975227.09
PE,2612307,Saloá,26656344.66
PE,2612406,Sanharó,37318882.5
PE,2612455,Santa Cruz,26656344.66
PE,2612471,Santa Cruz da Baixa Verde,21179970.74
PE,2612505,Santa Cruz do Capibaribe,85300302.78
PE,2612554,Santa Filomena,26656344.66
PE,2612604,Santa Maria da Boa Vista,47981649.99
PE,2612703,Santa Maria do Cambucá,26656344.66
PE,2612802,Santa Terezinha,21325075.71
PE,2612901,São Benedito do Sul,26656344.66
PE,2613008,São Bento do Una,58643958.17
PE,2613107,São Caitano,47981420.31
PE,2613206,São João,31987613.53
PE,2613305,São Joaquim do Monte,31987613.53
PE,2613404,São José da Coroa Grande,31987613.53
PE,2613503,São José do Belmonte,42648347.99
PE,2613602,São José do Egito,42650151.38
PE,2613701,São Lourenço da Mata,85300302.78
PE,2613800,São Vicente Ferrer,32042028.31
PE,2613909,Serra Talhada,74637764.92
PE,2614006,Serrita,31987613.53
PE,2614105,Sertânia,42650151.38
PE,2614204,Sirinhaém,53312689.25
PE,2614303,Moreilândia,21325075.71
PE,2614402,Solidão,15993806.77
PE,2614501,Surubim,63975227.09
PE,2614600,Tabira,37318882.5
PE,2614709,Tacaimbó,21325075.71
PE,2614808,Tacaratu,37318882.5
PE,2614857,Tamandaré,37318881.97
PE,2615003,Taquaritinga do Norte,37318882.5
PE,2615102,Terezinha,15993806.76
PE,2615201,Terra Nova,21327946.85
PE,2615300,Timbaúba,58643958.17
PE,2615409,Toritama,53312689.25
PE,2615508,Tracunhaém,26701690.31
PE,2615607,Trindade,42650151.38
PE,2615706,Triunfo,26656344.66
PE,2615805,Tupanatinga,37318882.5
PE,2615904,Tuparetama,15884978.01
PE,2616001,Venturosa,31987613.53
PE,2616100,Verdejante,15993806.77
PE,2616183,Vertente do Lério,15993806.77
PE,2616209,Vertentes,31987613.53
PE,2616308,Vicência,42650357.49
PE,2616407,Vitória de Santo Antão,95962840.62
PE,2616506,Xexéu,26656344.66
PE,2699919,Muribeca,
PE,2699929,Nossa Senhora do Ó de Goyanna,
PE,2699939,Cimbres,
PI,2200053,Acauã,12742624.74
PI,2200103,Agricolândia,12742624.74
PI,2200202,Água Branca,25485249.4
PI,2200251,Alagoinha do Piauí,12742624.74
PI,2200277,Alegrete do Piauí,12742624.74
PI,2200301,Alto Longá,21401609
PI,2200400,Altos,38228027.5
PI,2200459,Alvorada do Gurguéia,12742624.74
PI,2200509,Amarante,25485249.4
PI,2200608,Angical do Piauí,12742624.74
PI,2200707,Anísio de Abreu,12742624.74
PI,2200806,Antônio Almeida,12742624.74
PI,2200905,Aroazes,12742624.74
PI,2200954,Aroeiras de Itaim,12742624.74
PI,2201002,Arraial,12742624.74
PI,2201051,Assunção do Piauí,12742928.27
PI,2201101,Avelino Lopes,16990166.3
PI,2201150,Baixa Grande do Ribeiro,16990166.3
PI,2201176,Barra D'Alcântara,12742624.74
PI,2201200,Barras,42475415.71
PI,2201309,Barreiras do Piauí,12742624.74
PI,2201408,Barro Duro,12742624.74
PI,2201507,Batalha,29732791.03
PI,2201556,Bela Vista do Piauí,12742624.74
PI,2201572,Belém do Piauí,12742624.74
PI,2201606,Beneditinos,16990166.3
PI,2201705,Bertolínia,12742624.74
PI,2201739,Betânia do Piauí,12742624.74
PI,2201770,Boa Hora,12851088.79
PI,2201804,Bocaina,
PI,2201903,Bom Jesus,29732791
PI,2201919,Bom Princípio do Piauí,12742624.74
PI,2201929,Bonfim do Piauí,12742624.74
PI,2201945,Boqueirão do Piauí,12742624.74
PI,2201960,Brasileira,12742624.74
PI,2201988,Brejo do Piauí,12742624.74
PI,2202000,Buriti dos Lopes,25485249.4
PI,2202026,Buriti dos Montes,12742624.74
PI,2202059,Cabeceiras do Piauí,16996634.75
PI,2202075,Cajazeiras do Piauí,12742624.74
PI,2202083,Cajueiro da Praia,12742649.4
PI,2202091,Caldeirão Grande do Piauí,12742624.74
PI,2202109,Campinas do Piauí,12741904.74
PI,2202117,Campo Alegre do Fidalgo,12742624.74
PI,2202133,Campo Grande do Piauí,12742624.74
PI,2202174,Campo Largo do Piauí,12742624.74
PI,2202208,Campo Maior,42475415.71
PI,2202251,Canavieira,12741624.33
PI,2202307,Canto do Buriti,25485249.4
PI,2202406,Capitão de Campos,16990166.3
PI,2202455,Capitão Gervásio Oliveira,12742624.74
PI,2202505,Caracol,16990185.72
PI,2202539,Caraúbas do Piauí,12742624.74
PI,2202554,Caridade do Piauí,12742624.74
PI,2202604,Castelo do Piauí,25485249.4
PI,2202653,Caxingó,12742624.74
PI,2202703,Cocal,29732790.97
PI,2202711,Cocal de Telha,12446617.16
PI,2202729,Cocal dos Alves,12742624.74
PI,2202737,Coivaras,12742624.74
PI,2202752,Colônia do Gurguéia,12742924.7
PI,2202778,Colônia do Piauí,12742624.74
PI,2202802,Conceição do Canindé,12742624.74
PI,2202851,Coronel José Dias,12742624.74
PI,2202901,Corrente,23020772.32
PI,2203008,Cristalândia do Piauí,12742624.74
PI,2203107,Cristino Castro,16990166.3
PI,2203206,Curimatá,16990166.3
PI,2203230,Currais,12742624.74
PI,2203255,Curralinhos,12742624.74
PI,2203271,Curral Novo do Piauí,12742624.74
PI,2203305,Demerval Lobão,21237707.87
PI,2203354,Dirceu Arcoverde,12742624.74
PI,2203404,Dom Expedito Lopes,12742624.74
PI,2203420,Domingos Mourão,12742624.74
PI,2203453,Dom Inocêncio,12742624.74
PI,2203503,Elesbão Veloso,21237707.87
PI,2203602,Eliseu Martins,12742624.74
PI,2203701,Esperantina,38227874.13
PI,2203750,Fartura do Piauí,12742624.74
PI,2203800,Flores do Piauí,12742624.74
PI,2203859,Floresta do Piauí,12742624.74
PI,2203909,Floriano,46722957.21
PI,2204006,Francinópolis,12742624.74
PI,2204105,Francisco Ayres,12742624.74
PI,2204154,Francisco Macedo,12742624.74
PI,2204204,Francisco Santos,12742624.74
PI,2204303,Fronteiras,16990166.3
PI,2204352,Geminiano,12742624.74
PI,2204402,Gilbués,16990166.3
PI,2204501,Guadalupe,16990166.3
PI,2204550,Guaribas,12742624.74
PI,2204600,Hugo Napoleão,12742624.74
PI,2204659,Ilha Grande,12742624.74
PI,2204709,Inhuma,21237707.87
PI,2204808,Ipiranga do Piauí,12742624.74
PI,2204907,Isaías Coelho,12742624.74
PI,2205003,Itainópolis,16990166.3
PI,2205102,Itaueira,16995764.01
PI,2205151,Jacobina do Piauí,12742625.04
PI,2205201,Jaicós,25485249.4
PI,2205250,Jardim do Mulato,12742624.74
PI,2205276,Jatobá do Piauí,12742624.74
PI,2205300,Jerumenha,12742624.74
PI,2205359,João Costa,12742624.74
PI,2205409,Joaquim Pires,21237707.87
PI,2205458,Joca Marques,12742624.74
PI,2205508,José de Freitas,35572633.94
PI,2205516,Juazeiro do Piauí,12742624.74
PI,2205524,Júlio Borges,12742624.74
PI,2205532,Jurema,12742624.74
PI,2205540,Lagoinha do Piauí,12742624.74
PI,2205557,Lagoa Alegre,12742624.74
PI,2205565,Lagoa do Barro do Piauí,12742624.74
PI,2205573,Lagoa de São Francisco,12742624.14
PI,2205581,Lagoa do Piauí,12737506.64
PI,2205599,Lagoa do Sítio,12742624.74
PI,2205607,Landri Sales,12742624.74
PI,2205706,Luís Correia,29732790.5
PI,2205805,Luzilândia,29732791
PI,2205854,Madeiro,12742624.74
PI,2205904,Manoel Emídio,12742614.74
PI,2205953,Marcolândia,12742624.74
PI,2206001,Marcos Parente,12742624.74
PI,2206050,Massapê do Piauí,12742624.74
PI,2206100,Matias Olímpio,16990166.3
PI,2206209,Miguel Alves,33980332.51
PI,2206308,Miguel Leão,12742624.74
PI,2206357,Milton Brandão,12742624.74
PI,2206407,Monsenhor Gil,16990166.3
PI,2206506,Monsenhor Hipólito,
PI,2206605,Monte Alegre do Piauí,16990166.3
PI,2206654,Morro Cabeça no Tempo,12742625.27
PI,2206670,Morro do Chapéu do Piauí,12742624.74
PI,2206696,Murici dos Portelas,12742624.74
PI,2206704,Nazaré do Piauí,12742624.74
PI,2206720,Nazária,12742618.22
PI,2206753,Nossa Senhora de Nazaré,12742624.74
PI,2206803,Nossa Senhora dos Remédios,12742624.74
PI,2206902,Novo Oriente do Piauí,12742624.74
PI,2206951,Novo Santo Antônio,12742624.74
PI,2207009,Oeiras,33980332.51
PI,2207108,Olho D'Água do Piauí,
PI,2207207,Padre Marcos,12742624.74
PI,2207306,Paes Landim,12742624.74
PI,2207355,Pajeú do Piauí,12742624.74
PI,2207405,Palmeira do Piauí,12742624.74
PI,2207504,Palmeirais,21297621.3
PI,2207553,Paquetá,12742624.74
PI,2207603,Parnaguá,16990166.3
PI,2207702,Parnaíba,146819859.64
PI,2207751,Passagem Franca do Piauí,12742624.74
PI,2207777,Patos do Piauí,12742624.74
PI,2207793,Pau D'Arco do Piauí,12742624.74
PI,2207801,Paulistana,25485249.4
PI,2207850,Pavussu,12742624.74
PI,2207900,Pedro II,38227874.13
PI,2207934,Pedro Laurentino,1644535.54
PI,2207959,Nova Santa Rita,12742624.74
PI,2208007,Picos,55218040.39
PI,2208106,Pimenteiras,16990166.3
PI,2208205,Pio IX,25485249.4
PI,2208304,Piracuruca,29732791
PI,2208403,Piripiri,50970498.84
PI,2208502,Porto,16990166.3
PI,2208551,Porto Alegre do Piauí,12742624.74
PI,2208601,Prata do Piauí,12742624.74
PI,2208650,Queimada Nova,12742624.74
PI,2208700,Redenção do Gurguéia,12742645.46
PI,2208809,Regeneração,25485249.4
PI,2208858,Riacho Frio,12742624.74
PI,2208874,Ribeira do Piauí,12742624.74
PI,2208908,Ribeiro Gonçalves,12742624.74
PI,2209005,Rio Grande do Piauí,11684228.48
PI,2209104,Santa Cruz do Piauí,12742624.74
PI,2209153,Santa Cruz dos Milagres,12742624.74
PI,2209203,Santa Filomena,12732464.74
PI,2209302,Santa Luz,12742624.74
PI,2209351,Santana do Piauí,12742624.74
PI,2209377,Santa Rosa do Piauí,12742624.74
PI,2209401,Santo Antônio de Lisboa,12742624.74
PI,2209450,Santo Antônio dos Milagres,12742624.74
PI,2209500,Santo Inácio do Piauí,12742697.59
PI,2209559,São Braz do Piauí,12742624.74
PI,2209609,São Félix do Piauí,12742624.74
PI,2209658,São Francisco de Assis do Piauí,12742624.74
PI,2209708,São Francisco do Piauí,12742624.74
PI,2209757,São Gonçalo do Gurguéia,12742624.74
PI,2209807,São Gonçalo do Piauí,12742624.74
PI,2209856,São João da Canabrava,12742624.74
PI,2209872,São João da Fronteira,12742624.83
PI,2209906,São João da Serra,12742624.74
PI,2209955,São João da Varjota,12742624.74
PI,2209971,São João do Arraial,12742624.74
PI,2210003,São João do Piauí,25485249.4
PI,2210052,São José do Divino,12742624.74
PI,2210102,São José do Peixe,12742624.74
PI,2210201,São José do Piauí,12742624.74
PI,2210300,São Julião,12742624.74
PI,2210359,São Lourenço do Piauí,12742624.74
PI,2210375,São Luis do Piauí,12742624.74
PI,2210383,São Miguel da Baixa Grande,12742624.74
PI,2210391,São Miguel do Fidalgo,12742624.74
PI,2210409,São Miguel do Tapuio,25485249.4
PI,2210508,São Pedro do Piauí,21237707.87
PI,2210607,São Raimundo Nonato,33980332.51
PI,2210623,Sebastião Barros,12742624.74
PI,2210631,Sebastião Leal,12742624.74
PI,2210656,Sigefredo Pacheco,12742624.74
PI,2210706,Simões,21237707.87
PI,2210805,Simplício Mendes,16990166.3
PI,2210904,Socorro do Piauí,12740624.74
PI,2210938,Sussuapara,12742624.74
PI,2210953,Tamboril do Piauí,12742630.62
PI,2210979,Tanque do Piauí,12742624.74
PI,2211001,Teresina,966582002.02
PI,2211100,União,42475415.71
PI,2211209,Uruçuí,25485249.4
PI,2211308,Valença do Piauí,25485249.4
PI,2211357,Várzea Branca,12742624.74
PI,2211407,Várzea Grande,12742624.74
PI,2211506,Vera Mendes,12742624.74
PI,2211605,Vila Nova do Piauí,12742632.41
PI,2211704,Wall Ferraz,12742624.74
PR,4100103,Abatiá,16128175.26
PR,4100202,Adrianópolis,16128175.26
PR,4100301,Agudos do Sul,16128175.26
PR,4100400,Almirante Tamandaré,91392993.38
PR,4100459,Altamira do Paraná,16128175.25
PR,4100509,Altônia,32256350.62
PR,4100608,Alto Paraná,26880292.18
PR,4100707,Alto Piquiri,
PR,4100806,Alvorada do Sul,21504233.72
PR,4100905,Amaporã,16018466.36
PR,4101002,Ampére,32256350.62
PR,4101051,Anahy,16128175.26
PR,4101101,Andirá,32256350.62
PR,4101150,Ângulo,16058768.68
PR,4101200,Antonina,32256350.63
PR,4101309,Antônio Olinto,16128175.26
PR,4101408,Apucarana,96110798.35
PR,4101507,Arapongas,91392993.38
PR,4101606,Arapoti,37376421.51
PR,4101655,Arapuã,16128175.26
PR,4101705,Araruna,26880292.18
PR,4101804,Araucária,131001213.06
PR,4101853,Ariranha do Ivaí,16128175.26
PR,4101903,Assaí,26880292.18
PR,4102000,Assis Chateaubriand,43008467.4
PR,4102109,Astorga,37632409.01
PR,4102208,Atalaia,16186879.79
PR,4102307,Balsa Nova,21504233.72
PR,4102406,Bandeirantes,43008467.41
PR,4102505,Barbosa Ferraz,21357955.18
PR,4102604,Barracão,21504233.72
PR,4102703,Barra do Jacaré,16128175.26
PR,4102752,Bela Vista da Caroba,16128175.26
PR,4102802,Bela Vista do Paraíso,26880292.18
PR,4102901,Bituruna,26880292.18
PR,4103008,Boa Esperança,16128175.26
PR,4103024,Boa Esperança do Iguaçu,16128175.29
PR,4103040,Boa Ventura de São Roque,16018466.3
PR,4103057,Boa Vista da Aparecida,16128175.26
PR,4103107,Bocaiúva do Sul,21504233.72
PR,4103156,Bom Jesus do Sul,16128175.26
PR,4103206,Bom Sucesso,
PR,4103222,Bom Sucesso do Sul,16128175.26
PR,4103305,Borrazópolis,16128175.26
PR,4103354,Braganey,16128175.26
PR,4103370,Brasilândia do Sul,19080857.08
PR,4103404,Cafeara,16128175.26
PR,4103453,Cafelândia,32256350.62
PR,4103479,Cafezal do Sul,16128175.26
PR,4103503,Califórnia,16128175.26
PR,4103602,Cambará,37632409.01
PR,4103701,Cambé,85431820.7
PR,4103800,Cambira,16128175.26
PR,4103909,Campina da Lagoa,24605684.41
PR,4103958,Campina do Simão,16128175.26
PR,4104006,Campina Grande do Sul,48384525.88
PR,4104055,Campo Bonito,16128175.26
PR,4104105,Campo do Tenente,14800819.53
PR,4104204,Campo Largo,96769051.77
PR,4104253,Campo Magro,37632409.01
PR,4104303,Campo Mourão,80640876.47
PR,4104402,Cândido de Abreu,26880292.18
PR,4104428,Candói,26880292.18
PR,4104451,Cantagalo,21504233.72
PR,4104501,Capanema,32256350.62
PR,4104600,Capitão Leônidas Marques,26880292.18
PR,4104659,Carambeí,37632409.01
PR,4104709,Carlópolis,26880292.18
PR,4104808,Cascavel,137273625.08
PR,4104907,Castro,69888759.62
PR,4105003,Catanduvas,21504233.72
PR,4105102,Centenário do Sul,21504232.72
PR,4105201,Cerro Azul,32256350.62
PR,4105300,Céu Azul,21504233.72
PR,4105409,Chopinzinho,32256350.62
PR,4105508,Cianorte,75264818.01
PR,4105607,Cidade Gaúcha,23579764.05
PR,4105706,Clevelândia,32256350.62
PR,4105805,Colombo,137273625.08
PR,4105904,Colorado,37632409.01
PR,4106001,Congonhinhas,16128175.26
PR,4106100,Conselheiro Mairinck,16128175.26
PR,4106209,Contenda,32256350.62
PR,4106308,Corbélia,32256350.62
PR,4106407,Cornélio Procópio,53760584.35
PR,4106456,Coronel Domingos Soares,16128175.26
PR,4106506,Coronel Vivida,32256350.62
PR,4106555,Corumbataí do Sul,16123190.74
PR,4106571,Cruzeiro do Iguaçu,16128175.26
PR,4106605,Cruzeiro do Oeste,32259255.48
PR,4106704,Cruzeiro do Sul,16018466.3
PR,4106803,Cruz Machado,32256670.52
PR,4106852,Cruzmaltina,16128175.26
PR,4106902,Curitiba,556616171.64
PR,4107009,Curiúva,26880292.18
PR,4107108,Diamante do Norte,16128175.26
PR,4107124,Diamante do Sul,16128175.26
PR,4107157,Diamante D'Oeste,
PR,4107207,Dois Vizinhos,48384525.87
PR,4107256,Douradina,21330580.04
PR,4107306,Doutor Camargo,16128175.26
PR,4107405,Enéas Marques,16128175.26
PR,4107504,Engenheiro Beltrão,26880292.19
PR,4107520,Esperança Nova,16130094.2
PR,4107538,Entre Rios do Oeste,16128175.26
PR,4107546,Espigão Alto do Iguaçu,16018466.36
PR,4107553,Farol,16128175.26
PR,4107603,Faxinal,32256350.62
PR,4107652,Fazenda Rio Grande,87602934.78
PR,4107702,Fênix,16128175.26
PR,4107736,Fernandes Pinheiro,16128175.26
PR,4107751,Figueira,16128175.26
PR,4107801,Floraí,16128175.26
PR,4107850,Flor da Serra do Sul,16128175.26
PR,4107900,Floresta,15328095.55
PR,4108007,Florestópolis,21504233.72
PR,4108106,Flórida,16128175.26
PR,4108205,Formosa do Oeste,16128175.26
PR,4108304,Foz do Iguaçu,137273625.08
PR,4108320,Francisco Alves,16128175.46
PR,4108403,Francisco Beltrão,80640876.47
PR,4108452,Foz do Jordão,13175493.44
PR,4108502,General Carneiro,26880292.18
PR,4108551,Godoy Moreira,
PR,4108601,Goioerê,37632409.01
PR,4108650,Goioxim,16347623.54
PR,4108700,Grandes Rios,
PR,4108809,Guaíra,43008467.4
PR,4108908,Guairaçá,16128177.36
PR,4108957,Guamiranga,16128175.26
PR,4109005,Guapirama,16128175.26
PR,4109104,Guaporema,16128175.26
PR,4109203,Guaraci,16128175.26
PR,4109302,Guaraniaçu,26880292.18
PR,4109401,Guarapuava,137273625.08
PR,4109500,Guaraqueçaba,16018466.35
PR,4109609,Guaratuba,48384525.88
PR,4109658,Honório Serpa,16128175.26
PR,4109708,Ibaiti,43008467.45
PR,4109757,Ibema,16128175.26
PR,4109807,Ibiporã,59136642.76
PR,4109906,Icaraíma,16128175.26
PR,4110003,Iguaraçu,16128175.24
PR,4110052,Iguatu,16128175.26
PR,4110078,Imbaú,21357955.09
PR,4110102,Imbituva,42715890.33
PR,4110201,Inácio Martins,21504233.72
PR,4110300,Inajá,14047355.2
PR,4110409,Indianópolis,16128175.26
PR,4110508,Ipiranga,26880292.18
PR,4110607,Iporã,26360012.43
PR,4110656,Iracema do Oeste,16128175.26
PR,4110706,Irati,64512701.14
PR,4110805,Iretama,21357955.18
PR,4110904,Itaguajé,16128175.26
PR,4110953,Itaipulândia,21357955.18
PR,4111001,Itambaracá,16128175.26
PR,4111100,Itambé,16128175.26
PR,4111209,Itapejara d'Oeste,21504233.72
PR,4111258,Itaperuçu,37632589.01
PR,4111308,Itaúna do Sul,16128175.26
PR,4111407,Ivaí,26880292.18
PR,4111506,Ivaiporã,43008467.4
PR,4111555,Ivaté,15919385.67
PR,4111605,Ivatuba,16128175.26
PR,4111704,Jaboti,16128175.26
PR,4111803,Jacarezinho,48384525.88
PR,4111902,Jaguapitã,26880292.18
PR,4112009,Jaguariaíva,43008467.4
PR,4112108,Jandaia do Sul,32256350.62
PR,4112207,Janiópolis,16128175.26
PR,4112306,Japira,16128175.26
PR,4112405,Japurá,16128175.26
PR,4112504,Jardim Alegre,21504233.72
PR,4112603,Jardim Olinda,16128175.27
PR,4112702,Jataizinho,
PR,4112751,Jesuítas,16018466.36
PR,4112801,Joaquim Távora,21533489.65
PR,4112900,Jundiaí do Sul,16128173.24
PR,4112959,Juranda,16128175.26
PR,4113007,Jussara,16128175.26
PR,4113106,Kaloré,16128175.26
PR,4113205,Lapa,53760584.35
PR,4113254,Laranjal,16128175.07
PR,4113304,Laranjeiras do Sul,43008467.4
PR,4113403,Leópolis,16128175.26
PR,4113429,Lidianópolis,16128175.26
PR,4113452,Lindoeste,16128175.26
PR,4113502,Loanda,
PR,4113601,Lobato,16128175.26
PR,4113700,Londrina,137273625.08
PR,4113734,Luiziana,16018466.36
PR,4113759,Lunardelli,16018466.36
PR,4113809,Lupionópolis,16142456.18
PR,4113908,Mallet,26880292.18
PR,4114005,Mamborê,26880292.18
PR,4114104,Mandaguaçu,33202622.7
PR,4114203,Mandaguari,43008467.4
PR,4114302,Mandirituba,37632409.01
PR,4114351,Manfrinópolis,16128175.26
PR,4114401,Mangueirinha,32036932.81
PR,4114500,Manoel Ribas,26880292.18
PR,4114609,Marechal Cândido Rondon,59136642.76
PR,4114708,Maria Helena,16128175.26
PR,4114807,Marialva,43008467.4
PR,4114906,Marilândia do Sul,16155602.86
PR,4115002,Marilena,16128175.26
PR,4115101,Mariluz,21504233.72
PR,4115200,Maringá,137273625.08
PR,4115309,Mariópolis,16128175.26
PR,4115358,Maripá,16128175.26
PR,4115408,Marmeleiro,26880292.18
PR,4115457,Marquinho,16128175.26
PR,4115507,Marumbi,2031566
PR,4115606,Matelândia,32256350.62
PR,4115705,Matinhos,43008467.4
PR,4115739,Mato Rico,16128175.26
PR,4115754,Mauá da Serra,21689063.59
PR,4115804,Medianeira,53760584.35
PR,4115853,Mercedes,16128175.26
PR,4115903,Mirador,16128175.26
PR,4116000,Miraselva,13113091.74
PR,4116059,Missal,21504233.72
PR,4116109,Moreira Sales,21504233.72
PR,4116208,Morretes,26697444.01
PR,4116307,Munhoz de Melo,16128175.26
PR,4116406,Nossa Senhora das Graças,16169580.55
PR,4116505,Nova Aliança do Ivaí,16128175.29
PR,4116604,Nova América da Colina,
PR,4116703,Nova Aurora,21504233.72
PR,4116802,Nova Cantu,16128175.32
PR,4116901,Nova Esperança,37632409.01
PR,4116950,Nova Esperança do Sudoeste,16128175.26
PR,4117008,Nova Fátima,16128175.28
PR,4117057,Nova Laranjeiras,21504233.72
PR,4117107,Nova Londrina,21504233.72
PR,4117206,Nova Olímpia,16155602.5
PR,4117214,Nova Santa Bárbara,16128175.26
PR,4117222,Nova Santa Rosa,16128175.26
PR,4117255,Nova Prata do Iguaçu,21504233.76
PR,4117271,Nova Tebas,16128175.26
PR,4117297,Novo Itacolomi,16128175.26
PR,4117305,Ortigueira,32256350.62
PR,4117404,Ourizona,16128175.26
PR,4117453,Ouro Verde do Oeste,16018466.36
PR,4117503,Paiçandu,48384525.88
PR,4117602,Palmas,59175023.51
PR,4117701,Palmeira,43008467.4
PR,4117800,Palmital,26880292.18
PR,4117909,Palotina,43008467.4
PR,4118006,Paraíso do Norte,26880292.18
PR,4118105,Paranacity,21632433.3
PR,4118204,Paranaguá,137273625.08
PR,4118303,Paranapoema,16128175.26
PR,4118402,Paranavaí,75264818.01
PR,4118451,Pato Bragado,16128175.26
PR,4118501,Pato Branco,75264818.01
PR,4118600,Paula Freitas,16128175.26
PR,4118709,Paulo Frontin,16128175.26
PR,4118808,Peabiru,26697444.01
PR,4118857,Perobal,16018466.36
PR,4118907,Pérola,21504233.72
PR,4119004,Pérola d'Oeste,16128175.16
PR,4119103,Piên,21504233.72
PR,4119152,Pinhais,96769051.77
PR,4119202,Pinhalão,16150117.34
PR,4119251,Pinhal de São Bento,16128175.26
PR,4119301,Pinhão,43008467.4
PR,4119400,Piraí do Sul,37376421.39
PR,4119509,Piraquara,91392993.38
PR,4119608,Pitanga,43008467.4
PR,4119657,Pitangueiras,16128175.26
PR,4119707,Planaltina do Paraná,16129635.64
PR,4119806,Planalto,26880292.18
PR,4119905,Ponta Grossa,137273625.08
PR,4119954,Pontal do Paraná,37632409.01
PR,4120002,Porecatu,26880292.18
PR,4120101,Porto Amazonas,16018466.36
PR,4120150,Porto Barreiro,16128175.26
PR,4120200,Porto Rico,16150117.05
PR,4120309,Porto Vitória,16128175.26
PR,4120333,Prado Ferreira,16128175.56
PR,4120358,Pranchita,16128175.2
PR,4120408,Presidente Castelo Branco,16128235.35
