UF,COD,MUNICIPIO,RECEITA_IPTU
PE,2600708,Aliança,139148.22
PE,2600807,Altinho,535087.96
PE,2600906,Amaraji,35675.89
PE,2601003,Angelim,138156.51
PE,2601052,Araçoiaba,167484.21
PE,2601102,Araripina,1543327.05
PE,2601201,Arcoverde,3131987.39
PE,2601300,Barra de Guabiraba,69654.54
PE,2601409,Barreiros,818100.31
PE,2601508,Belém de Maria,64553.9
PE,2601607,Belém de São Francisco,203898.84
PE,2601706,Belo Jardim,2614284.3
PE,2601805,Betânia,90918.75
PE,2601904,Bezerros,1379671.84
PE,2602001,Bodocó,64134.16
PE,2602100,Bom Conselho,385174
PE,2602209,Bom Jardim,102091.87
PE,2602308,Bonito,508875.64
PE,2602407,Brejão,43314.21
PE,2602506,Brejinho,59914.65
PE,2602605,Brejo da Madre de Deus,819350.27
PE,2602704,Buenos Aires,66460.71
PE,2602803,Buíque,148999.42
PE,2602902,Cabo de Santo Agostinho,30585696.16
PE,2603009,Cabrobó,222556.08
PE,2603108,Cachoeirinha,308271.76
PE,2603207,Caetés,77924.14
PE,2603306,Calçado,35120.68
PE,2603405,Calumbi,17855.43
PE,2603454,Camaragibe,15838795.52
PE,2603504,Camocim de São Félix,144446.91
PE,2603603,Camutanga,11438.41
PE,2603702,Canhotinho,213104.58
PE,2603801,Capoeiras,30766.15
PE,2603900,Carnaíba,216790.15
PE,2603926,Carnaubeira da Penha,25515.59
PE,2604007,Carpina,4717773.54
PE,2604106,Caruaru,52351391.94
PE,2604155,Casinhas,49183.52
PE,2604205,Catende,428157.49
PE,2604304,Cedro,26577.88
PE,2604403,Chã de Alegria,72212.74
PE,2604502,Chã Grande,1610250.4
PE,2604601,Condado,520567.04
PE,2604700,Correntes,39446.75
PE,2604809,Cortês,108169.74
PE,2604908,Cumaru,153864.93
PE,2605004,Cupira,672094.1
PE,2605103,Custódia,395478.37
PE,2605152,Dormentes,291983.28
PE,2605202,Escada,1334875.07
PE,2605301,Exu,189387.6
PE,2605400,Feira Nova,118834.79
PE,2605459,Fernando de Noronha,
PE,2605509,Ferreiros,164446.76
PE,2605608,Flores,222873.63
PE,2605707,Floresta,434626.4
PE,2605806,Frei Miguelinho,112533.95
PE,2605905,Gameleira,90380.9
PE,2606002,Garanhuns,4446478.23
PE,2606101,Glória do Goitá,378636.52
PE,2606200,Goiana,5639885.21
PE,2606309,Granito,83108.29
PE,2606408,Gravatá,20155033.79
PE,2606507,Iati,194635.99
PE,2606606,Ibimirim,475462.53
PE,2606705,Ibirajuba,27097.35
PE,2606804,Igarassu,4573337.05
PE,2606903,Iguaraci,112593.11
PE,2607000,Inajá,67731.03
PE,2607109,Ingazeira,33329.75
PE,2607208,Ipojuca,20533385.28
PE,2607307,Ipubi,103298.25
PE,2607406,Itacuruba,17653.98
PE,2607505,Itaíba,311677.14
PE,2607604,Itamaracá,1349485.39
PE,2607653,Itambé,413290.83
PE,2607703,Itapetim,74910.58
PE,2607752,Itapissuma,5218886.7
PE,2607802,Itaquitinga,23901.2
PE,2607901,Jaboatão dos Guararapes,129184867.18
PE,2607950,Jaqueira,2550.12
PE,2608008,Jataúba,176218.34
PE,2608057,Jatobá,82386.03
PE,2608107,João Alfredo,121731.93
PE,2608206,Joaquim Nabuco,53997.27
PE,2608255,Jucati,26717.02
PE,2608305,Jupi,127784
PE,2608404,Jurema,63833.2
PE,2608453,Lagoa do Carro,8417.37
PE,2608503,Lagoa do Itaenga,98106.48
PE,2608602,Lagoa do Ouro,5954.7
PE,2608701,Lagoa dos Gatos,191843.58
PE,2608750,Lagoa Grande,59692.78
PE,2608800,Lajedo,575552.6
PE,2608909,Limoeiro,4249200.75
PE,2609006,Macaparana,343377.27
PE,2609105,Machados,146128.07
PE,2609154,Manari,32484.85
PE,2609204,Maraial,7122.24
PE,2609303,Mirandiba,68637.95
PE,2609402,Moreno,1335767.32
PE,2609501,Nazaré da Mata,238337.42
PE,2609600,Olinda,39293233.42
PE,2609709,Orobó,658281.17
PE,2609808,Orocó,5304.07
PE,2609907,Ouricuri,354053.89
PE,2610004,Palmares,909993.22
PE,2610103,Palmeirina,62042.45
PE,2610202,Panelas,213167.01
PE,2610301,Paranatama,8310.04
PE,2610400,Parnamirim,141750.63
PE,2610509,Passira,210384.75
PE,2610608,Paudalho,3835980.8
PE,2610707,Paulista,43349025.27
PE,2610806,Pedra,61477.02
PE,2610905,Pesqueira,1140571.19
PE,2611002,Petrolândia,450189.81
PE,2611101,Petrolina,
PE,2611200,Poção,15406.78
PE,2611309,Pombos,1268480.3
PE,2611408,Primavera,55258.07
PE,2611507,Quipapá,198295.31
PE,2611533,Quixaba,118447.29
PE,2611606,Recife,616209912.06
PE,2611705,Riacho das Almas,358047.97
PE,2611804,Ribeirão,162771.85
PE,2611903,Rio Formoso,167976.55
PE,2612000,Sairé,550579.87
PE,2612109,Salgadinho,24057.32
PE,2612208,Salgueiro,2120450.7
PE,2612307,Saloá,70329.57
PE,2612406,Sanharó,264915.62
PE,2612455,Santa Cruz,37537.39
PE,2612471,Santa Cruz da Baixa Verde,241344.88
PE,2612505,Santa Cruz do Capibaribe,9513700.33
PE,2612554,Santa Filomena,27054.84
PE,2612604,Santa Maria da Boa Vista,817676.59
PE,2612703,Santa Maria do Cambucá,33035.61
PE,2612802,Santa Terezinha,56175.75
PE,2612901,São Benedito do Sul,76294.75
PE,2613008,São Bento do Una,682045.73
PE,2613107,São Caitano,472087.12
PE,2613206,São João,356848.35
PE,2613305,São Joaquim do Monte,43799.12
PE,2613404,São José da Coroa Grande,1705476.05
PE,2613503,São José do Belmonte,244847.71
PE,2613602,São José do Egito,680175.12
PE,2613701,São Lourenço da Mata,1170820.28
PE,2613800,São Vicente Ferrer,631922.65
PE,2613909,Serra Talhada,3778136.34
PE,2614006,Serrita,39238.25
PE,2614105,Sertânia,549748.69
PE,2614204,Sirinhaém,1357100.37
PE,2614303,Moreilândia,13952.45
PE,2614402,Solidão,22877.53
PE,2614501,Surubim,1420848.85
PE,2614600,Tabira,627217.06
PE,2614709,Tacaimbó,36331.39
PE,2614808,Tacaratu,137922.76
PE,2614857,Tamandaré,10655392.65
PE,2615003,Taquaritinga do Norte,460006.41
PE,2615102,Terezinha,31827.09
PE,2615201,Terra Nova,22114.03
PE,2615300,Timbaúba,603197.98
PE,2615409,Toritama,3449459.17
PE,2615508,Tracunhaém,128729.05
PE,2615607,Trindade,62402.2
PE,2615706,Triunfo,509594.12
PE,2615805,Tupanatinga,39737.52
PE,2615904,Tuparetama,252584.55
PE,2616001,Venturosa,48670.9
PE,2616100,Verdejante,45295.15
PE,2616183,Vertente do Lério,21329.01
PE,2616209,Vertentes,153130.73
PE,2616308,Vicência,313570.93
PE,2616407,Vitória de Santo Antão,9218804.88
PE,2616506,Xexéu,53806.03
PE,2699919,Muribeca,
PE,2699929,Nossa Senhora do Ó de Goyanna,
PE,2699939,Cimbres,
PI,2200053,Acauã,85917.91
PI,2200103,Agricolândia,
PI,2200202,Água Branca,344740.96
PI,2200251,Alagoinha do Piauí,17770.36
PI,2200277,Alegrete do Piauí,16743.95
PI,2200301,Alto Longá,42867.15
PI,2200400,Altos,545940.5
PI,2200459,Alvorada do Gurguéia,6752.76
PI,2200509,Amarante,55405.08
PI,2200608,Angical do Piauí,6777.54
PI,2200707,Anísio de Abreu,18721.32
PI,2200806,Antônio Almeida,42080.59
PI,2200905,Aroazes,743.87
PI,2200954,Aroeiras de Itaim,9015.8
PI,2201002,Arraial,56637.87
PI,2201051,Assunção do Piauí,
PI,2201101,Avelino Lopes,89394.22
PI,2201150,Baixa Grande do Ribeiro,43117.81
PI,2201176,Barra D'Alcântara,2000
PI,2201200,Barras,365587.74
PI,2201309,Barreiras do Piauí,3314.84
PI,2201408,Barro Duro,9220.25
PI,2201507,Batalha,33009.81
PI,2201556,Bela Vista do Piauí,2000
PI,2201572,Belém do Piauí,13986.77
PI,2201606,Beneditinos,99308.37
PI,2201705,Bertolínia,11499.5
PI,2201739,Betânia do Piauí,24761.57
PI,2201770,Boa Hora,6732.23
PI,2201804,Bocaina,
PI,2201903,Bom Jesus,431983.15
PI,2201919,Bom Princípio do Piauí,2585.67
PI,2201929,Bonfim do Piauí,634.17
PI,2201945,Boqueirão do Piauí,17605.95
PI,2201960,Brasileira,610
PI,2201988,Brejo do Piauí,4784.44
PI,2202000,Buriti dos Lopes,5136.45
PI,2202026,Buriti dos Montes,9950.27
PI,2202059,Cabeceiras do Piauí,9795.54
PI,2202075,Cajazeiras do Piauí,2081.57
PI,2202083,Cajueiro da Praia,35843
PI,2202091,Caldeirão Grande do Piauí,21423.58
PI,2202109,Campinas do Piauí,977.47
PI,2202117,Campo Alegre do Fidalgo,
PI,2202133,Campo Grande do Piauí,50747.18
PI,2202174,Campo Largo do Piauí,1072
PI,2202208,Campo Maior,1237566.9
PI,2202251,Canavieira,447.34
PI,2202307,Canto do Buriti,269794.09
PI,2202406,Capitão de Campos,1658.85
PI,2202455,Capitão Gervásio Oliveira,1000
PI,2202505,Caracol,3757.11
PI,2202539,Caraúbas do Piauí,
PI,2202554,Caridade do Piauí,4928.24
PI,2202604,Castelo do Piauí,32046.67
PI,2202653,Caxingó,
PI,2202703,Cocal,190895.66
PI,2202711,Cocal de Telha,2529.63
PI,2202729,Cocal dos Alves,19204.6
PI,2202737,Coivaras,19980.26
PI,2202752,Colônia do Gurguéia,
PI,2202778,Colônia do Piauí,879.11
PI,2202802,Conceição do Canindé,7252.17
PI,2202851,Coronel José Dias,14596.52
PI,2202901,Corrente,12127.03
PI,2203008,Cristalândia do Piauí,10078.62
PI,2203107,Cristino Castro,6471.59
PI,2203206,Curimatá,92680.84
PI,2203230,Currais,30851.35
PI,2203255,Curralinhos,411.26
PI,2203271,Curral Novo do Piauí,36142.61
PI,2203305,Demerval Lobão,27225.9
PI,2203354,Dirceu Arcoverde,3162.46
PI,2203404,Dom Expedito Lopes,15738.72
PI,2203420,Domingos Mourão,2948.08
PI,2203453,Dom Inocêncio,2005.48
PI,2203503,Elesbão Veloso,
PI,2203602,Eliseu Martins,450
PI,2203701,Esperantina,116920.37
PI,2203750,Fartura do Piauí,3051.69
PI,2203800,Flores do Piauí,3107
PI,2203859,Floresta do Piauí,2924.75
PI,2203909,Floriano,1544949.36
PI,2204006,Francinópolis,3421.75
PI,2204105,Francisco Ayres,160.13
PI,2204154,Francisco Macedo,17030.02
PI,2204204,Francisco Santos,28667.12
PI,2204303,Fronteiras,3521.88
PI,2204352,Geminiano,13009.5
PI,2204402,Gilbués,8110.09
PI,2204501,Guadalupe,20513.36
PI,2204550,Guaribas,825
PI,2204600,Hugo Napoleão,390
PI,2204659,Ilha Grande,5366.03
PI,2204709,Inhuma,166823.59
PI,2204808,Ipiranga do Piauí,35111.8
PI,2204907,Isaías Coelho,6437.24
PI,2205003,Itainópolis,25821.6
PI,2205102,Itaueira,24278.07
PI,2205151,Jacobina do Piauí,149356.77
PI,2205201,Jaicós,207429.26
PI,2205250,Jardim do Mulato,7743.34
PI,2205276,Jatobá do Piauí,6425.12
PI,2205300,Jerumenha,24703.27
PI,2205359,João Costa,6921.13
PI,2205409,Joaquim Pires,42066.69
PI,2205458,Joca Marques,1303.35
PI,2205508,José de Freitas,283752.06
PI,2205516,Juazeiro do Piauí,7005.23
PI,2205524,Júlio Borges,15392.32
PI,2205532,Jurema,3697.64
PI,2205540,Lagoinha do Piauí,
PI,2205557,Lagoa Alegre,444.9
PI,2205565,Lagoa do Barro do Piauí,3466.08
PI,2205573,Lagoa de São Francisco,2851.45
PI,2205581,Lagoa do Piauí,6215.4
PI,2205599,Lagoa do Sítio,7680.46
PI,2205607,Landri Sales,11891
PI,2205706,Luís Correia,585195.37
PI,2205805,Luzilândia,55032.78
PI,2205854,Madeiro,69.82
PI,2205904,Manoel Emídio,31452.54
PI,2205953,Marcolândia,13283.99
PI,2206001,Marcos Parente,1783.6
PI,2206050,Massapê do Piauí,28135.28
PI,2206100,Matias Olímpio,2400
PI,2206209,Miguel Alves,42178.84
PI,2206308,Miguel Leão,120
PI,2206357,Milton Brandão,5060.27
PI,2206407,Monsenhor Gil,123960.53
PI,2206506,Monsenhor Hipólito,
PI,2206605,Monte Alegre do Piauí,1937.54
PI,2206654,Morro Cabeça no Tempo,
PI,2206670,Morro do Chapéu do Piauí,1225.94
PI,2206696,Murici dos Portelas,1629.84
PI,2206704,Nazaré do Piauí,733.58
PI,2206720,Nazária,5680
PI,2206753,Nossa Senhora de Nazaré,12035.15
PI,2206803,Nossa Senhora dos Remédios,1675.6
PI,2206902,Novo Oriente do Piauí,21338
PI,2206951,Novo Santo Antônio,29487.62
PI,2207009,Oeiras,772333.01
PI,2207108,Olho D'Água do Piauí,
PI,2207207,Padre Marcos,20334.37
PI,2207306,Paes Landim,100
PI,2207355,Pajeú do Piauí,47759.06
PI,2207405,Palmeira do Piauí,240
PI,2207504,Palmeirais,15315.81
PI,2207553,Paquetá,11428.34
PI,2207603,Parnaguá,23116.73
PI,2207702,Parnaíba,3724339.73
PI,2207751,Passagem Franca do Piauí,707.68
PI,2207777,Patos do Piauí,14630.05
PI,2207793,Pau D'Arco do Piauí,611.57
PI,2207801,Paulistana,278526.36
PI,2207850,Pavussu,49047.25
PI,2207900,Pedro II,200696.6
PI,2207934,Pedro Laurentino,
PI,2207959,Nova Santa Rita,625
PI,2208007,Picos,3569441.53
PI,2208106,Pimenteiras,
PI,2208205,Pio IX,429001.53
PI,2208304,Piracuruca,696928.21
PI,2208403,Piripiri,1923340.21
PI,2208502,Porto,4699.56
PI,2208551,Porto Alegre do Piauí,19945
PI,2208601,Prata do Piauí,10892.4
PI,2208650,Queimada Nova,49320.92
PI,2208700,Redenção do Gurguéia,1145.84
PI,2208809,Regeneração,19922.25
PI,2208858,Riacho Frio,13809.4
PI,2208874,Ribeira do Piauí,582.17
PI,2208908,Ribeiro Gonçalves,19432.64
PI,2209005,Rio Grande do Piauí,161.82
PI,2209104,Santa Cruz do Piauí,132084.47
PI,2209153,Santa Cruz dos Milagres,4000
PI,2209203,Santa Filomena,710569.23
PI,2209302,Santa Luz,1000
PI,2209351,Santana do Piauí,15563.75
PI,2209377,Santa Rosa do Piauí,29462.4
PI,2209401,Santo Antônio de Lisboa,117682.95
PI,2209450,Santo Antônio dos Milagres,609.2
PI,2209500,Santo Inácio do Piauí,26332.69
PI,2209559,São Braz do Piauí,919.1
PI,2209609,São Félix do Piauí,33527.72
PI,2209658,São Francisco de Assis do Piauí,2150
PI,2209708,São Francisco do Piauí,8819.6
PI,2209757,São Gonçalo do Gurguéia,248.53
PI,2209807,São Gonçalo do Piauí,480
PI,2209856,São João da Canabrava,43340.61
PI,2209872,São João da Fronteira,15464.92
PI,2209906,São João da Serra,30410.11
PI,2209955,São João da Varjota,33980.6
PI,2209971,São João do Arraial,1185
PI,2210003,São João do Piauí,739790.15
PI,2210052,São José do Divino,61638.85
PI,2210102,São José do Peixe,123765.06
PI,2210201,São José do Piauí,31572.65
PI,2210300,São Julião,5265.74
PI,2210359,São Lourenço do Piauí,4860.7
PI,2210375,São Luis do Piauí,22260.74
PI,2210383,São Miguel da Baixa Grande,21164.65
PI,2210391,São Miguel do Fidalgo,488.41
PI,2210409,São Miguel do Tapuio,4400
PI,2210508,São Pedro do Piauí,48223.35
PI,2210607,São Raimundo Nonato,1294881.36
PI,2210623,Sebastião Barros,750.56
PI,2210631,Sebastião Leal,200
PI,2210656,Sigefredo Pacheco,12707.42
PI,2210706,Simões,26226.3
PI,2210805,Simplício Mendes,133103.57
PI,2210904,Socorro do Piauí,7270.05
PI,2210938,Sussuapara,70526.34
PI,2210953,Tamboril do Piauí,
PI,2210979,Tanque do Piauí,21887.95
PI,2211001,Teresina,113866145.35
PI,2211100,União,315299.67
PI,2211209,Uruçuí,38681.56
PI,2211308,Valença do Piauí,238766.45
PI,2211357,Várzea Branca,1657.17
PI,2211407,Várzea Grande,9.45
PI,2211506,Vera Mendes,1000
PI,2211605,Vila Nova do Piauí,20066.69
PI,2211704,Wall Ferraz,6069.47
PR,4100103,Abatiá,354444.13
PR,4100202,Adrianópolis,73084.1
PR,4100301,Agudos do Sul,703878.48
PR,4100400,Almirante Tamandaré,12349117.88
PR,4100459,Altamira do Paraná,178680.15
PR,4100509,Altônia,2170818.05
PR,4100608,Alto Paraná,900804.19
PR,4100707,Alto Piquiri,
PR,4100806,Alvorada do Sul,5888183.69
PR,4100905,Amaporã,203099.82
PR,4101002,Ampére,2504506.36
PR,4101051,Anahy,248844.27
PR,4101101,Andirá,3520103.3
PR,4101150,Ângulo,390297.36
PR,4101200,Antonina,2711923.34
PR,4101309,Antônio Olinto,48237.08
PR,4101408,Apucarana,30531511.35
PR,4101507,Arapongas,19572258.84
PR,4101606,Arapoti,2569519.74
PR,4101655,Arapuã,131572.46
PR,4101705,Araruna,940789.81
PR,4101804,Araucária,22897701.59
PR,4101853,Ariranha do Ivaí,137033.79
PR,4101903,Assaí,3115798.73
PR,4102000,Assis Chateaubriand,8719608
PR,4102109,Astorga,5086042.51
PR,4102208,Atalaia,440283.56
PR,4102307,Balsa Nova,1046637.82
PR,4102406,Bandeirantes,2882182.78
PR,4102505,Barbosa Ferraz,2229673.08
PR,4102604,Barracão,1172682.85
PR,4102703,Barra do Jacaré,82705.71
PR,4102752,Bela Vista da Caroba,163189.49
PR,4102802,Bela Vista do Paraíso,2423377.27
PR,4102901,Bituruna,1225146.1
PR,4103008,Boa Esperança,652866.62
PR,4103024,Boa Esperança do Iguaçu,101415.88
PR,4103040,Boa Ventura de São Roque,185773.41
PR,4103057,Boa Vista da Aparecida,1631298.33
PR,4103107,Bocaiúva do Sul,742611.95
PR,4103156,Bom Jesus do Sul,200352.85
PR,4103206,Bom Sucesso,
PR,4103222,Bom Sucesso do Sul,266581.53
PR,4103305,Borrazópolis,639735.69
PR,4103354,Braganey,520156.79
PR,4103370,Brasilândia do Sul,305922.09
PR,4103404,Cafeara,
PR,4103453,Cafelândia,2566171.3
PR,4103479,Cafezal do Sul,188634.51
PR,4103503,Califórnia,754187.78
PR,4103602,Cambará,2753430.95
PR,4103701,Cambé,36140726.41
PR,4103800,Cambira,512782.12
PR,4103909,Campina da Lagoa,
PR,4103958,Campina do Simão,100421.76
PR,4104006,Campina Grande do Sul,12161520.14
PR,4104055,Campo Bonito,58563.61
PR,4104105,Campo do Tenente,
PR,4104204,Campo Largo,41018343.2
PR,4104253,Campo Magro,2164591.21
PR,4104303,Campo Mourão,40510209.11
PR,4104402,Cândido de Abreu,188272.39
PR,4104428,Candói,1445191.21
PR,4104451,Cantagalo,793759.03
PR,4104501,Capanema,1578020.2
PR,4104600,Capitão Leônidas Marques,1177448.68
PR,4104659,Carambeí,1236212.15
PR,4104709,Carlópolis,1604632.15
PR,4104808,Cascavel,99214794.53
PR,4104907,Castro,12272609.55
PR,4105003,Catanduvas,301934.76
PR,4105102,Centenário do Sul,672853.82
PR,4105201,Cerro Azul,350396.6
PR,4105300,Céu Azul,852396.32
PR,4105409,Chopinzinho,5605926.52
PR,4105508,Cianorte,46146181.83
PR,4105607,Cidade Gaúcha,1379470.08
PR,4105706,Clevelândia,2115291.68
PR,4105805,Colombo,48097376.64
PR,4105904,Colorado,2838804.91
PR,4106001,Congonhinhas,596336.5
PR,4106100,Conselheiro Mairinck,209891.55
PR,4106209,Contenda,1984173.65
PR,4106308,Corbélia,3208801.67
PR,4106407,Cornélio Procópio,21910770.7
PR,4106456,Coronel Domingos Soares,303659.16
PR,4106506,Coronel Vivida,4851905.95
PR,4106555,Corumbataí do Sul,224410.16
PR,4106571,Cruzeiro do Iguaçu,479133.81
PR,4106605,Cruzeiro do Oeste,2964466.84
PR,4106704,Cruzeiro do Sul,245813.59
PR,4106803,Cruz Machado,625420.87
PR,4106852,Cruzmaltina,49599.19
PR,4106902,Curitiba,1151570293.46
PR,4107009,Curiúva,2008027.86
PR,4107108,Diamante do Norte,311167.36
PR,4107124,Diamante do Sul,9672.12
PR,4107157,Diamante D'Oeste,
PR,4107207,Dois Vizinhos,6944262.44
PR,4107256,Douradina,
PR,4107306,Doutor Camargo,827733.94
PR,4107405,Enéas Marques,671284.47
PR,4107504,Engenheiro Beltrão,1037959.33
PR,4107520,Esperança Nova,183816.43
PR,4107538,Entre Rios do Oeste,684557.96
PR,4107546,Espigão Alto do Iguaçu,57709.99
PR,4107553,Farol,369909.4
PR,4107603,Faxinal,3355155.57
PR,4107652,Fazenda Rio Grande,52129557.2
PR,4107702,Fênix,326244.29
PR,4107736,Fernandes Pinheiro,139663.27
PR,4107751,Figueira,748432.46
PR,4107801,Floraí,581366.78
PR,4107850,Flor da Serra do Sul,195288.67
PR,4107900,Floresta,2697628.52
PR,4108007,Florestópolis,1805654.51
PR,4108106,Flórida,296710.25
PR,4108205,Formosa do Oeste,1047897.33
PR,4108304,Foz do Iguaçu,142650972.98
PR,4108320,Francisco Alves,586108.39
PR,4108403,Francisco Beltrão,22132470.56
PR,4108452,Foz do Jordão,
PR,4108502,General Carneiro,408761.22
PR,4108551,Godoy Moreira,
PR,4108601,Goioerê,6776312.33
PR,4108650,Goioxim,107382.08
PR,4108700,Grandes Rios,
PR,4108809,Guaíra,8279338.65
PR,4108908,Guairaçá,631381.74
PR,4108957,Guamiranga,252198.84
PR,4109005,Guapirama,501923.7
PR,4109104,Guaporema,
PR,4109203,Guaraci,477250.21
PR,4109302,Guaraniaçu,942783.96
PR,4109401,Guarapuava,29845644.62
PR,4109500,Guaraqueçaba,121059.66
PR,4109609,Guaratuba,73781220.68
PR,4109658,Honório Serpa,207009.37
PR,4109708,Ibaiti,3478785.68
PR,4109757,Ibema,646818.04
PR,4109807,Ibiporã,19492544.11
PR,4109906,Icaraíma,1027514.64
PR,4110003,Iguaraçu,2575582.31
PR,4110052,Iguatu,104226
PR,4110078,Imbaú,1216872.36
PR,4110102,Imbituva,1855990.11
PR,4110201,Inácio Martins,460443.06
PR,4110300,Inajá,519181.58
PR,4110409,Indianópolis,175010.86
PR,4110508,Ipiranga,805112.58
PR,4110607,Iporã,2126724.46
PR,4110656,Iracema do Oeste,48689.74
PR,4110706,Irati,11672100.78
PR,4110805,Iretama,362008.55
PR,4110904,Itaguajé,546090.48
PR,4110953,Itaipulândia,1949635.98
PR,4111001,Itambaracá,350454.48
PR,4111100,Itambé,458480.45
PR,4111209,Itapejara d'Oeste,828588.33
PR,4111258,Itaperuçu,2593833.51
PR,4111308,Itaúna do Sul,124198.14
PR,4111407,Ivaí,603229.07
PR,4111506,Ivaiporã,10307125.01
PR,4111555,Ivaté,665570.23
PR,4111605,Ivatuba,267933.71
PR,4111704,Jaboti,222461.13
PR,4111803,Jacarezinho,11084966.36
PR,4111902,Jaguapitã,1370605.01
PR,4112009,Jaguariaíva,6398547.45
PR,4112108,Jandaia do Sul,6507209.48
PR,4112207,Janiópolis,852764.48
PR,4112306,Japira,168612.02
PR,4112405,Japurá,1077461.95
PR,4112504,Jardim Alegre,1514233.31
PR,4112603,Jardim Olinda,50872.99
PR,4112702,Jataizinho,
PR,4112751,Jesuítas,1046851.44
PR,4112801,Joaquim Távora,1000667.3
PR,4112900,Jundiaí do Sul,195982.06
PR,4112959,Juranda,465799.47
PR,4113007,Jussara,902620.13
PR,4113106,Kaloré,701231.75
PR,4113205,Lapa,7164728.52
PR,4113254,Laranjal,193401.01
PR,4113304,Laranjeiras do Sul,6050862.58
PR,4113403,Leópolis,301594.18
PR,4113429,Lidianópolis,241802.57
PR,4113452,Lindoeste,308016.76
PR,4113502,Loanda,
PR,4113601,Lobato,455794.15
PR,4113700,Londrina,461813044.32
PR,4113734,Luiziana,241894.17
PR,4113759,Lunardelli,110760.16
PR,4113809,Lupionópolis,476117.39
PR,4113908,Mallet,1122138.59
PR,4114005,Mamborê,2853074.5
PR,4114104,Mandaguaçu,5964957.28
PR,4114203,Mandaguari,6120105.8
PR,4114302,Mandirituba,1390221.05
PR,4114351,Manfrinópolis,90389.92
PR,4114401,Mangueirinha,1545237.1
PR,4114500,Manoel Ribas,884759.07
PR,4114609,Marechal Cândido Rondon,10183150.63
PR,4114708,Maria Helena,237788.83
PR,4114807,Marialva,6224062.06
PR,4114906,Marilândia do Sul,643134.86
PR,4115002,Marilena,1395271.24
PR,4115101,Mariluz,729164.69
PR,4115200,Maringá,290813914.09
PR,4115309,Mariópolis,550253.69
PR,4115358,Maripá,809603.63
PR,4115408,Marmeleiro,2119377.92
PR,4115457,Marquinho,189017.82
PR,4115507,Marumbi,
PR,4115606,Matelândia,2105869.21
PR,4115705,Matinhos,56246467.86
PR,4115739,Mato Rico,5312.3
PR,4115754,Mauá da Serra,1112880.33
PR,4115804,Medianeira,12102744.38
PR,4115853,Mercedes,337251.24
PR,4115903,Mirador,143493.68
PR,4116000,Miraselva,129432.31
PR,4116059,Missal,2030485.3
PR,4116109,Moreira Sales,1323098.9
PR,4116208,Morretes,1211812.67
PR,4116307,Munhoz de Melo,564373.13
PR,4116406,Nossa Senhora das Graças,154864.49
PR,4116505,Nova Aliança do Ivaí,52648.98
PR,4116604,Nova América da Colina,
PR,4116703,Nova Aurora,1860889.27
PR,4116802,Nova Cantu,245143.49
PR,4116901,Nova Esperança,7176133.84
PR,4116950,Nova Esperança do Sudoeste,480572.07
PR,4117008,Nova Fátima,1310830.73
PR,4117057,Nova Laranjeiras,409194.51
PR,4117107,Nova Londrina,3745486.56
PR,4117206,Nova Olímpia,335041.02
PR,4117214,Nova Santa Bárbara,435543.91
PR,4117222,Nova Santa Rosa,1210774.38
PR,4117255,Nova Prata do Iguaçu,1912679.57
PR,4117271,Nova Tebas,419175.62
PR,4117297,Novo Itacolomi,53306.71
PR,4117305,Ortigueira,1342345.27
PR,4117404,Ourizona,266966.19
PR,4117453,Ouro Verde do Oeste,818766.25
PR,4117503,Paiçandu,5851419.54
PR,4117602,Palmas,5653680.08
PR,4117701,Palmeira,4789613.47
PR,4117800,Palmital,993379.49
PR,4117909,Palotina,16593016.43
PR,4118006,Paraíso do Norte,1899528.8
PR,4118105,Paranacity,1156380.66
PR,4118204,Paranaguá,42773576.86
PR,4118303,Paranapoema,88868.42
PR,4118402,Paranavaí,26857136.09
PR,4118451,Pato Bragado,299632.14
PR,4118501,Pato Branco,22052012.37
PR,4118600,Paula Freitas,281742.48
PR,4118709,Paulo Frontin,350596.02
PR,4118808,Peabiru,2185834.86
PR,4118857,Perobal,690733.59
PR,4118907,Pérola,3551511.57
PR,4119004,Pérola d'Oeste,486559.15
PR,4119103,Piên,667062.04
PR,4119152,Pinhais,71077268.47
PR,4119202,Pinhalão,736846.31
PR,4119251,Pinhal de São Bento,193828.73
PR,4119301,Pinhão,1768677.07
PR,4119400,Piraí do Sul,968397.21
PR,4119509,Piraquara,20928771.48
PR,4119608,Pitanga,9827285.94
PR,4119657,Pitangueiras,383288.43
PR,4119707,Planaltina do Paraná,509472.04
PR,4119806,Planalto,802146
PR,4119905,Ponta Grossa,87965080.7
PR,4119954,Pontal do Paraná,35840337.17
PR,4120002,Porecatu,2802460.31
PR,4120101,Porto Amazonas,508910.36
PR,4120150,Porto Barreiro,48013.5
PR,4120200,Porto Rico,3957301.71
PR,4120309,Porto Vitória,258056.36
PR,4120333,Prado Ferreira,188553.78
PR,4120358,Pranchita,1033500.2
PR,4120408,Presidente Castelo Branco,509235.12
PR,4120507,Primeiro de Maio,3552039.47
PR,4120606,Prudentópolis,5376065.7
PR,4120655,Quarto Centenário,622077.38
PR,4120705,Quatiguá,1558815.56
PR,4120804,Quatro Barras,13998710.24
PR,4120853,Quatro Pontes,391310.18
PR,4120903,Quedas do Iguaçu,1662831.65
PR,4121000,Querência do Norte,1223960.93
PR,4121109,Quinta do Sol,297267.16
PR,4121208,Quitandinha,1445375.4
